asset,beta_bri,year,br,compounded_xret,rank_beta,rank_br,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,soe
2449,-0.034145919,2018,1.12E-05,-0.116715593,-0.718137255,-0.468137255,1.117717934,-0.001486179,-0.701603316,0.233473595,1
2449,0.014669737,2019,1.04E-05,-0.137566012,0.300480769,-0.466346154,1.315997277,0.215142789,-1.184293211,0.295694141,1
2451,0.005170948,2016,1.47E-05,-0.52009776,0.011308562,-0.163166397,1.119105207,1.69202478,0.612815851,-0.138848709,0
2451,0.028383799,2019,1.06E-05,-0.118227494,0.502403846,-0.420673077,0.965275661,1.562756316,-0.042251165,0.346126131,0
2452,0.131286241,2016,3.45E-05,-0.4133199,0.954765751,0.537964459,1.262707207,0.719609359,-0.410991176,0.307937328,0
2452,-0.003207935,2017,1.10E-05,-0.012531484,-0.440414508,-0.621761658,1.012530946,0.689098762,-0.358061531,0.31499389,0
2455,-0.029182738,2016,1.62E-05,-0.389515706,-0.479806139,-0.0726979,0.882402559,1.072958616,0.227078321,-0.640802687,0
2455,-0.003639672,2018,1.46E-05,-0.22941396,-0.129901961,-0.120098039,1.016010588,0.924034142,-0.087229602,0.118567221,0
2455,-0.012011324,2019,1.27E-05,0.633811407,-0.21875,-0.189903846,0.927400784,0.47446306,-0.311748207,0.485345164,0
2457,0.099353336,2016,1.04E-05,-0.554768401,0.886914378,-0.731825525,1.352123155,1.034774643,-0.546571395,-0.464350428,0
2457,-0.004498996,2017,2.18E-05,0.056594822,-0.567357513,0.049222798,1.266421926,0.361403373,-1.292378635,0.482655223,0
2457,0.062620977,2018,2.19E-05,-0.078448907,0.919117647,0.137254902,1.140519293,0.91577599,0.329023517,0.046371049,0
2457,0.05561283,2019,1.86E-05,0.184433077,0.783653846,0.072115385,1.082672311,1.111725146,0.775191401,0.168769359,0
2459,0.006222743,2016,4.34E-05,-0.233376564,0.024232633,0.689822294,0.796316315,0.013193042,-2.070079222,-0.392091589,0
2459,0.006480787,2017,4.21E-05,0.016092846,0.598445596,0.624352332,0.434374563,0.245625586,-0.269341321,0.31298088,0
2459,-0.007427835,2018,1.34E-05,0.463826575,-0.259803922,-0.193627451,0.844700574,-0.106730173,-0.542269845,-0.098352974,0
2467,-0.021489192,2016,4.37E-05,-0.326217458,-0.366720517,0.69628433,1.102415854,1.04056873,-0.621285433,0.476326157,0
2467,0.002285007,2017,8.09E-05,0.912936298,0.202072539,0.888601036,1.16719943,1.56390806,-0.509137231,0.288448246,0
2467,-0.039468827,2018,5.42E-05,0.136242856,-0.774509804,0.784313725,1.052719263,0.642743774,-1.92496597,0.496875812,0
2467,0.259570721,2019,4.10E-05,-0.366149248,0.992788462,0.725961538,0.778257626,0.734418806,-1.03155916,-1.131821662,0
2468,-0.04596824,2016,1.13E-05,-0.32976149,-0.663974152,-0.599353796,0.907126197,0.729757751,-0.176769944,0.361129262,0
2468,0.006753849,2017,4.47E-05,0.462511361,0.611398964,0.64507772,0.557834679,-0.150435927,-0.366384044,0.483169833,0
2468,0.05353023,2018,1.08E-05,-0.348396281,0.882352941,-0.544117647,1.150228346,0.243342238,0.71326119,-0.445938672,0
2468,-0.008624938,2019,1.07E-05,-0.543235252,-0.158653846,-0.408653846,1.151629308,0.073304856,0.580822088,-0.154744469,0
2469,0.015393197,2018,1.34E-05,0.039847913,0.357843137,-0.193627451,1.096768076,1.694034002,0.569517396,-0.007412194,0
2469,-0.00937531,2019,3.43E-05,0.239189576,-0.173076923,0.610576923,1.205283409,0.960499543,0.078071342,0.352774608,0
2471,-0.021707985,2016,2.52E-05,-0.377894686,-0.37641357,0.324717286,0.990823126,0.770942742,-0.080971913,0.0792304,0
2471,0.005038633,2017,1.74E-05,-0.063046285,0.507772021,-0.121761658,0.74041259,0.907391092,-0.319586663,0.203523456,0
2474,-0.070819411,2019,1.03E-05,-0.110274996,-0.887019231,-0.480769231,1.140504952,1.060451087,-0.743714974,-0.185164144,0
2476,-0.023531824,2016,1.21E-05,-0.45609541,-0.402261712,-0.476575121,1.313646049,1.557256498,-0.403753591,-0.176077955,0
2476,-0.0088528,2017,1.20E-05,0.430001534,-0.769430052,-0.461139896,0.852580441,1.232449676,-0.420993052,0.723112402,0
2478,-0.007995019,2016,1.48E-05,-0.202201039,-0.166397415,-0.153473344,1.053031127,-0.001686335,-1.290183058,0.660237911,0
2480,-0.020393414,2016,2.39E-05,-0.051003035,-0.340872375,0.256865913,0.979250272,0.406802145,-0.539134418,0.098969913,0
2480,-0.002059502,2017,2.38E-05,-0.387656217,-0.349740933,0.150259067,0.792952377,0.520886662,-0.279408877,0.209961485,0
2483,0.045473889,2016,3.15E-05,-0.364621101,0.602584814,0.476575121,1.146552106,0.546393998,-0.770837809,0.234516602,0
2483,0.002774816,2017,3.10E-05,-0.019637401,0.25388601,0.378238342,1.118952213,0.899708439,-0.355464519,0.555125789,0
2483,0.010304386,2018,6.00E-05,0.072577809,0.242647059,0.840686275,0.849352871,1.374953528,0.593045972,-0.696681731,0
2483,0.028780331,2019,5.83E-05,0.075594606,0.509615385,0.865384615,1.147541344,0.483724625,-0.699686692,-0.496866007,0
2486,-0.10222849,2018,4.24E-05,0.067330585,-0.987745098,0.661764706,0.689604747,1.612014099,0.49210312,-0.596597491,0
2486,0.045325442,2019,2.41E-05,-0.26429182,0.704326923,0.391826923,0.60945332,1.966565453,0.459736824,-0.528828437,0
2487,-0.101841935,2016,1.50E-05,-0.425360514,-0.938610662,-0.137318255,1.104546318,0.608173594,-0.518773064,0.238869853,0
2487,-0.017218105,2017,1.36E-05,0.149857267,-0.89119171,-0.272020725,1.025447162,1.495158044,0.128345578,0.592656359,0
2492,0.015601357,2017,1.22E-05,-0.274404718,0.873056995,-0.422279793,1.288198974,1.480998916,0.183146521,0.378933173,0
2497,0.047798432,2016,2.12E-05,0.072298478,0.628432956,0.121163166,0.997425978,1.720842843,0.195250399,-0.50632472,0
2497,-0.011054396,2017,1.86E-05,-0.347146402,-0.82642487,-0.080310881,1.771927444,1.511836134,-0.073763122,0.237488775,0
2497,-0.023770085,2018,9.10E-06,0.304853862,-0.575980392,-0.803921569,1.264246803,1.097496173,0.532538519,-0.019905299,0
2498,-0.046247175,2016,4.58E-05,-0.397438205,-0.670436187,0.718901454,0.859603553,0.00767439,-0.79950839,0.123333442,0
2498,-0.000588276,2017,3.46E-05,0.336543362,-0.18134715,0.471502591,0.755884411,0.86540174,0.145867107,-0.009439988,0
2498,-0.001855796,2018,3.47E-05,0.562321248,-0.102941176,0.512254902,1.00628477,1.807812314,0.288743499,-0.720305917,0
2498,0.03679558,2019,1.02E-05,-0.23619229,0.625,-0.497596154,0.955609206,0.795618768,-0.258004657,0.46563246,0
2505,0.004317714,2018,1.17E-05,0.125143357,0.066176471,-0.375,0.514910835,1.296793817,-0.124808381,-0.641718917,0
2505,-0.014706382,2019,9.62E-06,-0.019723831,-0.269230769,-0.608173077,0.81813977,0.970908417,0.583771584,0.020714249,0
2506,0.006885213,2017,9.51E-06,0.406649663,0.613989637,-0.813471503,0.365209837,0.167331939,-0.57497604,-0.028532486,0
2506,-0.002228482,2018,8.68E-06,-0.615730545,-0.107843137,-0.860294118,0.595586278,0.527694604,0.02932685,0.293741494,0
2506,0.023154153,2019,8.63E-06,0.313229523,0.430288462,-0.788461538,0.459698518,0.050517265,-0.705994161,0.095180678,0
2512,-0.130797971,2016,5.23E-05,-0.407399196,-0.964458805,0.773828756,0.739817516,0.57743966,0.173392297,-0.098799947,0
2512,-0.006945098,2019,6.76E-05,-0.267197594,-0.115384615,0.90625,1.228200862,1.914140825,-0.451797055,-0.129276131,0
2514,0.112120108,2016,1.01E-05,-0.292315027,0.935379645,-0.789983845,1.07241821,1.027680724,-0.025636894,-0.313910342,0
2514,-0.019635199,2017,2.10E-05,0.034328975,-0.904145078,0.020725389,0.814018502,0.655460369,0.185245102,0.168133079,0
2514,0.023152182,2018,2.23E-05,-0.353389264,0.524509804,0.161764706,0.49651487,0.660213808,0.165168486,-0.398749758,0
2514,-0.066449725,2019,5.21E-05,0.048705544,-0.867788462,0.824519231,0.935541253,0.633145323,0.099997418,0.142605952,0
2520,0.131151641,2018,4.50E-05,-0.094803923,0.992647059,0.705882353,0.916440077,0.194073643,-1.427707966,0.650173878,0
2520,0.00030144,2019,1.99E-05,0.14037774,0.060096154,0.194711538,0.907702183,0.605425236,0.279155517,-0.259401804,0
2523,-0.046366822,2016,2.88E-05,-0.16387873,-0.673667205,0.43457189,1.019675111,1.055054059,0.061018771,-0.109269227,1
2523,-0.006182179,2017,5.21E-05,0.077604217,-0.670984456,0.707253886,0.210477111,0.568011821,-0.388612178,-0.198988982,1
2523,0.010371792,2018,3.63E-05,-0.27112724,0.24754902,0.551470588,1.133051358,1.097804601,0.662588027,-0.159848251,1
2524,0.07121236,2016,5.43E-05,-0.478345906,0.770597738,0.806138934,1.133994121,0.94762683,-1.013928772,0.475287442,0
2524,0.028714578,2017,3.97E-05,0.061683805,0.968911917,0.580310881,1.076067791,0.852051782,-0.56369395,1.092677893,0
2526,0.012940499,2016,2.80E-05,-0.271682036,0.140549273,0.418416801,0.751704736,2.103729702,0.546518103,0.067849858,0
2527,-0.039848351,2019,8.66E-06,0.51768298,-0.641826923,-0.78125,0.775179707,0.477468038,-0.758598618,0.107187957,0
2529,-0.030454533,2016,1.24E-05,-0.38066915,-0.49273021,-0.43457189,1.060121471,0.609569681,-0.574600534,-0.157007452,0
2529,-4.47E-05,2017,1.23E-05,-0.278406471,-0.093264249,-0.406735751,0.486817407,-0.147053413,-1.080152971,0.033349759,0
2529,0.010158777,2018,1.12E-05,-0.2563931,0.237745098,-0.468137255,1.355991004,1.831417304,0.26190416,0.083977815,0
2530,-0.010884546,2017,2.07E-05,0.055123876,-0.821243523,0,0.669893957,0.444765408,-0.902100823,-0.264290738,0
2532,0.005501181,2017,1.19E-05,0.374201368,0.546632124,-0.492227979,0.963620713,1.446709016,-0.129543107,0.668310265,0
2533,-0.00088782,2018,1.02E-05,0.059544845,-0.066176471,-0.656862745,1.038847251,1.689354133,0.905369305,-0.476379432,0
2534,-0.001952127,2017,6.27E-05,0.01630046,-0.341968912,0.805699482,0.85432462,1.831057825,0.695521501,0.015409184,0
2534,0.006076587,2018,3.76E-05,0.245699628,0.107843137,0.583333333,1.044115861,1.602674602,0.831728628,-0.432316763,0
2534,0.01868788,2019,3.96E-05,0.852524499,0.360576923,0.699519231,0.96644984,0.715067416,0.149085866,0.366888424,0
2535,0.111096868,2016,1.05E-05,-0.298788402,0.925686591,-0.709208401,0.877204179,0.73072144,-0.768014219,-0.430889978,0
2537,0.009290226,2018,8.72E-06,-0.241439438,0.218137255,-0.852941176,0.493170271,0.212324755,-0.098893492,0.166183031,0
2537,-0.052776703,2019,8.63E-06,-0.074849023,-0.78125,-0.788461538,1.32594297,1.517381847,-0.668913397,-0.007459119,0
2539,-0.004645642,2017,2.68E-05,0.10636211,-0.585492228,0.261658031,0.977026668,1.310184342,-0.042885199,0.445911524,0
2539,-0.026698329,2018,7.77E-06,0.494705586,-0.620098039,-0.926470588,1.01556631,1.098147218,0.653308376,0.134019446,0
2539,0.124199124,2019,2.32E-05,0.276041423,0.959134615,0.362980769,0.953454282,1.061581474,0.084386541,0.352806545,0
2540,-0.009541592,2016,1.34E-05,-0.266667153,-0.192245557,-0.273021002,1.020524975,0.493345733,-0.032963924,-0.005047382,0
2540,0.00725493,2017,3.13E-05,-0.042848539,0.632124352,0.396373057,0.550458319,0.638104757,-0.10537887,0.183718055,0
2540,-0.018779862,2018,2.06E-05,-0.052265264,-0.509803922,0.083333333,0.999936568,1.137117134,0.407339117,0.026504681,0
2540,-0.003891962,2019,1.92E-05,0.163680809,-0.033653846,0.125,1.03416436,0.88044318,0.022244527,0.569430502,0
2542,0.009507894,2016,5.22E-05,-0.564572575,0.075928918,0.767366721,1.136595874,1.179180033,-0.38278988,-0.491216587,0
2542,-0.015361354,2017,6.87E-05,-0.16494041,-0.880829016,0.857512953,1.175900684,0.815161273,-0.184148639,0.452872662,0
2542,0.033129832,2018,2.96E-05,-0.254157151,0.681372549,0.424019608,1.035608487,0.994147153,0.216009234,0.184206017,0
2542,-0.001783447,2019,1.87E-05,-0.120726673,0.016826923,0.088942308,0.929051434,0.587673229,-0.206029378,0.670929871,1
2543,0.079380427,2016,2.94E-05,-0.225677713,0.799676898,0.441033926,1.053056928,0.262503562,0.169306581,-0.002238556,0
2543,-0.019714858,2017,5.44E-05,-0.088065094,-0.909326425,0.75388601,1.054006499,0.950424385,0.546296547,-0.020081396,0
2543,0.053850206,2018,4.03E-05,-0.191257519,0.884803922,0.632352941,0.843630689,0.456972722,0.377175425,-0.683453135,0
2543,-0.000923173,2019,3.45E-05,-0.029512458,0.033653846,0.620192308,1.009284731,0.480528971,0.037797117,0.28654449,0
2544,-0.030744215,2016,4.94E-05,-0.408981619,-0.499192246,0.741518578,0.833657634,0.619634212,-0.05798561,0.17108635,1
2544,0.00259865,2017,9.93E-06,-0.057074338,0.227979275,-0.766839378,1.064969235,0.146427147,-1.785840994,0.200483034,1
2544,0.005444688,2018,1.94E-05,-0.001220989,0.095588235,0.044117647,1.097054117,-0.147217301,-2.590197609,1.292425947,1
2544,-0.104721867,2019,8.88E-06,0.001157305,-0.963942308,-0.757211538,1.286665759,1.246591352,-1.053070837,0.106761438,1
2545,-0.051987233,2016,1.32E-05,-0.516085939,-0.728594507,-0.28917609,1.170327651,0.230070262,-0.767917136,-0.437837101,0
2545,-0.003895633,2017,1.20E-05,0.054596549,-0.502590674,-0.461139896,1.25528648,1.63487489,0.90891796,0.343461144,0
2545,-0.094829078,2018,6.34E-05,0.210696081,-0.985294118,0.862745098,1.008988238,0.047911492,-0.69867913,0.724744382,0
2545,-0.00189815,2019,7.76E-05,-0.026696449,0.014423077,0.927884615,0.973558487,1.197284583,0.609927219,0.42121723,0
2551,0.002026576,2017,6.82E-06,-0.179807037,0.17357513,-0.984455959,1.135392244,1.617180358,-0.111771016,0.363419617,0
2551,0.013993526,2018,6.93E-06,0.684385254,0.316176471,-0.975490196,1.165346069,1.075643745,0.094963274,0.024980433,0
2551,-0.038311777,2019,6.40E-06,-0.38095446,-0.617788462,-0.975961538,0.04988311,1.743299391,1.525239358,-2.147631093,0
2552,0.147485854,2016,1.34E-05,-0.456517233,0.977382876,-0.273021002,0.52221752,1.893981865,-1.19657465,-0.012038354,0
2552,-0.116767271,2019,3.26E-05,-0.205111409,-0.990384615,0.576923077,1.038876992,0.990197411,-0.342214855,-0.055939343,0
2553,0.009127709,2018,1.54E-05,0.054068681,0.213235294,-0.080882353,1.047004791,1.723977914,0.554015742,-0.033314908,0
2553,0.050086612,2019,1.17E-05,0.651901753,0.742788462,-0.247596154,0.937159243,0.340979809,-0.430843345,0.432627363,0
2554,0.018372739,2016,2.85E-05,-0.472269398,0.240710824,0.424878837,0.780047303,0.577660253,-1.598503126,-0.330315089,0
2554,-0.007372889,2017,8.34E-05,0.138964358,-0.727979275,0.901554404,1.149090035,1.320601115,0.431379198,-0.024594632,0
2554,-0.026781676,2018,3.58E-05,-0.324673501,-0.62254902,0.536764706,1.24316543,1.686429653,-0.034552618,0.128155021,0
2554,0.082913441,2019,9.52E-05,0.130561697,0.911057692,0.961538462,0.951217373,0.864017987,0.157246084,0.438265433,1
2556,0.057666805,2018,2.23E-05,0.495560028,0.904411765,0.161764706,1.075118006,1.16258576,0.155942975,0.320510442,0
2556,0.060846142,2019,1.71E-05,0.293860597,0.807692308,0.002403846,0.617264407,1.509182519,0.156574374,0.12305192,0
2557,-0.001137385,2017,2.38E-05,0.669217226,-0.243523316,0.150259067,0.978671123,-0.137826801,-0.585903078,-0.204098125,0
2557,-0.012220242,2018,1.16E-05,1.143529249,-0.382352941,-0.397058824,1.02359093,0.21132615,0.449355767,0.227093975,0
2559,0.006208028,2018,1.22E-05,0.083207151,0.112745098,-0.301470588,0.994055893,1.095498099,0.396372635,-0.289909054,0
2563,-0.085894038,2018,9.87E-06,-0.33263754,-0.975490196,-0.700980392,1.05012094,-1.227537256,-0.796625983,0.095604806,0
2565,0.006086808,2018,2.12E-05,-0.347162386,0.110294118,0.098039216,1.104405033,1.541081157,0.534414199,-0.74969309,0
2571,-0.079077401,2018,1.06E-05,-0.018573241,-0.958333333,-0.588235294,1.173453556,1.634679887,0.018072226,-0.134011793,0
2573,0.097640768,2016,1.17E-05,-0.392578661,0.880452342,-0.531502423,0.960101051,0.728395268,-0.387252689,-0.335474801,0
2573,0.084317315,2019,3.89E-05,-0.051627834,0.913461538,0.689903846,1.084971081,1.122421434,0.22393569,0.5214284,1
2576,-0.062772721,2018,1.45E-05,-0.093866516,-0.924019608,-0.12254902,1.215954294,1.583859662,-0.06011529,0.669665975,0
2576,-0.012454101,2019,1.27E-05,0.033183618,-0.223557692,-0.189903846,0.946671188,1.091456168,-0.25260597,0.393420478,0
2578,-0.037489384,2016,4.24E-05,-0.121710098,-0.570274637,0.670436187,0.726468241,1.536438267,0.864398818,-0.491627056,0
2578,-0.000244569,2017,6.82E-05,-0.076414666,-0.121761658,0.849740933,0.932341407,-0.008230395,-0.402504602,0.08903687,0
2578,-0.052969232,2018,4.14E-05,-0.047806294,-0.884803922,0.642156863,0.507862895,0.579014065,-0.060027408,-0.134762354,0
2578,0.048714588,2019,3.14E-05,-0.097564114,0.728365385,0.560096154,0.666786582,0.966892668,-0.086119735,0.309739549,0
2580,-0.003711885,2017,1.30E-05,-0.105198688,-0.479274611,-0.321243523,0.798624483,1.864393106,-0.355127667,0.323528874,0
2580,-0.077995824,2018,2.56E-05,-0.042024477,-0.955882353,0.308823529,1.248862231,1.331759866,0.018179084,0.252806631,0
2580,-0.050528116,2019,1.12E-05,0.260040021,-0.764423077,-0.293269231,1.088703587,0.382795562,-0.422305005,0.397225434,0
2582,-0.004268016,2017,4.86E-05,-0.172857988,-0.556994819,0.68134715,0.767882331,0.454908686,-0.014987508,-0.270134675,0
2583,0.000538718,2017,4.02E-05,-0.002964079,-0.023316062,0.590673575,1.04241713,-0.196823189,-1.291719199,0.073095612,0
2583,-0.001081623,2018,3.78E-05,-0.109172634,-0.071078431,0.590686275,1.394934429,0.198604949,-0.80068067,0.259354625,0
2583,-0.01657794,2019,1.47E-05,-0.345070601,-0.307692308,-0.091346154,1.041510554,0.494051483,-1.547069736,0.563137544,0
2593,-0.068176065,2016,2.24E-05,-0.361322131,-0.822294023,0.182552504,1.15179281,0.735791283,-0.640039763,0.139319601,0
2593,0.003855577,2017,3.12E-05,0.14193648,0.388601036,0.388601036,0.969604773,1.049128924,-0.174169224,0.163749713,0
2593,0.004143743,2018,4.19E-05,-0.102934034,0.058823529,0.649509804,1.031272133,1.310688752,0.263664126,0.344134359,0
2593,-0.111916926,2019,1.11E-05,0.083116543,-0.983173077,-0.319711538,1.146370088,0.991029919,-0.224874823,0.452018617,0
2596,0.131002833,2018,8.57E-06,-0.188441319,0.990196078,-0.87254902,1.154535888,0.969530406,-0.32787489,0.201193794,0
2596,0.032744669,2019,8.34E-06,-0.284798942,0.576923077,-0.824519231,1.126886222,2.029648286,0.160197187,0.581641294,0
2598,0.006744202,2017,1.39E-05,-0.042706362,0.60880829,-0.248704663,1.159449089,0.68701616,-0.149638113,0.227174036,1
2598,-0.017360878,2018,2.62E-05,-0.108570266,-0.465686275,0.343137255,0.924061224,0.751511571,0.151516799,0.008663605,1
2603,0.001391789,2017,9.56E-06,-0.178387675,0.075129534,-0.808290155,0.942746744,0.208296665,-0.264899258,-0.323668651,0
2603,-0.040898947,2018,9.53E-06,1.698001181,-0.786764706,-0.75,1.06843602,0.782203186,0.407745909,0.271982566,0
2603,-0.023182624,2019,8.74E-06,-0.079476316,-0.420673077,-0.764423077,-0.225119173,1.012628096,0.617752229,-1.422422599,0
2606,-0.091030499,2018,3.57E-05,0.327857804,-0.982843137,0.529411765,1.008362939,1.571088778,0.112051501,-0.482309772,0
2606,-0.074932921,2019,4.40E-05,-0.078949632,-0.90625,0.762019231,0.990088377,1.46828069,-0.063379948,0.737385644,0
2611,0.002858656,2018,1.03E-05,0.179621125,0.034313725,-0.634803922,1.107378277,1.155090767,-0.049166753,-0.281466568,0
2611,0.220919089,2019,4.70E-05,-0.01106962,0.985576923,0.778846154,1.015105074,0.584955365,-0.735900239,-0.057662047,0
2613,0.066992397,2016,1.28E-05,-0.383476539,0.744749596,-0.340872375,0.83818833,1.454447403,-0.205721122,-0.2341494,0
2613,-0.001687035,2017,1.11E-05,-0.077605009,-0.313471503,-0.603626943,1.005691794,1.407922903,0.147712579,0.257212079,0
2613,0.008297985,2018,6.52E-05,0.495907276,0.198529412,0.870098039,1.084366612,1.26236789,0.477351523,-0.323113561,0
2613,0.020228627,2019,5.08E-05,-0.185483321,0.382211538,0.8125,1.128705047,0.481979063,-1.51866037,0.623243667,0
2615,0.006376633,2017,2.69E-05,-0.091287722,0.588082902,0.266839378,0.841175179,0.715749807,-0.100588861,0.405510192,0
2615,-0.020281834,2018,1.18E-05,-0.148656255,-0.541666667,-0.352941176,1.022666106,1.478806431,0.379562136,-0.055196003,0
2615,0.023692341,2019,9.32E-06,-0.048538111,0.439903846,-0.665865385,0.88620676,1.514617293,0.644342875,0.084739182,0
2620,0.199936959,2016,1.19E-05,-0.570997559,0.993537964,-0.49273021,0.923539293,2.435491677,0.586551111,0.340281839,0
2620,-0.055082492,2018,1.11E-05,-0.124579209,-0.892156863,-0.490196078,1.118166777,1.109375813,0.253869898,0.021684243,0
2622,0.00156996,2018,2.30E-05,-0.075743353,-0.004901961,0.191176471,1.240292684,1.796982358,-0.267180646,-1.030347628,0
2622,0.081051242,2019,1.03E-05,0.556093684,0.899038462,-0.480769231,1.389185585,0.914243697,-0.216576374,0.626840511,0
2623,-0.068432752,2016,2.29E-05,-0.375478293,-0.831987076,0.221324717,0.950542724,2.528731134,0.445136593,0.14159778,0
2628,0.034333483,2018,2.17E-05,-0.273412909,0.703431373,0.117647059,1.141906172,1.418108625,0.716814551,-0.289030096,0
2630,-0.026804649,2019,6.58E-05,0.067108754,-0.471153846,0.901442308,1.082118756,1.31024395,-0.036091957,0.666244278,0
2632,0.022060265,2018,1.28E-05,0.213413891,0.5,-0.240196078,1.05968974,0.423769629,-0.301939744,0.374672372,0
2637,0.00645475,2019,1.81E-05,0.521954832,0.149038462,0.038461538,0.819784417,0.619273487,0.927288015,-0.951144929,0
2639,-0.02471931,2016,1.29E-05,-0.301294694,-0.424878837,-0.331179321,0.652753583,0.690375528,-1.386521741,-0.202031052,0
2639,0.004054187,2017,1.37E-05,0.254442584,0.424870466,-0.259067358,0.626715827,0.320654855,-0.638465091,0.278449962,0
2639,-0.036460778,2018,1.26E-05,-0.170653323,-0.74754902,-0.257352941,0.876532108,2.093592505,1.348513163,-0.83055416,0
2640,0.002635492,2017,6.24E-05,-0.452224997,0.230569948,0.795336788,1.169906361,0.258030507,-0.816594604,0.4274394,0
2640,-0.017515916,2018,1.78E-05,-0.228629256,-0.477941176,-0.012254902,0.974342108,0.088301617,-0.757668524,-0.234421664,0
2640,0.010070207,2019,9.04E-06,-0.466568423,0.21875,-0.725961538,1.109735554,2.012409123,0.004554909,0.25820684,1
2641,-0.009253881,2018,2.22E-05,0.660204154,-0.299019608,0.159313725,0.775147469,0.7325627,0.078974027,-0.246529582,0
2644,0.063072331,2016,1.59E-05,0.094615009,0.731825525,-0.088852989,1.072736061,0.547220338,-0.19302437,0.255560921,1
2644,-0.000609291,2017,5.86E-05,-0.337677133,-0.186528497,0.779792746,1.086235473,0.43063325,-0.059594608,-0.081205542,1
2644,0.005265243,2018,0.000102678,0.195926604,0.088235294,0.975490196,0.8047285,0.41758675,0.221464177,-0.20578577,1
2644,0.004454186,2019,3.48E-05,0.061443516,0.134615385,0.622596154,0.092534339,1.408404464,0.621557685,-0.49940965,1
2645,-0.004619737,2017,2.90E-05,9.95E-06,-0.577720207,0.329015544,1.292847411,0.528695838,-1.099103715,-0.087556987,0
2649,-0.007251607,2017,9.86E-06,-0.02820863,-0.712435233,-0.772020725,1.352979702,0.923719165,-0.926949961,-0.413290783,0
2649,-0.028991531,2018,3.16E-05,0.038238754,-0.661764706,0.473039216,1.086251673,0.484545808,-1.278381322,0.445040451,0
2649,-0.00568363,2019,4.94E-05,0.135490538,-0.074519231,0.798076923,1.195938509,0.818379042,-0.898822952,-0.487192497,0
2651,-0.000486607,2018,1.14E-05,-0.010995487,-0.053921569,-0.431372549,1.037924673,1.076083852,-0.445247385,0.001066475,0
2659,0.014764577,2016,8.35E-05,-0.124275781,0.176090468,0.919224556,0.797389736,1.501622841,0.738086363,-0.275093788,1
2660,0.030256984,2018,1.03E-05,0.204388324,0.642156863,-0.634803922,1.172737444,1.660385069,-0.179455494,-0.232574943,0
2664,-0.005868711,2019,1.07E-05,0.17540182,-0.079326923,-0.408653846,1.072043697,0.783310781,-0.235135781,0.259572624,0
2665,-0.037310294,2016,0.00010323,-0.204395652,-0.563812601,0.957996769,0.440334503,0.380318349,-1.092959234,-0.068996796,0
2667,-0.056054341,2016,1.31E-05,-0.447521058,-0.764135703,-0.308562197,0.915976881,0.175601584,-1.104099462,0.570120948,0
2667,-0.000980495,2017,1.19E-05,0.294855151,-0.227979275,-0.492227979,0.922926074,1.869844519,0.545055325,-0.070932856,0
2667,-0.013271689,2018,1.18E-05,-0.202202916,-0.404411765,-0.352941176,1.042452572,0.558909527,-0.649922929,0.187911654,0
2667,-0.01572062,2019,1.04E-05,1.122823708,-0.278846154,-0.466346154,1.17270759,1.301538853,0.34647639,0.40888276,0
2669,0.016218018,2018,3.01E-05,0.198170356,0.384803922,0.43627451,1.151796702,1.448411762,0.354683449,-0.281159377,0
2669,-0.085781239,2019,4.36E-05,-0.137436118,-0.925480769,0.754807692,1.022187218,0.738886063,-1.184708748,0.596485264,1
2672,0.046358845,2019,8.20E-06,-0.169140251,0.711538462,-0.850961538,1.054528549,0.718804257,0.337497805,-0.211420578,1
2678,-0.073707212,2016,1.05E-05,-0.338424573,-0.864297254,-0.709208401,0.850608827,1.009406445,0.310565525,0.619454885,1
2678,-0.000448583,2017,2.04E-05,0.160352522,-0.152849741,-0.015544041,0.855630169,0.615383851,-0.317779882,0.082398919,1
2678,-0.002410757,2018,9.56E-06,-0.053460677,-0.110294118,-0.742647059,0.644500088,0.539393045,-0.400223153,0.09278512,1
2682,-0.016709281,2017,1.16E-05,-0.040974819,-0.888601036,-0.528497409,1.174773527,1.097353452,-0.142522223,0.474453076,1
2682,0.017265817,2018,2.07E-05,-0.224087605,0.411764706,0.085784314,1.157590665,1.511755484,0.725059214,-0.333903944,1
2682,0.022662811,2019,9.82E-06,-0.154915153,0.425480769,-0.569711538,0.884872252,0.900514379,-0.128699547,0.319397555,1
2683,-0.037781827,2018,1.11E-05,1.941437315,-0.759803922,-0.490196078,1.02465633,0.517376852,-0.436782427,-0.131519369,1
2683,-0.027128876,2019,1.00E-05,-0.206383126,-0.478365385,-0.526442308,1.289534724,0.419805091,-0.978828925,-0.921789949,1
2685,-0.111825845,2017,2.03E-05,-0.29635276,-0.987046632,-0.018134715,1.286835799,0.796804478,0.012218106,0.442072061,0
2685,-0.019870192,2018,9.71E-06,0.00497825,-0.529411765,-0.718137255,1.091324386,1.235019427,0.367481557,0.013689508,0
2688,0.011331951,2016,1.03E-05,-0.417008808,0.114701131,-0.741518578,1.065755949,0.929286765,0.29139888,-0.375143833,0
2692,0.004648199,2017,1.25E-05,-0.071853947,0.471502591,-0.386010363,0.747226573,0.263743802,-0.822398247,1.017705641,0
2696,-0.007328596,2019,2.03E-05,-0.197247355,-0.132211538,0.223557692,0.835532001,1.082268736,-0.861010338,0.236953923,0
