asset,beta_bri,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,year,br,compounded_xret,compounded_xret_beta,rank_beta,rank_br
533,0.009551806,0.503902498,0.346339936,-0.276307493,-0.105990401,2018,2.23E-05,-0.063288915,-0.233604402,0.225490196,0.161764706
533,-0.099336084,1.021828986,2.149318995,0.23478703,-0.439974334,2019,3.39E-05,0.049932014,-0.063288915,-0.956730769,0.598557692
541,0.002723257,0.844112847,0.710135663,0.179828809,0.149618018,2019,1.09E-05,0.127667571,0.006453279,0.100961538,-0.350961538
546,0.120349258,1.005440555,1.011950169,-0.680344198,0.307560977,2016,1.99E-05,0.2134332,0.068117913,0.948303716,0.066235864
546,-0.01037016,0.989101089,1.00488001,-0.034883147,-0.507320822,2017,7.82E-06,-0.290110589,0.2134332,-0.808290155,-0.974093264
548,-0.01698834,1.151768731,1.254090286,-0.400758449,0.259633684,2016,2.08E-05,-0.395909895,-0.07730007,-0.295638126,0.105008078
548,0.003418003,1.126910915,0.97576156,-0.215755704,0.192059218,2017,2.28E-05,0.005173325,-0.395909895,0.347150259,0.103626943
548,0.01854,0.965598889,1.122565066,0.06778407,0.021051795,2018,1.23E-05,-0.176778903,0.005173325,0.421568627,-0.279411765
550,-0.006545808,1.110031035,0.98291821,1.609135863,-0.043844126,2016,1.24E-05,-0.322048705,-0.128031567,-0.153473344,-0.43457189
551,-0.026059594,1.099221815,1.302994666,0.158288018,-0.215298272,2016,6.58E-05,-0.375754322,-0.004169555,-0.441033926,0.851373183
551,-0.005330376,1.112768381,1.636880789,0.26471688,-0.297292031,2017,3.82E-05,0.145159803,-0.375754322,-0.632124352,0.556994819
551,0.028695169,1.198038878,1.265617768,-0.026464894,0.216947917,2018,8.10E-05,0.437802743,0.145159803,0.615196078,0.931372549
551,-0.016328019,1.09600237,1.485734231,0.388870579,-0.208462402,2019,8.66E-05,-0.149692676,0.437802743,-0.298076923,0.947115385
552,0.01387303,1.26149741,0.365702429,-0.271390313,0.616886644,2016,2.36E-05,-0.070912524,0.004918763,0.153473344,0.250403877
552,-0.043299995,1.203798343,1.490636095,1.447132006,-0.187090317,2018,1.18E-05,-0.156426946,-0.153683639,-0.823529412,-0.352941176
554,-0.011098632,1.222817993,-0.430359017,-2.087590087,0.146408934,2017,1.83E-05,-1.28E-05,-0.282761704,-0.829015544,-0.095854922
560,-0.076173286,0.841904737,-0.028851881,-1.406764283,-0.330699037,2016,1.64E-05,-0.175229362,-0.027119622,-0.873990307,-0.066235864
560,0.004844508,0.875774198,-0.133047377,-1.232422001,0.511161299,2017,6.45E-06,-0.156257873,-0.175229362,0.489637306,-0.997409326
561,-0.005893755,1.201991903,0.667301887,-1.378228528,0.046919892,2017,1.30E-05,0.148313717,-0.42474185,-0.658031088,-0.321243523
561,-0.038769472,0.89982988,1.001825145,-0.679092575,0.119364207,2018,3.86E-05,0.014990246,0.148313717,-0.764705882,0.610294118
561,-0.080661144,1.01569106,0.382189291,-1.450855523,0.841334375,2019,1.68E-05,-0.073569987,0.014990246,-0.920673077,-0.009615385
566,0.00389295,0.727046563,0.446774718,0.007883994,0.179715686,2017,8.79E-06,-0.503333724,-0.023022545,0.393782383,-0.906735751
568,-0.003108898,1.155551335,0.815847581,1.821742035,-0.316683763,2017,1.30E-05,0.336373285,0.185581623,-0.432642487,-0.321243523
