asset,date,rank_beta,rank_br,xret_cumulative,ch4mkt_beta_avg,ch4smb_beta_avg,ch4vmg_beta_avg,ch4pmo_beta_avg,roe_avg,roa_avg,log_me_avg,bm_avg,ep_value,sue_value,cdi_value,ndp_value,ORR,TOR_growth,TOC_growth,OC_growth,Total_AGR,tl_growth,COD_IE,COD_FE,LEV,LNTAS,Liquidity,FAP,LNTL
2623,2016,-0.831987076,0.221324717,-0.375478293,1.135524617,0.965848073,-0.588786813,0.224015056,0.001890459,0.000865056,15.05770298,0.631286887,0.002981414,-0.092128751,-1.019411471,0.796921259,0.145480352,0.145480352,0.131513427,0.154902574,0.081908694,0.153343863,,0.030193501,2.434887322,22.38189367,1.098253135,0.435966207,21.85307951
2628,2018,0.703431373,0.117647059,-0.273412909,1.01899547,1.300720247,0.547132205,0.172296708,0.003866685,0.00165585,14.96719921,0.886273425,0.00542216,1.102588124,-2.383210682,1.01471912,-0.227769601,-0.227769601,-0.221428528,-0.241860558,0.085835046,0.112597568,,0.031176198,2.465140581,22.68715522,1.30645011,0.00615371,22.16685758
2630,2019,-0.471153846,0.901442308,0.067108754,1.279696712,1.852013807,0.408273864,-0.121965929,-0.002003602,-0.000470426,14.64222907,1.398199603,-0.025779323,-2.572445103,,4.220294562,-0.460711713,-0.460711713,-0.31900249,-0.408592373,-0.085824092,-0.031298308,,0.027016955,4.87913937,23.23550196,1.1710381,0.06304925,23.00614643
2632,2018,0.5,-0.240196078,0.213413891,1.15774449,1.117761772,0.083852029,0.198750835,0.034982766,0.025757405,15.21682081,0.485969641,0.00884146,-0.699449139,0.571976485,0.105804815,-0.07456503,-0.07456503,-0.085576736,-0.052860441,-0.059574664,-0.335467631,,0.002608086,1.30276645,21.6923099,2.267440144,0.234918947,20.2330263
2637,2019,0.149038462,0.038461538,0.521954832,1.04601433,1.024806619,0.472529936,-0.069266036,0.048799451,0.023420451,15.48377579,0.662360381,0.031551263,-1.307119209,-1.871582791,0.511079064,0.5356948,0.5356948,0.435891625,0.454904784,0.234788397,0.222032729,,0.018114237,2.022548852,22.84443269,1.453961646,0.182830244,22.16237255
2639,2016,-0.424878837,-0.331179321,-0.301294694,0.737119893,0.758894166,-0.741225378,0.077151548,0.000456261,0.000317026,15.06381094,0.67371867,0.000296899,-2.713630349,-1.745601614,0.3780075,0.330551913,0.330551913,0.333201463,0.374807833,0.074705531,0.26614472,,0.024184576,1.604090124,22.03246171,1.292886905,0.230325182,21.05587313
2639,2017,0.424870466,-0.259067358,0.254442584,0.698751248,1.159963282,0.71809511,-0.105170007,0.001134305,0.00071796,15.13089793,0.643392786,0.000309386,1.804515293,-1.06109848,0.353817953,0.220966097,0.220966097,0.184503504,0.252126881,0.09846454,0.240590483,,0.032949746,1.74009756,22.12637504,1.14062669,0.212276156,21.2714606
2639,2018,-0.74754902,-0.257352941,-0.170653323,1.52015029,1.647011572,-0.002323002,0.102454282,0.005663397,0.003277643,15.27215837,0.54739315,-0.008177545,-0.249745527,,0.375772604,-0.115109496,-0.115109496,-0.052026105,-0.079380655,0.013419982,0.043285189,,0.028051049,1.778896121,22.13970577,1.205897812,0.21002536,21.31383517
2640,2017,0.230569948,0.795336788,-0.452224997,1.005056488,-0.028345174,-1.152068953,0.083136712,0.040532253,0.022964409,16.24562346,0.65566608,0.025112746,-2.187542578,,0.427451394,-0.091608878,-0.091608878,-0.092374626,-0.091977809,0.061506665,0.015717921,,0.028717513,1.648273896,23.26859879,2.252277646,0.027558405,22.33542818
2640,2018,-0.477941176,-0.012254902,-0.228629256,1.15209297,1.507689223,-0.408293336,0.460092699,0.026912448,0.01654864,15.80377947,0.97050189,0.01636575,-2.268653561,-1.353629363,0.586830253,-0.014061144,-0.014061144,0.008636666,0.016321351,-0.214682014,0.032695679,,0.053850295,2.071238024,23.02693222,1.311547765,0.035471144,22.36760073
2641,2018,-0.299019608,0.159313725,0.660204154,0.970846432,0.721062819,0.474933584,-0.543024754,0.03318397,0.018288013,15.41484669,0.66227526,0.006197691,2.460873844,-1.08545714,0.257818935,-0.000416823,-0.000416823,-0.016612207,0.013618298,0.291577972,0.421702302,,0.001600353,1.953382288,22.68906852,1.73519166,0.23630547,21.97176683
2642,2016,-0.046849758,-0.709208401,-0.638943072,1.449874127,0.677724455,-1.497076069,-0.359604309,0.005397659,0.004243686,15.69559302,0.623436554,0.004233609,-3.014232482,,0.232589533,1.225839686,1.225839686,1.055099074,1.559430149,0.283924786,0.995424706,,0.019677048,1.444105204,22.52413266,2.359831251,0.089785529,21.34494897
2644,2016,0.731825525,-0.088852989,0.094615009,1.073434293,0.33752237,-0.118752409,0.193492641,0.014221947,0.008763936,15.4725468,0.256473118,0.004216847,1.283796392,-1.505378292,0.160892616,0.229855771,0.229855771,0.244323303,0.19555892,0.083379029,0.132538644,,,1.67203623,21.57034518,3.136435147,0.062265349,20.65885997
2644,2017,-0.186528497,0.779792746,-0.337677133,0.842107641,0.670515108,0.53093644,-0.396036279,0.011358073,0.006770606,15.25669066,0.336946672,0.003667122,-1.427712816,-2.63457637,0.128735752,0.140135556,0.140135556,0.279389019,0.214127006,0.039897801,0.009184677,,,1.639494842,21.60946761,2.556555311,0.478221846,20.66800272
2644,2018,0.088235294,0.975490196,0.195926604,0.469256364,0.992663957,0.271504656,0.000991264,0.016107695,0.009773567,15.1551698,0.394936927,0.003102511,-1.236061633,,0.031886859,0.053962127,0.053962127,0.047877538,0.033202601,-0.026895848,-0.173790323,,-0.472277014,1.495160101,21.58220345,2.551034782,0.407139292,20.47709603
2644,2019,0.134615385,0.622596154,0.061443516,0.759801499,0.726547905,0.170092522,-0.088993375,0.016930701,0.011191029,15.19471053,0.401962238,0.005026755,0.039495283,,0.025232055,0.177602073,0.177602073,0.169847511,0.195888231,0.049144858,0.151257707,,-1.036429957,1.570865999,21.63017887,2.137306987,0.438554591,20.61795103
2645,2017,-0.577720207,0.329015544,9.95e-06,1.098715169,1.325320168,0.257288462,-0.228230394,0.023859841,0.016886004,14.74901244,0.71577914,0.010969687,-0.006697697,,0.096333365,0.280554508,0.280554508,0.277298432,0.298441497,0.020705229,-0.129451323,,-0.031641595,1.335000455,21.65330115,2.237562444,0.168973322,20.27074613
2649,2017,-0.712435233,-0.772020725,-0.02820863,1.134356998,0.714551202,-1.061912965,0.164925113,0.028553095,0.0208906,15.04561766,0.69226539,0.009312173,-0.883842264,-0.51256517,-0.118365946,0.382518437,0.382518437,0.366993731,0.42264833,0.308921258,0.723844062,,0.008119989,1.499666295,22.08663824,3.171458802,0.082857985,20.98758082
2649,2018,-0.661764706,0.473039216,0.038238754,1.180313706,0.857972421,-0.822806514,-0.375970776,0.024351938,0.016271377,15.18899978,0.688921432,0.001444893,-0.27820681,-1.890966928,-0.103968363,0.143330564,0.143330564,0.149156644,0.176145235,0.130094107,0.193743063,,0.001577555,1.543092172,22.20893915,2.833774259,0.073652107,21.16467462
2649,2019,-0.074519231,0.798076923,0.135490538,1.142521608,1.185013908,-0.242675507,0.087559506,0.029863207,0.019710071,15.32101048,0.661860838,0.010096993,1.487129631,,-0.120282838,0.233443167,0.233443167,0.221855611,0.172909379,0.028485051,-0.116240454,,0.047055031,1.433537783,22.23702605,3.656099748,0.069766495,21.04110436
2651,2018,-0.053921569,-0.431372549,-0.010995487,1.061400073,0.851569942,-0.284345476,0.296888096,0.014260295,0.011751126,14.72290202,0.86614969,0.013035181,2.027456378,-5.340094942,-0.062964474,0.000122251,0.000122251,0.010519602,0.045094651,0.063714715,0.051827079,,,1.231404393,21.72650273,4.076727146,0.05755226,20.05475895
2659,2016,0.176090468,0.919224556,-0.124275781,1.029260571,0.570811561,-0.031100825,0.199604018,-0.012714174,-0.007189114,15.25375885,0.566650423,-0.006978828,2.407998909,,0.214190926,-0.613511321,-0.613511321,-0.415012749,-0.487039959,-0.285619106,-0.484000869,,0.036689477,1.475511201,21.8815519,0.322867872,0.429874488,20.74918255
2660,2018,0.642156863,-0.634803922,0.204388324,1.113121668,0.961463947,-1.007228669,0.079028879,0.037253566,0.014467073,14.38512551,0.341039676,0.004184685,1.802936047,,0.3470353,-0.007177889,-0.007177889,-0.041073309,-0.021979728,0.108649793,0.093528497,,0.085966263,2.410280512,21.16836228,1.111667384,0.235945669,20.63240777
2664,2019,-0.079326923,-0.408653846,0.17540182,0.87648002,1.204549742,-0.416745837,-0.124852537,0.021974763,0.012271397,15.55005664,0.485365793,0.009102417,0.977475904,-0.046875352,0.452375959,0.395638332,0.395638332,0.402406076,0.469135857,0.45830981,1.026357862,,-0.004743447,2.359769152,22.61497984,0.784219679,0.122814472,22.06373098
2667,2016,-0.764135703,-0.308562197,-0.447521058,0.664202682,1.284841137,0.074898598,0.057089964,0.01177755,0.010282199,14.16264314,0.546002769,0.0093819,0.949501912,-2.006286338,0.018242833,0.296056596,0.296056596,0.458821346,0.470476217,0.034342186,0.075464413,,,1.165596614,20.61700525,5.983335068,0.14192298,18.66557169
2667,2017,-0.227979275,-0.492227979,0.294855151,1.204484241,0.92684743,-0.576205741,-0.036889762,0.008607135,0.007308294,13.99149396,0.65691239,0.008771301,-0.702347312,-0.997441081,0.014053251,0.255144008,0.255144008,0.354565717,0.362938335,0.038575341,0.172179478,,,1.190967358,20.65485516,5.333834834,0.139498401,18.82443651
2667,2018,-0.404411765,-0.352941176,-0.202202916,0.908772052,1.374842382,0.064593935,0.532015586,0.00544414,0.004564517,13.84491191,0.771741588,-0.001174899,-0.380845765,,0.024427596,-0.515651633,-0.515651633,-0.452912669,-0.517624964,-0.009209757,-0.060843685,,,1.179231586,20.64560273,5.701769237,0.126423959,18.76166317
2667,2019,-0.278846154,-0.466346154,1.122823708,0.792871016,0.964973545,0.018251543,-0.004772602,0.004042696,0.003460554,14.47508951,0.41933035,-0.000291237,0.415559107,,-0.03968316,1.035787312,1.035787312,0.984042654,1.474821215,0.024980088,0.206790348,,,1.217952708,20.67027592,4.998902463,0.106787791,18.9496274
2669,2018,0.384803922,0.43627451,0.198170356,1.217243482,0.768373592,-0.769548381,0.342064749,0.013839343,0.012172092,14.99685342,0.645263457,0.00595575,2.853838668,-1.22583937,0.034594888,0.614467414,0.614467414,0.555144817,0.648347382,0.161034851,0.82299896,,0.015841655,1.213522196,21.71661571,3.263266233,0.197052154,19.97907418
2669,2019,-0.925480769,0.754807692,-0.137436118,1.408254346,1.074080394,0.308396175,0.046297714,0.028681013,0.022960023,15.16978211,0.602618219,0.009373052,-0.501332432,0.457971055,0.195721968,0.219812628,0.219812628,0.448707319,0.513569315,0.248215876,1.238301437,,0.015963068,1.460958851,21.93833094,2.225769842,0.162406697,20.78479147
2672,2019,0.711538462,-0.850961538,-0.169140251,0.730549514,0.88465479,0.352657819,-0.042245148,0.013541434,0.006686132,15.57455715,0.902818586,0.005893342,0.301211475,,0.853556535,0.119789605,0.119789605,0.148716773,0.17090936,0.065395645,0.056816947,,0.015726658,1.97977601,23.11136819,0.816504127,0.292896384,22.40795318
2678,2016,-0.864297254,-0.709208401,-0.338424573,0.91443683,0.649376527,-0.073140116,0.219985319,0.016326192,0.011726667,16.14892945,0.287787126,0.006196602,-0.146478048,,0.002293759,0.145565717,0.145565717,0.152442782,0.168582279,0.389209256,-0.017559319,,0.010134116,1.274497002,22.14038539,3.284388057,0.170457245,20.60501885
2678,2017,-0.152849741,-0.015544041,0.160352522,0.710857263,0.547998647,-0.511458132,0.214608082,0.01460991,0.01177777,15.98687587,0.378944233,0.005347449,-0.197885043,-1.282469758,0.025961959,0.020729087,0.020729087,0.006739331,0.022884452,0.048313995,0.108154043,,-0.009401604,1.294784839,22.18756854,2.785204863,0.250648793,20.70771446
2678,2018,-0.110294118,-0.742647059,-0.053460677,0.828017183,0.547071589,0.328725281,-0.0968933,0.011837534,0.009147355,16.13094758,0.335861843,0.001248723,0.204154949,-1.687544634,0.009152616,-0.356106376,-0.356106376,-0.314448866,-0.322369138,0.076918221,0.2603577,,-0.000601275,1.363236905,22.26167201,2.619996157,0.222986025,20.93911003
2682,2017,-0.888601036,-0.528497409,-0.040974819,1.149430317,1.437597219,0.604153753,-0.028633765,0.007470923,0.003170874,14.55969654,1.564488973,0.004686757,1.043675903,-0.584257155,2.346883193,-0.083522398,-0.083522398,-0.045860139,-0.067986962,0.24180576,0.371804177,,0.026710374,2.79039686,22.96629578,1.151452608,0.173532596,22.52254925
2682,2018,0.411764706,0.085784314,-0.224087605,1.012613647,0.946730145,0.023948117,-0.017177108,0.003434139,0.00121093,14.51306583,1.673728565,-0.006612627,-0.369318442,-3.05431522,2.307573899,-0.256534735,-0.256534735,-0.173135486,-0.159105685,0.046000665,0.083274271,,0.016525061,2.980555456,23.01126978,1.026570764,0.172019785,22.60253744
2682,2019,0.425480769,-0.569711538,-0.154915153,0.627913541,1.051065016,0.34483912,-0.095073296,-0.000413834,-0.000166225,14.52560723,1.521392647,0.010248023,-2.837817336,,2.66617424,0.741544276,0.741544276,0.572131104,0.651056087,-0.132263864,-0.059799606,,0.021523356,3.571218171,22.86940218,1.117152583,0.207565833,22.5408752
2683,2018,-0.759803922,-0.490196078,1.941437315,1.218768941,0.208126061,-1.084994957,-0.429742357,0.024120615,0.012344149,16.33332053,0.311531146,0.002088847,0.55485515,-1.683202587,0.11743642,0.082898475,0.082898475,0.04809582,0.072131786,0.158259275,0.247650825,,0.013969254,2.207577467,22.83739793,1.44006807,0.130962889,22.23411844
2683,2019,-0.478365385,-0.526442308,-0.206383126,1.148978219,0.378276275,-1.162549188,-0.946104413,0.030699074,0.014617668,16.95437406,0.199552645,0.00504173,0.704071775,-0.837699744,0.083282657,0.344858624,0.344858624,0.363962876,0.350689122,0.51254948,0.344786072,,0.015755872,1.946824397,23.25119455,1.858643005,0.133506002,22.53035339
2685,2017,-0.987046632,-0.018134715,-0.29635276,1.130827663,1.333158703,0.498334761,-0.047873169,0.020635287,0.016477372,15.21758796,1.177120692,0.010060915,-2.122209021,,0.178053354,0.618792089,0.618792089,0.729950295,0.775066346,0.094346949,0.370550124,,0.029935791,1.306903105,22.55758508,2.332239177,0.041795335,21.10870158
2685,2018,-0.529411765,-0.718137255,0.00497825,0.884731743,1.090420013,0.153923528,0.229660326,0.011497306,0.00888419,15.29893297,1.119233493,0.00481047,2.657687054,0.17764114,0.396429056,-0.137770977,-0.137770977,-0.130996115,-0.135904579,0.158439305,0.493921218,,0.032801358,1.434389618,22.70465875,1.965409691,0.066494338,21.51010594
2688,2016,0.114701131,-0.741518578,-0.417008808,0.931569032,0.630393035,0.054836058,0.344898664,0.020892117,0.011907227,15.10598444,0.449534244,0.012056596,-3.413923845,-1.815296088,0.273721872,0.098182955,0.098182955,0.102123159,0.117852453,0.092057931,0.093058026,,0.018405721,1.789450549,21.83573563,1.269823238,0.247132817,21.01740893
2696,2019,-0.132211538,0.223557692,-0.197247355,0.63031654,0.716777618,-0.409695047,-0.288226359,0.010230186,0.004844656,14.5021173,0.712940599,-0.006858569,1.607587093,,0.492533826,0.040317398,0.040317398,0.069953235,0.087492474,-0.080133036,-0.155317189,,0.02015913,1.976952742,21.74330934,1.459368436,0.283287616,21.0384357
2707,2016,-0.660743134,0.153473344,-0.277923463,1.115164335,1.042282257,-0.0115334,0.484139992,0.040584662,0.019282391,15.53357598,0.406814011,0.015555042,0.589126258,-1.116728299,0.331200387,0.145843076,0.15032917,0.149324442,0.140436638,0.279731376,0.361509241,,0.008246048,2.359205744,22.48934397,1.411258569,0.011799314,21.93791947
2707,2017,-0.847150259,0.450777202,-0.377653975,1.380968072,0.558747696,-0.439110231,-0.151374876,0.031674956,0.013939438,15.11114127,0.705643548,0.019522467,-2.214370969,-1.663704357,0.692835572,-0.01092387,-0.011582257,-0.008474229,-0.013892114,0.051063157,0.071477821,,0.013638053,2.42317683,22.53914615,1.227883548,0.01578539,22.00695831
2707,2018,-0.573529412,0.409313725,0.173070087,1.264480712,1.774737761,0.689295984,-0.234147675,0.004989452,0.002178539,14.91455875,0.833988729,-0.008537293,0.905620785,,0.51364993,-0.78714273,-0.783996409,-0.738824798,-0.775290268,-0.154628857,-0.162736854,,0.022469213,2.390546445,22.37116663,1.103821908,0.013753094,21.82934144
2707,2019,-0.737980769,0.480769231,-0.156588736,1.338048025,-0.113418081,-0.533901524,-0.297591749,-0.061796354,-0.027473333,15.17178461,0.478187174,-0.02428803,-2.99072735,,0.390246566,-0.759564706,-0.748595151,-0.672983722,-0.777106436,-0.477793426,-0.281074646,,0.033407896,5.02034583,21.72147459,0.672998173,0.018869344,21.4993437
2715,2016,0.541195477,-0.576736672,-0.506754107,0.889858154,0.49494345,0.03800994,0.208217133,0.005054836,0.003400525,14.31131694,0.29100862,0.001750869,-1.292596087,,0.105030616,0.106584308,0.106584308,0.083283176,0.116964847,-0.00454831,-0.077268659,,0.031163298,1.438915124,20.3578815,1.869312362,0.318850238,19.17054283
2715,2017,0.505181347,0.033678756,0.117336222,1.076017311,1.308061801,0.527777062,-0.127502332,0.002700508,0.001922335,14.10257912,0.364710751,-0.00293395,-0.173909444,-1.182536602,0.108955297,-0.081775425,-0.081775425,-0.030619882,-0.088541474,0.047931889,0.133644648,,0.050822443,1.49249553,20.40470009,1.732060624,0.287240741,19.29598062
2715,2018,0.492647059,0.237745098,0.530363171,1.01095977,0.498485151,-0.033632099,-0.129526753,0.005985877,0.00400849,14.28342103,0.312838776,0.000854729,-0.396426173,,0.063927178,-0.008635511,-0.008635511,-0.041984806,-0.010851226,-0.034264791,-0.13805015,,0.026435166,1.417472441,20.3698345,1.808764983,0.399152117,19.14742244
2715,2019,0.079326923,-0.262019231,-0.217071793,0.663709856,0.486475663,-0.344057289,-0.525967186,0.004985628,0.003467229,14.62641977,0.224579721,0.002252013,2.334727311,0.41697945,0.205235681,0.431232839,0.431232839,0.417193218,0.402368519,0.433592223,1.408676321,,0.048853218,1.979576167,20.73001784,1.514141591,0.316892356,20.02649979
2722,2017,0.619170984,0.18134715,-0.139150457,1.038185526,1.524404879,0.565239973,-0.305454525,0.017401746,0.011327258,14.55134068,0.899554657,0.00729743,1.443701562,-2.713301328,0.31694088,-0.035681667,-0.035681667,-0.037600153,-0.042323745,0.036882747,0.024965739,,0.023199724,1.557814188,21.78527837,1.555520387,0.141108027,20.75826532
2722,2018,-0.558823529,-0.397058824,-0.195754574,0.851691012,0.924028732,0.080986358,-0.143246563,0.013521659,0.008761459,14.66326596,0.813223681,0.000770655,-1.9377218,-1.313530318,0.457993921,-0.090500916,-0.090500916,-0.069723236,-0.058727102,0.078435294,0.172031516,,0.024125162,1.637068065,21.86078956,1.811107768,0.154978195,20.91700391
2722,2019,0.771634615,-0.576923077,0.045309355,0.81590894,0.879128364,0.028291294,0.455548543,0.004322328,0.002660138,14.53403616,0.932552577,0.01750991,1.140309136,,0.325936581,0.494867638,0.494867638,0.451350995,0.497245853,-0.01717782,-0.092303404,,0.02503035,1.561050209,21.84346249,2.069058654,0.141260105,20.82015881
2723,2019,0.740384615,-0.211538462,-0.007192031,0.722638895,0.868848562,0.075683351,-0.731561014,0.01133198,0.005688577,14.74714333,0.250101799,0.000398607,0.373826544,-0.7188406,0.242410607,0.690646074,0.690646074,0.672465143,0.728420068,0.427559756,0.830817277,,0.047750219,2.668174634,21.26061373,1.142088381,0.240577832,20.79094914
2724,2016,0.592891761,-0.518578352,-0.549678428,1.169176508,1.714891637,0.895664428,0.452896269,0.018888143,0.017088475,14.45642719,0.926407114,0.009637548,-0.112322159,-1.701458635,-0.046538481,0.183327579,0.183327579,0.157613105,0.19766165,0.058782051,-0.051067975,,,1.104029636,21.37739577,7.991726309,0.218743001,19.01534951
2724,2017,0.212435233,-0.544041451,0.046779884,0.892284041,0.934416157,-0.646148218,0.124593571,0.018306256,0.016628896,14.46592078,0.948321334,0.010855417,0.565148903,,-0.007905892,0.121780237,0.121780237,0.117967587,0.216093184,0.055134677,-0.099330659,,,1.087468245,21.43106418,9.297812566,0.205422514,18.91073243
2730,2017,0.738341969,0.248704663,0.013159602,1.067179007,0.741979499,-0.283759875,0.18291771,0.019699698,0.01198106,14.61772261,0.447638709,0.006307653,-0.630405752,-1.315426495,0.265730021,0.178616973,0.178616973,0.147291687,0.173748854,0.046403477,0.02788746,,0.022632052,1.653376887,21.25609209,1.606972882,0.133865442,20.32767114
2731,2018,0.06372549,-0.085784314,-0.254122096,0.65359068,1.843632208,0.305621993,0.463696258,0.021149896,0.007390112,14.32815686,0.718894432,0.012671995,0.241100645,-1.651790611,0.996510729,0.042887931,0.042887931,0.044337202,0.042402735,0.189883059,0.24987949,,0.035897947,3.122288809,22.06947396,1.303471413,0.086661637,21.68340277
2737,2017,-0.24611399,0.075129534,-0.258007324,1.007617596,-0.029851777,-0.427181431,-0.780801304,0.035429545,0.025338252,15.66448296,0.53490911,0.022392115,0.494873343,-0.835521927,-0.005349712,0.021806668,0.021806668,-0.001372972,0.048756819,0.124487395,0.391353865,,-0.00889833,1.596169464,22.34271275,2.111787246,0.236587529,21.35787576
2737,2018,-0.659313725,-0.595588235,0.00584188,0.463433503,0.522092917,0.204241274,-0.292485237,0.037060225,0.024404682,15.85719023,0.436048137,0.020405207,-0.254227474,,-0.040759379,-0.329657643,-0.329657643,-0.350009474,-0.318047101,-0.054649518,-0.10155904,,-0.008805478,1.550307184,22.28651321,2.319070988,0.238705404,21.25078148
2737,2019,0.237980769,0.175480769,0.098585512,0.908717243,0.540755945,0.117166597,-0.002318156,0.041153134,0.026773446,15.91245575,0.404622889,0.025504731,0.598594849,,-0.06497701,0.3135,0.3135,0.329568812,0.265485489,0.13467864,0.130113511,,-0.033626476,1.546882326,22.41286269,2.231373819,0.292192594,21.37309956
2738,2016,0.182552504,0.91276252,0.068612231,1.336022791,2.088259852,0.963244976,0.313420661,0.013313623,0.009431019,14.82288945,0.24755032,8.91e-05,0.073876992,-0.89649729,0.103681794,0.274706716,0.274706716,0.328780933,0.369908796,0.343615297,0.945800768,,-0.020187202,2.062254743,21.02359484,1.730273106,0.146479162,20.36018869
2738,2017,0.088082902,0.831606218,-0.200621169,1.154218281,0.701055411,-0.413913662,-0.006414194,0.027881227,0.016317372,14.7032113,0.71685015,0.008439938,1.43363673,0.568332209,0.157072037,1.059816591,1.059816591,0.690714312,0.785444541,1.90824606,0.849942836,,-0.022897807,1.487326193,22.09114501,1.557699194,0.061631493,20.97534343
2738,2018,0.955882353,0.276960784,-0.158136114,1.018342633,1.002770816,-0.074759849,0.410200234,0.012988644,0.00855712,14.88848755,0.903692405,0.006301886,-1.067125165,-1.585650452,0.238080122,-0.018640059,-0.018640059,0.065164715,-0.07579493,0.253625168,0.622863011,,0.017024509,1.736587539,22.3171845,3.47954239,0.05726076,21.4595353
2743,2016,-0.628432956,0.563812601,-0.438282798,1.08414948,0.4231849,-1.365206624,1.000022244,0.009164929,0.003306037,14.74182012,0.836424452,0.004486854,1.08845862,-1.590162661,1.494168915,0.096016581,0.096016581,0.088409538,0.096492666,0.086811051,0.126880977,,0.018761768,3.037787929,22.55453134,1.282622477,0.121339808,22.15526661
2743,2017,-0.958549223,0.652849741,-0.139415766,1.161662789,1.118060458,0.383322866,0.166926297,0.009369209,0.003091266,14.55118434,1.004222758,0.005283891,0.637117747,-1.376573753,2.158439147,0.293200078,0.293200078,0.296549482,0.252510478,0.151144261,0.20057288,,0.033497964,3.329082408,22.69528779,1.241803693,0.197878766,22.33806545
2743,2018,0.666666667,0.218137255,0.02389833,1.052983686,1.342081672,0.38925281,-0.024388712,0.007727447,0.002326146,14.54869299,1.047495658,0.000729616,-0.267215518,-2.500755535,2.193352187,-0.15377862,-0.15377862,-0.139037717,-0.154841592,0.077799149,0.094185184,,0.033445309,3.451291213,22.77020893,1.221892408,0.190132038,22.42807542
2743,2019,0.004807692,-0.293269231,-0.059781318,0.945307244,1.10598533,0.605560152,0.225226493,0.016239622,0.004694777,14.71438944,1.008996479,0.005220637,0.465228924,-2.630485589,1.776911034,0.520587508,0.520587508,0.506208331,0.563545966,0.205072757,0.150376861,,0.029645943,3.105747839,22.95674887,1.354454677,0.155371081,22.56816501
2752,2019,-0.908653846,-0.711538462,0.013869404,0.223511621,0.254312859,0.015812636,-0.182320267,0.005671942,0.001976337,15.39275522,0.426779733,0.010115225,0.972373041,-1.211068661,0.446099334,1.240122037,1.240122037,1.020606328,1.185359431,0.402612716,0.345336723,,0.030966067,2.202683839,22.50413054,1.090038221,0.315826686,21.89900959
2755,2016,-0.308562197,-0.137318255,-0.504001818,1.223433349,1.25235954,-0.520897789,0.006747138,0.010151823,0.006999326,13.8912337,0.533419636,0.003752488,0.795681236,-0.617249767,0.042021344,0.463508507,0.463508507,0.412900454,0.387886522,0.141202508,0.139553305,,,1.441400272,20.54931921,2.787340038,0.044585324,19.36590099
2755,2017,-0.914507772,0.124352332,0.208374363,0.933320624,1.061223529,-0.795885116,0.774859118,0.084318722,0.057997593,14.62991742,0.447859722,0.10751036,2.625756964,1.17050299,-0.037107149,9.193193208,9.193193208,7.739920885,-0.022093778,3.030124739,3.935673989,,,1.600098834,21.94311654,2.075480007,0.211895956,20.96239022
2761,2019,0.963942308,-0.048076923,-0.061463246,0.823212431,0.664876496,0.325761207,0.266127652,0.049784853,0.003837678,14.53671076,3.176123611,0.177492583,-1.173009597,-1.887528475,36.23271088,0.239354413,0.239354413,0.239136845,0.25208614,0.144871636,0.13854605,,0.005461004,11.63997596,25.24291561,0.956321366,0.028804409,25.15308846
2762,2017,0.813471503,0.111398964,-0.189991518,1.360714935,1.588285057,0.210046499,0.012627734,0.020517206,0.018125927,13.94214971,0.879817015,0.013534677,-2.776621519,,-0.049206271,-0.084385848,-0.084385848,-0.03747496,-0.159681703,-0.025809752,-0.272708257,,,1.092818394,20.78936633,6.961972044,0.161137277,18.32349585
2767,2016,0.460420032,-0.059773829,-0.426657795,1.393147229,0.548373465,-1.242308032,0.684517733,0.014911409,0.012877183,13.66076082,0.826825699,0.003656199,1.125397735,-2.291704339,0.024221027,-0.005389621,-0.005389621,0.044037257,0.025830923,0.013618913,-0.155736345,,,1.140535798,20.4971538,7.391238159,0.016795863,18.40336261
2767,2017,0.64507772,-0.17357513,0.093961376,0.936586078,1.272827068,-0.026884541,0.257713999,0.008796123,0.007632535,14.41415768,0.392298279,0.001746422,-2.31174834,-3.597109767,0.03082056,-0.014555238,-0.014555238,-0.027447925,0.006350728,0.049117069,0.192240161,,,1.162829844,20.54510272,6.065366594,0.016742022,18.57919664
2767,2018,-0.232843137,-0.178921569,-0.214799523,0.735768765,0.286987463,-0.547865282,0.664325883,0.006005447,0.00518311,14.3834282,0.415570092,-0.001799617,2.117326284,-2.198738646,-0.019139848,0.034528145,0.034528145,0.024130602,0.056796892,0.070561581,0.319965992,,,1.20867967,20.61328607,4.569619821,0.016971224,18.85680261
2769,2016,0.964458805,0.903069467,-0.185885859,0.999511422,2.041481998,0.550197535,0.210391224,0.039002791,0.0045181,14.91271212,0.440675063,0.017117261,-2.214889868,-1.387411194,0.511506929,0.047344571,0.047344571,0.058915848,0.013895802,0.382780687,0.419163001,,0.005404949,14.022417,23.64233247,1.057566101,0.000570659,23.56834746
2769,2017,-0.183937824,0.670984456,-0.23386333,1.114700885,1.157035516,0.175747995,-0.814708949,0.022189558,0.001777858,14.67484945,0.573261582,0.013206956,1.106588833,,0.559511173,0.441976662,0.441976662,0.423243799,0.460872954,-0.624322952,-0.675182827,,0.002878867,5.075070129,22.66330705,1.193384651,0.001490443,22.44385466
2769,2018,0.465686275,0.715686275,-0.258964935,1.090306792,1.884419261,0.619878784,-0.382292966,0.011591568,0.002368072,14.49518932,0.701528557,0.009716159,-0.037372355,-3.749405536,0.647362949,-0.562911984,-0.562911984,-0.569624752,-0.598186322,-0.126588916,-0.164090813,,0.00376116,4.319309964,22.5279581,1.240513514,0.00146366,22.26461936
