asset,date,br,start_date,end_date,compounded_xret,ch4mkt_beta,ch4pmo_beta,ch4smb_beta,ch4vmg_beta
863,2018,3.07e-05,2019/7/1,2020/6/30,-0.20627289,0.811000527,0.421446489,0.647947746,0.510099615
863,2019,9.36e-06,2020/7/1,2021/6/30,-0.07506969,0.563072235,-0.030245656,0.379514692,0.090644784
868,2014,0.0,2015/7/1,2016/6/30,-0.241147552,1.167166088,-0.026758592,0.848030202,-0.299617794
868,2015,0.0,2016/7/1,2017/6/30,-0.309643928,1.001243572,-0.231867175,0.829052629,-0.40542499
868,2016,0.0,2017/7/1,2018/6/30,0.071849626,1.476538736,0.273886601,1.179372113,-0.722404752
868,2017,1.2e-05,2018/7/1,2019/6/30,-0.419878378,1.107294073,0.093098307,0.858651119,-0.968216773
868,2019,0.0,2020/7/1,2021/6/30,0.018210443,3.049261815,-0.404607542,2.17890958,-0.087470652
869,2014,0.0,2015/7/1,2016/6/30,-0.182302302,1.037614336,0.087781286,0.433032078,0.765116467
869,2015,0.0,2016/7/1,2017/6/30,-0.077083729,1.111685753,0.160659567,0.453628057,0.87219348
869,2016,0.0,2017/7/1,2018/6/30,0.070671346,1.066857535,-0.334122501,-0.107399927,-0.379417228
869,2017,0.0,2018/7/1,2019/6/30,-0.196633521,1.004840292,-0.334766405,0.146407117,0.116058038
869,2018,0.0,2019/7/1,2020/6/30,0.067583211,1.010850206,-0.072555916,0.174395509,0.374539587
869,2019,1.56e-05,2020/7/1,2021/6/30,0.092517738,0.792373535,-0.300710519,0.101387635,-0.119256188
875,2014,0.0,2015/7/1,2016/6/30,-0.565975076,1.249888462,0.195985844,0.220031838,-1.066817624
875,2015,1.04e-05,2016/7/1,2017/6/30,-0.113373053,0.674136085,-0.197934887,0.447284321,-0.559525137
875,2016,0.0,2017/7/1,2018/6/30,-0.448361361,0.832896989,0.252432218,0.772123433,-0.058054685
875,2017,0.0,2018/7/1,2019/6/30,0.106977873,0.836367445,-0.153893886,1.027413223,0.235599785
875,2018,0.0,2019/7/1,2020/6/30,0.152413751,0.873316871,-0.250415903,1.176747435,0.548015088
875,2019,0.0,2020/7/1,2021/6/30,0.520185678,0.911441181,-0.004118486,1.160366714,0.782181948
876,2014,0.0,2015/7/1,2016/6/30,-0.11052914,0.486381114,-0.542800763,0.479147328,0.881338496
876,2015,0.0,2016/7/1,2017/6/30,-0.026766846,0.900028384,-0.227176068,0.24569059,0.67726523
876,2016,0.0,2017/7/1,2018/6/30,-0.193559864,0.754514997,-0.116270973,0.017521941,0.231209018
876,2017,0.0,2018/7/1,2019/6/30,1.768603547,0.62702864,-0.459031954,-0.086279566,-0.341385418
876,2018,6.06e-06,2019/7/1,2020/6/30,0.699463507,0.773511327,-0.511306174,-0.149349954,-0.53788109
876,2019,0.0,2020/7/1,2021/6/30,-0.515758455,1.151100881,0.362093212,0.132913534,0.180978931
877,2014,0.0,2015/7/1,2016/6/30,-0.481696942,1.254119179,0.537925828,0.408664574,-0.747740493
877,2015,1.27e-05,2016/7/1,2017/6/30,1.026164512,0.814431481,-1.303035375,1.584418172,-0.587934761
877,2016,1.37e-05,2017/7/1,2018/6/30,-0.470918766,1.064806743,-0.301205928,2.151445031,0.895971149
877,2017,2.47e-05,2018/7/1,2019/6/30,0.757842342,1.281286099,-2.61e-05,0.651909165,0.716272396
877,2018,2.18e-05,2019/7/1,2020/6/30,0.331815729,1.30213029,-0.198746458,0.932856241,1.226267308
877,2019,1.94e-05,2020/7/1,2021/6/30,-0.124049233,1.348585733,-0.031799058,0.853582796,1.970247801
878,2014,0.0,2015/7/1,2016/6/30,-0.590664509,1.38440727,1.154390523,-0.565777611,-1.639556777
878,2015,0.0,2016/7/1,2017/6/30,0.276638612,1.692467035,-0.334253792,-0.704775002,-0.976648064
878,2016,0.0,2017/7/1,2018/6/30,-0.28780875,1.657630606,-0.020012011,0.779247422,0.745297043
878,2017,0.0,2018/7/1,2019/6/30,0.097691315,1.322629631,0.444886408,0.355633951,0.039256735
878,2018,0.0,2019/7/1,2020/6/30,-0.016917354,1.433143081,0.128754665,0.281292802,0.616248107
878,2019,6.06e-06,2020/7/1,2021/6/30,0.199359736,1.769532442,-0.386578793,0.879742756,1.338709802
880,2014,0.0,2015/7/1,2016/6/30,-0.377578347,1.159008013,0.293620271,0.741574273,-0.584511058
880,2015,3.54e-05,2016/7/1,2017/6/30,-0.114002159,1.219084746,-0.565592046,-0.015365863,-0.619318405
880,2016,1.59e-05,2017/7/1,2018/6/30,-0.38230784,1.070173912,-0.17693233,1.183708066,-0.224594384
880,2017,0.0,2018/7/1,2019/6/30,0.067440095,0.980176959,0.132910191,1.105434093,0.025694744
880,2018,0.0,2019/7/1,2020/6/30,0.007863763,0.938855597,0.438284373,0.70993155,-0.225579562
880,2019,0.0,2020/7/1,2021/6/30,0.067203198,0.922817619,0.062580398,0.909120051,-0.003786688
881,2014,2.39e-05,2015/7/1,2016/6/30,0.664446702,1.208386601,-1.272676764,-0.177360646,0.440418959
881,2015,0.0,2016/7/1,2017/6/30,-0.148594977,0.713482693,-0.158823557,0.399498652,-0.649983517
881,2016,1.91e-05,2017/7/1,2018/6/30,-0.48384773,1.218493002,0.554553868,0.757209224,-0.564189691
881,2017,9.05e-06,2018/7/1,2019/6/30,-0.207396896,0.993623287,-0.143922491,1.094500491,0.02785611
881,2018,1.66e-05,2019/7/1,2020/6/30,-0.100575229,1.039808575,-0.745738969,1.445168649,0.956595
881,2019,2.46e-05,2020/7/1,2021/6/30,0.400220839,1.057747936,-0.012772622,1.165516201,0.081589978
882,2014,0.0,2015/7/1,2016/6/30,-0.532026643,0.955894772,0.119029759,0.926289726,-0.462283821
882,2015,0.0,2016/7/1,2017/6/30,-0.128532017,1.015562092,0.614235752,1.045846883,-0.277697709
882,2016,0.0,2017/7/1,2018/6/30,-0.276417402,0.716187398,0.245109772,1.014497534,-0.137980847
882,2017,0.0,2018/7/1,2019/6/30,-0.043890041,0.961470812,0.21529744,1.056405001,-0.07189389
882,2018,0.0,2019/7/1,2020/6/30,-0.269012917,1.061567097,0.021161135,1.003833159,-0.190206391
882,2019,0.0,2020/7/1,2021/6/30,-0.091287533,0.698326614,-0.058053997,1.036420776,0.287818135
883,2014,0.0,2015/7/1,2016/6/30,-0.476095858,1.204194872,0.822383392,0.447803984,-0.15263675
883,2015,0.0,2016/7/1,2017/6/30,0.088238108,0.967450475,0.079576676,-0.262792024,-0.008058004
883,2016,0.0,2017/7/1,2018/6/30,-0.178331883,0.795687114,0.091591425,0.333327486,0.290269161
883,2017,9.57e-06,2018/7/1,2019/6/30,0.064596916,0.719072045,-0.017405613,0.373708794,0.18699985
883,2018,9.33e-06,2019/7/1,2020/6/30,-0.180730419,0.712428577,0.03826471,0.165459795,0.252060434
883,2019,0.0,2020/7/1,2021/6/30,0.317488297,0.544751092,-0.35251186,0.572325689,0.63830212
885,2014,0.0,2015/7/1,2016/6/30,-0.249561474,0.903818503,-0.421792664,0.232087767,-0.203590663
885,2015,0.0,2016/7/1,2017/6/30,0.486544509,1.095092833,-1.139234361,2.653649821,0.058560803
885,2016,0.0,2017/7/1,2018/6/30,-0.481129781,1.292575499,-0.17582435,1.188173019,0.542788985
885,2017,1.34e-05,2018/7/1,2019/6/30,0.107987905,1.208519313,0.209679556,1.051602697,0.661975162
885,2018,0.0,2019/7/1,2020/6/30,-0.107515356,1.149563435,0.081285654,0.107890162,0.218118493
885,2019,2.16e-05,2020/7/1,2021/6/30,0.040896959,0.849448134,0.287194659,0.518707186,0.19959772
886,2014,0.0,2015/7/1,2016/6/30,-0.251069551,1.015627983,0.13254934,1.428210281,0.174643831
886,2015,1.81e-05,2016/7/1,2017/6/30,-0.240398141,0.655098985,-0.164809686,1.251327274,-0.090265704
886,2016,4.6e-05,2017/7/1,2018/6/30,-0.034862519,0.865562323,0.406971132,0.84051921,-0.55356099
886,2017,4.62e-05,2018/7/1,2019/6/30,-0.178634206,0.89577847,-0.029256863,0.937753083,-0.289189475
886,2018,3.01e-05,2019/7/1,2020/6/30,0.144181238,0.888424797,0.582374124,0.909680019,-0.306935153
886,2019,0.0,2020/7/1,2021/6/30,-0.011772894,0.937021227,-0.078920833,1.130929513,-0.06083591
887,2014,0.0,2015/7/1,2016/6/30,-0.113883249,1.044041985,-0.272190312,0.751327865,-0.095072189
887,2015,0.0,2016/7/1,2017/6/30,-0.006281108,1.091820621,0.011587847,0.291641694,-0.280440988
887,2016,0.0,2017/7/1,2018/6/30,-0.357431678,1.036228044,0.529260278,-0.107372627,-1.391210886
887,2017,0.0,2018/7/1,2019/6/30,-0.316704473,1.256731172,0.587042035,0.33320457,-0.459313869
887,2018,0.0,2019/7/1,2020/6/30,-0.193935009,1.187955062,0.914708321,0.164961989,-0.712716652
887,2019,0.0,2020/7/1,2021/6/30,0.578950115,1.413336056,0.075069492,1.000884024,0.149654867
888,2014,0.0,2015/7/1,2016/6/30,-0.200151688,1.030525346,-0.121663002,0.84427569,0.188734002
888,2015,0.0,2016/7/1,2017/6/30,0.046433194,0.825127669,-0.077655054,0.416083785,-0.085074104
888,2016,0.0,2017/7/1,2018/6/30,-0.311075805,0.723585187,-0.149887438,0.888261516,0.266316751
888,2017,0.0,2018/7/1,2019/6/30,-0.314664563,0.947649964,-0.006095257,0.90349914,0.614183173
888,2018,0.0,2019/7/1,2020/6/30,-0.058235209,0.959069955,-0.212879846,0.563354381,0.447662851
888,2019,0.0,2020/7/1,2021/6/30,0.115357521,0.656342352,0.100632624,0.31404838,0.199751214
889,2014,0.0,2015/7/1,2016/6/30,-0.535535952,0.980543209,-0.342994062,0.230832047,-0.806042813
889,2015,0.0,2016/7/1,2017/6/30,0.524831693,0.967476701,0.014705919,1.432951002,0.581913049
889,2016,0.0,2017/7/1,2018/6/30,-0.242370239,0.572955608,-0.091989083,0.550914233,0.088530568
889,2017,0.0,2018/7/1,2019/6/30,-0.011436957,0.646454736,-0.05852884,0.080163898,-0.433739718
889,2018,0.0,2019/7/1,2020/6/30,-0.305937393,1.088101426,-0.012444554,0.933991389,-0.702298626
889,2019,0.0,2020/7/1,2021/6/30,-0.370340753,0.885381506,0.639284645,1.276266443,-0.030743194
890,2014,0.0,2015/7/1,2016/6/30,-0.11367414,1.097972536,-0.65875844,1.470077388,1.154515748
890,2015,0.0,2016/7/1,2017/6/30,-0.233856279,1.017778168,0.19065332,1.344262023,0.239389666
890,2016,0.0,2017/7/1,2018/6/30,-0.370336697,1.096556118,0.368992897,0.871943712,-0.336697245
890,2017,0.0,2018/7/1,2019/6/30,0.074093507,0.903946397,-0.052384207,0.981224225,-0.599360067
890,2018,0.0,2019/7/1,2020/6/30,-0.34128783,0.977523132,-0.344647162,0.967569666,-0.877640079
890,2019,0.0,2020/7/1,2021/6/30,0.307722528,,,,
892,2014,0.0,2015/7/1,2016/6/30,-0.033563978,0.600261804,-0.090220281,3.49634201,0.781605578
892,2015,0.0,2016/7/1,2017/6/30,-0.302057454,1.062481405,0.913563189,1.4813906,-0.619120494
892,2016,0.0,2017/7/1,2018/6/30,-0.537890152,0.732254496,0.398494821,0.884132597,0.367338288
892,2017,0.0,2018/7/1,2019/6/30,-0.226499332,0.900150135,-0.523996103,1.495637938,-0.184766941
892,2018,0.0,2019/7/1,2020/6/30,0.126161657,1.171500081,-0.310910878,1.881233251,0.099183631
892,2019,0.0,2020/7/1,2021/6/30,-0.315978919,0.997187272,0.233853276,1.454118925,-0.006554545
893,2014,0.0,2015/7/1,2016/6/30,-0.280013655,1.067403887,-0.015674269,1.976926446,0.663538033
893,2015,0.0,2016/7/1,2017/6/30,-0.304308771,0.798427035,-0.28234501,1.128843126,-0.198449381
893,2016,0.0,2017/7/1,2018/6/30,-0.555112508,0.433333639,0.475668104,0.366498571,-1.103139264
893,2017,9.03e-06,2018/7/1,2019/6/30,0.286450638,0.21394762,-0.190851608,0.520510695,-0.544751004
893,2018,0.0,2019/7/1,2020/6/30,-0.250718705,0.836583899,0.968382589,1.262149744,-0.215104322
893,2019,7.15e-06,2020/7/1,2021/6/30,1.934465768,1.159314557,0.036365714,1.09377899,-0.161119367
895,2014,0.0,2015/7/1,2016/6/30,0.022040253,0.955647788,0.319052206,0.166134945,0.718800799
895,2015,0.0,2016/7/1,2017/6/30,0.233494329,0.858074227,-0.028060904,0.367310722,1.34074945
895,2016,0.0,2017/7/1,2018/6/30,0.143788671,0.692350743,-0.586134408,-0.209193237,0.352241707
895,2017,0.0,2018/7/1,2019/6/30,-0.014073089,0.933712288,-0.901103733,0.073634183,0.892420912
895,2018,0.0,2019/7/1,2020/6/30,0.871380338,0.85909295,-0.123730234,-0.107918694,0.637548752
895,2019,0.0,2020/7/1,2021/6/30,-0.279142881,0.873190471,-0.027361664,-0.582214792,0.287524439
897,2014,0.0,2015/7/1,2016/6/30,-0.601503548,1.164871079,0.334759995,0.947029558,-0.42995656
897,2015,0.0,2016/7/1,2017/6/30,0.196513913,1.255349809,-0.39137501,0.831558069,-1.197484931
897,2016,0.0,2017/7/1,2018/6/30,-0.526763455,1.246039569,0.199797541,0.6452012,-0.595238079
897,2017,0.0,2018/7/1,2019/6/30,0.204881092,0.766403825,-0.361323784,1.319512882,0.53091268
897,2018,0.0,2019/7/1,2020/6/30,0.007974,,,,
897,2019,0.0,2020/7/1,2021/6/30,-0.060165125,0.775155634,0.479153436,0.97707514,1.040018116
898,2014,1.08e-05,2015/7/1,2016/6/30,-0.484278012,1.202095819,1.046513033,-0.328847731,-1.212211964
898,2015,1.1e-05,2016/7/1,2017/6/30,0.473687825,1.501408079,-0.055682789,-0.960147079,-1.085193564
898,2016,0.0,2017/7/1,2018/6/30,0.009767059,1.471641551,-0.302730306,0.825885825,1.030497231
898,2017,2.06e-05,2018/7/1,2019/6/30,-0.089843771,1.083161508,-0.234892271,0.321627185,1.140745095
898,2018,2.54e-05,2019/7/1,2020/6/30,-0.348811741,0.947391574,0.426714406,0.380733664,0.492005657
898,2019,2.98e-05,2020/7/1,2021/6/30,0.823951591,0.95166793,-0.123555645,0.787849979,1.082045584
899,2014,1.54e-05,2015/7/1,2016/6/30,-0.439595179,1.262410255,0.373094168,1.123707089,-0.256620023
899,2015,0.0,2016/7/1,2017/6/30,0.062765619,0.905957432,-0.229404383,0.726646992,-0.214251758
899,2016,0.0,2017/7/1,2018/6/30,-0.523642792,0.819435801,0.239744922,1.254886129,0.178720109
899,2017,0.0,2018/7/1,2019/6/30,0.296106754,0.862737176,0.216762055,1.04842461,0.477777213
899,2018,0.0,2019/7/1,2020/6/30,-0.198821175,0.845347597,0.03811519,0.885631216,0.462075924
899,2019,0.0,2020/7/1,2021/6/30,0.200867076,0.554015082,-0.869978369,1.112883903,-0.084423713
900,2014,0.0,2015/7/1,2016/6/30,-0.346315537,1.095286546,0.09782367,0.85957283,0.839131409
900,2015,0.0,2016/7/1,2017/6/30,0.345137806,1.130136691,-0.075613732,0.745773644,0.313874156
900,2016,0.0,2017/7/1,2018/6/30,-0.30786064,0.855428483,0.010959644,0.652013044,0.584486855
900,2017,0.0,2018/7/1,2019/6/30,0.139389765,0.912214235,0.090306225,0.810745474,0.221919627
900,2018,0.0,2019/7/1,2020/6/30,-0.190652013,1.01324668,-0.080387939,0.584830558,0.570739373
900,2019,0.0,2020/7/1,2021/6/30,0.136700984,0.597389462,0.078284623,0.403217699,0.640505576
901,2014,0.0,2015/7/1,2016/6/30,-0.39566977,1.088107276,-0.010615772,1.148416902,0.258040294
901,2015,2.17e-05,2016/7/1,2017/6/30,-0.333994317,1.132137258,0.184680793,0.727613428,-0.869263995
901,2016,0.0,2017/7/1,2018/6/30,-0.455278354,1.138327475,0.729995947,0.448760003,-0.828644808
901,2017,1.74e-05,2018/7/1,2019/6/30,0.230394714,1.060604442,0.873175755,0.289016557,-1.900299353
901,2018,0.0,2019/7/1,2020/6/30,-0.125776018,1.091624719,0.176602266,0.728007818,-0.768119952
901,2019,0.0,2020/7/1,2021/6/30,-0.079803059,1.190456283,0.164746896,1.023846777,-0.359102224
902,2014,0.0,2015/7/1,2016/6/30,-0.081535839,0.98112503,0.374564436,1.041039018,0.105307378
902,2015,2.86e-05,2016/7/1,2017/6/30,-0.279109598,0.908609168,0.398604661,0.886052795,0.415749464
902,2016,0.0,2017/7/1,2018/6/30,0.027791417,0.961723932,0.399660506,0.559268834,0.38154647
902,2017,0.0,2018/7/1,2019/6/30,0.171217919,0.828726724,0.400613744,0.175883485,-0.261537791
902,2018,0.0,2019/7/1,2020/6/30,-0.170919982,0.849386605,0.157039867,1.040373872,0.474370318
902,2019,0.0,2020/7/1,2021/6/30,0.765176546,1.218082076,-0.348692402,0.65292458,0.674576024
903,2014,1.23e-05,2015/7/1,2016/6/30,-0.35266174,1.09111156,0.223205631,0.709380392,0.0838813
903,2015,1.7e-05,2016/7/1,2017/6/30,0.129856653,1.093433525,-0.031113531,1.349051405,1.126674881
903,2016,2.41e-05,2017/7/1,2018/6/30,-0.446158971,0.912583549,0.209253305,1.167581581,0.574691714
903,2017,2.6e-05,2018/7/1,2019/6/30,0.125912743,0.924282584,-0.20420028,1.167718087,0.318357433
903,2018,2.91e-05,2019/7/1,2020/6/30,0.883964197,0.890017528,0.548947766,0.727107549,-0.34223128
903,2019,2.66e-05,2020/7/1,2021/6/30,-0.2829627,0.953397007,-0.770846638,0.687511061,-0.958311682
905,2014,1.18e-05,2015/7/1,2016/6/30,-0.336355117,1.262154084,0.204856078,0.719284582,-0.540463593
905,2015,1.96e-05,2016/7/1,2017/6/30,0.240191114,1.066559539,-0.547512975,1.330271634,-0.049484561
905,2016,2.3e-05,2017/7/1,2018/6/30,-0.4055291,1.34927346,-0.210166631,2.452844638,1.501938094
905,2017,3.26e-05,2018/7/1,2019/6/30,-0.042586833,0.996078542,0.065732509,1.116991085,-0.047332984
905,2018,4.03e-05,2019/7/1,2020/6/30,-0.166631493,1.097898343,0.424203193,0.785760882,0.211709269
905,2019,3.43e-05,2020/7/1,2021/6/30,0.01947427,1.031047455,-0.206116985,0.63882146,0.235753673
906,2014,0.0,2015/7/1,2016/6/30,-0.397234298,1.246512947,0.136108362,1.218128983,-0.46040611
906,2015,1.1e-05,2016/7/1,2017/6/30,-0.036537955,1.420823247,-0.300854882,0.897217088,-0.648760157
906,2016,0.0,2017/7/1,2018/6/30,-0.253873199,0.902479231,0.594170123,0.83036604,-0.59292796
906,2017,0.0,2018/7/1,2019/6/30,0.234485394,0.92517007,0.061192408,0.516814932,-0.062940255
906,2018,0.0,2019/7/1,2020/6/30,-0.098080372,1.145169299,0.147405201,0.601845385,0.023791592
906,2019,0.0,2020/7/1,2021/6/30,1.361143989,0.905912802,0.059634002,0.600766982,0.673277125
908,2014,0.0,2015/7/1,2016/6/30,-0.292304541,1.085511816,-0.096459289,1.285642294,0.992419708
908,2015,0.0,2016/7/1,2017/6/30,-0.312082131,0.843104343,0.437288619,0.660442206,0.266163179
908,2016,0.0,2017/7/1,2018/6/30,-0.450680367,0.845440861,0.32631195,1.191149235,0.169859304
908,2017,0.0,2018/7/1,2019/6/30,0.048217681,1.082208313,-0.36194669,1.140935087,0.092920889
908,2018,0.0,2019/7/1,2020/6/30,-0.212308441,0.88616641,-0.980736764,1.725547513,1.223327334
908,2019,0.0,2020/7/1,2021/6/30,0.137093917,0.940918983,-0.138242687,0.964258042,-0.020754227
909,2014,0.0,2015/7/1,2016/6/30,0.197371175,1.140389,-1.143555933,0.51754118,0.053511978
909,2015,0.0,2016/7/1,2017/6/30,-0.420092396,0.870575003,-1.072150233,0.941559496,0.029599757
909,2016,0.0,2017/7/1,2018/6/30,-0.377473525,0.751662333,-0.132260965,0.970022596,-0.555588292
909,2017,0.0,2018/7/1,2019/6/30,-0.014971587,0.837551341,0.335879043,1.090900473,-0.626598497
909,2018,0.0,2019/7/1,2020/6/30,0.13704005,0.913111187,0.046276278,0.47506384,-1.452865746
909,2019,0.0,2020/7/1,2021/6/30,-0.197646523,0.840637286,0.278955572,0.837909373,-0.159594648
910,2014,0.0,2015/7/1,2016/6/30,-0.10220597,1.078480862,-0.012228249,1.352018928,0.387436936
910,2015,0.0,2016/7/1,2017/6/30,0.592503691,0.802425098,0.015168139,1.704216358,1.296727195
910,2016,0.0,2017/7/1,2018/6/30,-0.325753042,1.091986023,0.099410492,0.514042088,0.588966431
910,2017,0.0,2018/7/1,2019/6/30,-0.344536845,1.240531802,0.04850676,0.479875837,0.445987311
910,2018,0.0,2019/7/1,2020/6/30,0.385390487,1.405309724,0.194272923,0.244856698,0.583810655
910,2019,0.0,2020/7/1,2021/6/30,-0.239077436,1.296798562,0.099297888,0.619984695,0.538040301
911,2014,0.0,2015/7/1,2016/6/30,0.440062895,1.130254578,0.071489,0.568806318,-0.378833722
911,2015,0.0,2016/7/1,2017/6/30,-0.553098104,0.980164613,-0.341960969,0.141945981,0.011296899
911,2016,0.0,2017/7/1,2018/6/30,-0.507465779,1.11453129,0.720393934,0.814480464,-0.130618143
911,2017,2.11e-05,2018/7/1,2019/6/30,0.230096037,0.72596428,0.094461203,1.212368091,0.726795361
911,2019,0.0,2020/7/1,2021/6/30,0.310807846,1.157458912,-0.351892289,1.064721985,0.705106031
912,2014,0.0,2015/7/1,2016/6/30,0.036852914,0.658841519,0.464773948,1.813664425,-0.456103755
912,2015,0.0,2016/7/1,2017/6/30,0.502431596,0.020198862,-1.273658888,1.837787938,0.0210975
912,2016,0.0,2017/7/1,2018/6/30,-0.103171312,0.37789121,-1.154711689,2.977970561,0.750720568
912,2017,0.0,2018/7/1,2019/6/30,-0.23063357,1.201785951,-0.450572581,2.325964472,1.661959985
912,2019,0.0,2020/7/1,2021/6/30,0.008951526,1.01692066,0.028078082,0.932121183,0.60684051
913,2014,0.0,2015/7/1,2016/6/30,0.039959056,1.146248479,-0.250468039,1.232866755,0.075889916
913,2015,0.0,2016/7/1,2017/6/30,-0.063214774,,,,
913,2016,0.0,2017/7/1,2018/6/30,-0.270145065,0.761071312,0.187844932,-0.583775801,-1.730018756
913,2017,1.13e-05,2018/7/1,2019/6/30,-0.185968372,1.078421825,-0.173481075,1.182766797,0.120958189
913,2018,0.0,2019/7/1,2020/6/30,0.343227655,1.042066731,-0.213653536,1.257680947,0.788008315
913,2019,0.0,2020/7/1,2021/6/30,0.306658876,0.708584218,0.213285482,-0.301643888,-0.835972933
915,2014,0.0,2015/7/1,2016/6/30,-0.379263249,1.073768024,-0.351761144,1.067529969,0.387790701
915,2015,0.0,2016/7/1,2017/6/30,0.343200432,1.327498219,0.554287605,1.197818716,0.416360633
915,2016,0.0,2017/7/1,2018/6/30,-0.463137033,0.951567463,0.282158885,0.498238311,-0.01612702
915,2017,0.0,2018/7/1,2019/6/30,0.030603838,1.193977794,-0.152249321,1.11856082,0.330940748
915,2018,0.0,2019/7/1,2020/6/30,0.593078494,0.91983501,-0.12890614,0.600727557,0.427961699
915,2019,0.0,2020/7/1,2021/6/30,-0.186626926,0.933655716,-0.026532852,0.421517604,-0.409688786
917,2014,0.0,2015/7/1,2016/6/30,-0.61794698,1.106001429,-0.321594612,0.316155344,-0.773205124
917,2015,0.0,2016/7/1,2017/6/30,-0.325273392,1.351914687,0.947806368,1.239174891,-0.407871668
917,2016,0.0,2017/7/1,2018/6/30,-0.496958461,1.250202788,0.687040425,0.665644717,-0.651541527
917,2017,0.0,2018/7/1,2019/6/30,0.202229044,1.17218627,0.305409457,1.167774887,-0.538740352
917,2018,0.0,2019/7/1,2020/6/30,-0.112295439,1.266618858,0.400088923,0.780862764,-0.512791563
917,2019,2.02e-05,2020/7/1,2021/6/30,-0.233671207,0.809856102,0.429017745,0.882766873,-0.094807518
918,2014,0.0,2015/7/1,2016/6/30,-0.194994701,1.088740575,-0.333477525,0.832628845,0.226826164
918,2015,0.0,2016/7/1,2017/6/30,0.176160826,1.311167509,-0.806208486,0.145576742,0.267831069
918,2016,0.0,2017/7/1,2018/6/30,-0.403569219,0.853616045,0.022241847,-0.014816118,-0.498276313
918,2017,0.0,2018/7/1,2019/6/30,0.429319443,1.025337026,-0.534094417,0.363661253,0.04080747
918,2018,0.0,2019/7/1,2020/6/30,-0.298896971,0.925063429,0.30225811,0.219443662,-0.460897708
918,2019,0.0,2020/7/1,2021/6/30,-0.084781579,1.078361998,0.682226173,0.588185679,0.952436673
919,2014,0.0,2015/7/1,2016/6/30,-0.339281683,1.183331697,-0.221811637,1.039016854,0.822089225
919,2015,0.0,2016/7/1,2017/6/30,-0.176484281,0.886661851,0.10561772,0.609446156,0.559156426
919,2016,0.0,2017/7/1,2018/6/30,-0.307401932,0.940112918,0.401270852,0.832304639,-0.021025674
919,2017,0.0,2018/7/1,2019/6/30,0.05084427,0.976447654,-0.026255409,1.171917381,0.659629883
919,2018,0.0,2019/7/1,2020/6/30,-0.135704085,0.964793288,-0.581174783,0.980132655,0.952288334
919,2019,0.0,2020/7/1,2021/6/30,0.12253562,0.73836873,-0.065303876,0.701886732,0.192923862
920,2014,0.0,2015/7/1,2016/6/30,-0.22314565,1.218399173,-0.098502432,1.176757043,-0.363214928
920,2015,0.0,2016/7/1,2017/6/30,-0.310395994,1.32471742,0.229506136,0.629951645,-1.008402598
920,2016,0.0,2017/7/1,2018/6/30,-0.508191374,1.075192315,-0.11737119,0.720558778,-0.933568042
920,2017,1.2e-05,2018/7/1,2019/6/30,0.242763789,1.084633116,0.15583009,1.253069663,0.170579777
920,2018,0.0,2019/7/1,2020/6/30,-0.047458021,1.029413609,-0.009854103,0.698979977,-0.174117822
920,2019,0.0,2020/7/1,2021/6/30,-0.024951357,0.690485557,0.470109803,0.815862674,-0.016696334
921,2014,0.0,2015/7/1,2016/6/30,-0.360987649,0.966325261,0.293267531,1.011122509,0.219737414
921,2015,0.0,2016/7/1,2017/6/30,1.180013534,1.176249729,-0.263998861,1.281388558,1.330372143
921,2016,0.0,2017/7/1,2018/6/30,-0.396820224,1.901065805,-0.36463303,-0.037029173,0.300867648
921,2017,0.0,2018/7/1,2019/6/30,0.243202586,1.314197884,0.184192466,0.207977986,0.136248314
921,2018,0.0,2019/7/1,2020/6/30,-0.017025902,1.557348492,0.06274884,0.341243652,0.836034038
921,2019,0.0,2020/7/1,2021/6/30,0.201934705,1.206250578,0.205366726,-0.028221878,0.327556223
922,2014,0.0,2015/7/1,2016/6/30,-0.443803258,1.108419021,-0.18255964,0.875351758,-0.299485201
922,2015,1.25e-05,2016/7/1,2017/6/30,0.240376231,0.809995332,0.168802938,0.490879618,-1.482340867
922,2017,0.0,2018/7/1,2019/6/30,0.594062699,1.034411951,-0.487136835,1.370660091,0.502489515
922,2018,0.0,2019/7/1,2020/6/30,-0.293154204,1.129285349,0.108249761,1.106257455,0.073796078
922,2019,1.08e-05,2020/7/1,2021/6/30,0.156245843,1.080742534,-0.48134445,1.056443951,0.158867384
923,2014,3.96e-05,2015/7/1,2016/6/30,-0.399200204,1.131727613,-0.458385798,0.497314501,-0.651527166
923,2015,2.01e-05,2016/7/1,2017/6/30,0.865985159,1.761340551,-1.595441743,2.093504847,-1.078753233
923,2016,7.28e-05,2017/7/1,2018/6/30,-0.532038209,1.501432823,0.140852563,1.040319331,-0.5860303
923,2017,0.0,2018/7/1,2019/6/30,0.190377048,1.252118503,-0.085362638,1.029889864,0.699587177
923,2018,1.17e-05,2019/7/1,2020/6/30,-0.274928616,1.250602597,0.330729234,0.791719781,0.062462901
923,2019,0.0,2020/7/1,2021/6/30,0.500721709,1.220483891,0.184108309,0.629561612,0.950455524
925,2014,0.0,2015/7/1,2016/6/30,-0.308201164,1.008256172,-0.092009886,0.814383154,-0.949664447
925,2015,0.0,2016/7/1,2017/6/30,0.06013813,0.748732173,-0.377004008,2.191272393,0.949693451
