asset,date,br,start_date,end_date,compounded_xret,ch4mkt_beta,ch4pmo_beta,ch4smb_beta,ch4vmg_beta
300703,2019,8.71e-06,2020/7/1,2021/6/30,-0.221441202,0.948054341,-0.197824339,1.196078225,-0.461116904
300705,2017,0.0,2018/7/1,2019/6/30,-0.512129681,1.247884459,-1.070970599,1.088715613,-0.117926145
300705,2018,0.0,2019/7/1,2020/6/30,0.190181214,0.550669026,-0.87439805,1.809699147,0.791217715
300705,2019,0.0,2020/7/1,2021/6/30,1.792988719,0.915115173,-0.160907776,0.286333149,-0.52141825
300706,2017,0.0,2018/7/1,2019/6/30,-0.525080904,0.970426953,0.420645684,-0.186547392,-2.345771735
300706,2018,0.0,2019/7/1,2020/6/30,0.380247849,0.780675602,0.507151708,0.402521427,-2.360446592
300706,2019,0.0,2020/7/1,2021/6/30,-0.175476052,1.20832693,0.725230013,1.256684812,-1.083274139
300707,2017,0.0,2018/7/1,2019/6/30,-0.44578617,1.279484202,0.027651557,1.15907612,-0.257858401
300707,2018,0.0,2019/7/1,2020/6/30,-0.014075476,1.131890958,-0.393520824,1.332309473,0.174693788
300707,2019,0.0,2020/7/1,2021/6/30,0.047202583,1.059938632,0.007108735,1.112987664,-0.909120048
300708,2017,0.0,2018/7/1,2019/6/30,-0.359743936,0.952518503,0.042832012,1.173066158,-0.979786064
300708,2018,0.0,2019/7/1,2020/6/30,0.164184922,1.188541107,-0.25135089,0.228034741,-1.598908813
300708,2019,0.0,2020/7/1,2021/6/30,1.121709076,1.491332041,0.531614145,2.042094456,-0.562909749
300709,2017,0.0,2018/7/1,2019/6/30,0.138415883,1.271968658,0.515169805,0.933240473,-0.812937499
300709,2018,0.0,2019/7/1,2020/6/30,1.555461566,1.209781707,-0.522307075,-0.750241734,-0.958676914
300709,2019,0.0,2020/7/1,2021/6/30,-0.473417794,1.465006963,1.391428188,0.380398872,-1.073128644
300710,2017,0.0,2018/7/1,2019/6/30,-0.194365305,1.137839738,0.414104108,0.702399992,-1.210295122
300710,2018,0.0,2019/7/1,2020/6/30,-0.138419341,1.138456134,0.376082033,1.216867903,-0.663778347
300710,2019,0.0,2020/7/1,2021/6/30,0.176217193,0.876822107,0.13283188,1.661315291,-0.209352137
300711,2017,1.15e-05,2018/7/1,2019/6/30,-0.023060509,1.146930664,0.257107495,0.633637355,-1.748256635
300711,2018,1.12e-05,2019/7/1,2020/6/30,-0.22433267,0.936309583,-0.088278531,0.565429617,-0.959964441
300711,2019,1.11e-05,2020/7/1,2021/6/30,0.304372835,1.328089875,0.881065546,1.423342083,-0.547540217
300712,2017,7.44e-05,2018/7/1,2019/6/30,-0.201645989,1.183097504,-0.076002956,1.384063355,0.134734684
300712,2018,5.72e-05,2019/7/1,2020/6/30,0.141334862,0.767610335,0.074042193,1.105782705,-0.170554996
300712,2019,4.07e-05,2020/7/1,2021/6/30,2.057802363,0.948918479,-0.892141748,0.981031704,0.298239801
300713,2017,0.0,2018/7/1,2019/6/30,-0.522331327,1.122559132,0.110784791,1.520391784,-0.640781607
300713,2018,0.0,2019/7/1,2020/6/30,-0.138492155,1.190204902,-0.069724325,1.897856301,-0.079287246
300713,2019,0.0,2020/7/1,2021/6/30,0.49137978,1.292263202,-1.099715914,2.743070506,-0.38099826
300715,2017,0.0,2018/7/1,2019/6/30,-0.141612912,1.090061826,0.151732605,1.086875273,-0.064255669
300715,2018,0.0,2019/7/1,2020/6/30,0.955787173,0.916815695,0.300944326,0.981047073,0.215058928
300715,2019,0.0,2020/7/1,2021/6/30,0.134742917,1.185340391,-0.382458451,0.704638894,-0.039535887
300716,2017,0.0,2018/7/1,2019/6/30,-0.24640987,1.162503757,-0.244324815,1.27039085,-0.250259518
300716,2018,0.0,2019/7/1,2020/6/30,-0.345095101,0.984140858,-0.658199289,1.793582634,1.211585736
300716,2019,8.91e-06,2020/7/1,2021/6/30,0.104112048,1.455749076,0.098407752,2.252863838,-0.164763563
300717,2017,0.0,2018/7/1,2019/6/30,-0.296601676,0.988311309,-0.695794958,0.788923847,-0.102201447
300717,2018,0.0,2019/7/1,2020/6/30,-0.036544331,0.775876639,-0.297878563,1.50331271,0.096118383
300717,2019,0.0,2020/7/1,2021/6/30,0.009615942,1.218136546,0.145213542,2.152439762,0.309187611
300718,2017,0.0,2018/7/1,2019/6/30,-0.060774949,1.19172328,-0.273595467,0.799731346,-0.08053365
300718,2018,1.18e-05,2019/7/1,2020/6/30,-0.11780018,0.81207793,-0.078889842,0.693658776,0.316395083
300718,2019,1.05e-05,2020/7/1,2021/6/30,0.530555726,1.278470736,0.156833785,1.419440313,0.101707984
300719,2017,0.0,2018/7/1,2019/6/30,-0.229688861,1.032195375,0.077192923,0.866873862,-1.330126575
300719,2018,0.0,2019/7/1,2020/6/30,-0.059457697,0.980734768,0.044452613,0.704255217,-0.896581077
300719,2019,0.0,2020/7/1,2021/6/30,0.32807847,1.153912165,-0.122199743,1.578490636,-1.102322565
300720,2017,0.0,2018/7/1,2019/6/30,-0.251431728,1.114416375,0.061933843,0.432657025,-0.896728228
300720,2018,0.0,2019/7/1,2020/6/30,-0.116248527,1.070499928,0.186978102,1.33472001,0.026811003
300720,2019,0.0,2020/7/1,2021/6/30,0.474136979,0.911988358,-0.248746624,1.678304796,-0.059320604
300721,2017,0.0,2018/7/1,2019/6/30,-0.548161974,0.97363043,-0.275866016,1.633582458,0.357485441
300721,2018,0.0,2019/7/1,2020/6/30,0.202530092,0.861430686,0.417690682,0.894883007,-1.198263911
300721,2019,0.0,2020/7/1,2021/6/30,0.621023145,1.196839388,0.163920646,1.486242412,-0.395395301
300722,2017,1.21e-05,2018/7/1,2019/6/30,-0.228165687,0.937191461,0.153172273,0.850660449,-0.708818308
300722,2018,1.31e-05,2019/7/1,2020/6/30,-0.092325552,0.850308141,0.630201524,0.814372554,-1.251987396
300722,2019,2.42e-05,2020/7/1,2021/6/30,2.977264278,0.491800023,-0.340970875,1.768133245,-1.347032924
300723,2017,0.0,2018/7/1,2019/6/30,-0.05303542,1.238562073,-0.355946354,0.978701769,-0.109868399
300723,2018,0.0,2019/7/1,2020/6/30,0.072434517,0.79456358,-0.106994568,0.473265605,-0.190096172
300723,2019,0.0,2020/7/1,2021/6/30,0.383707375,0.877759853,-0.400147594,0.484501731,-0.294079093
300724,2018,0.0,2019/7/1,2020/6/30,2.286158751,1.095018192,-0.356956462,0.063401061,-0.812017645
300724,2019,0.0,2020/7/1,2021/6/30,0.292736694,1.115357155,-0.626027253,-0.524794622,-1.992312663
300725,2017,0.0,2018/7/1,2019/6/30,0.237611401,1.279714176,-0.151907343,0.381657538,-0.094504664
300725,2018,0.0,2019/7/1,2020/6/30,0.968508441,1.130134998,-0.879940946,-0.287317846,0.070796637
300725,2019,0.0,2020/7/1,2021/6/30,0.639040055,0.913760529,-0.968106541,-0.84015022,-1.439051231
300726,2017,0.0,2018/7/1,2019/6/30,-0.169699772,1.086611162,0.104840991,0.50649804,-1.501919522
300726,2018,0.0,2019/7/1,2020/6/30,0.174438979,1.15243234,0.253663109,0.819688763,-1.551577547
300726,2019,0.0,2020/7/1,2021/6/30,1.504823111,1.086291711,-0.928864077,-0.247295602,-2.123863978
300727,2017,0.0,2018/7/1,2019/6/30,-0.382020696,1.330270415,-0.330423483,1.11672145,-0.125728506
300727,2018,0.0,2019/7/1,2020/6/30,-0.170875583,1.126911324,0.242742673,1.698635237,0.537625203
300727,2019,0.0,2020/7/1,2021/6/30,1.305441649,1.134881261,-0.486521579,2.657925885,-0.3169866
300729,2018,0.0,2019/7/1,2020/6/30,1.290147887,0.820208174,0.189761952,1.353191604,0.785694649
300729,2019,1.27e-05,2020/7/1,2021/6/30,-0.066724916,1.282842935,0.146411881,0.451873275,0.174833889
300730,2018,0.0,2019/7/1,2020/6/30,-0.312823186,0.752459806,0.280870853,0.913193902,-1.679141983
300730,2019,0.0,2020/7/1,2021/6/30,0.219051876,0.964357529,0.007006361,1.498063894,-0.878049677
300731,2018,0.0,2019/7/1,2020/6/30,0.761918589,1.129398794,0.051605409,0.562330614,-0.510742008
300731,2019,0.0,2020/7/1,2021/6/30,-0.110098338,1.054661023,0.190501021,1.084900576,-0.439347044
300732,2018,0.0,2019/7/1,2020/6/30,-0.206133031,1.265375418,0.410716679,1.540622019,0.42119126
300732,2019,0.0,2020/7/1,2021/6/30,-0.009149379,1.059702903,0.106229086,1.430805809,0.058955252
300733,2018,0.0,2019/7/1,2020/6/30,-0.225968243,0.856895888,0.642800107,1.383104476,-0.80084242
300733,2019,0.0,2020/7/1,2021/6/30,1.142035673,1.136467266,-0.044580554,1.25818759,-1.011678195
300735,2018,0.0,2019/7/1,2020/6/30,0.508570158,1.215632008,-0.606681708,-0.198023004,-1.705338626
300735,2019,0.0,2020/7/1,2021/6/30,-0.338862385,1.154783384,0.88014778,1.023179518,-0.225797338
300736,2018,0.0,2019/7/1,2020/6/30,-0.211921344,1.033917377,-0.143337823,1.475730192,-0.230557294
300736,2019,0.0,2020/7/1,2021/6/30,0.051435569,1.067679222,-0.226013536,2.381644189,-0.607877196
300737,2018,0.0,2019/7/1,2020/6/30,1.069225101,1.104765885,-0.239945929,0.658081041,0.646213874
300737,2019,0.0,2020/7/1,2021/6/30,0.569846594,1.475844241,0.140167219,0.059561408,0.132451628
300738,2018,2.44e-05,2019/7/1,2020/6/30,2.768017479,1.031947174,-0.256741484,0.675709894,-1.233780818
300738,2019,0.0,2020/7/1,2021/6/30,-0.360399697,1.283591028,0.79751821,0.604107706,-0.869155109
300739,2018,0.0,2019/7/1,2020/6/30,0.070590795,1.330798649,-0.276143406,0.846259789,-0.980635123
300739,2019,0.0,2020/7/1,2021/6/30,-0.197553193,1.361838663,0.98386155,1.19206915,-0.716242706
300740,2018,0.0,2019/7/1,2020/6/30,0.672020267,0.983315832,-0.617579348,1.472225085,0.064378793
300740,2019,0.0,2020/7/1,2021/6/30,0.494755415,1.688431992,-0.279209598,0.417159172,-0.551584674
300741,2018,0.0,2019/7/1,2020/6/30,0.224347552,0.954878459,0.410070781,0.599507849,0.147644993
300741,2019,0.0,2020/7/1,2021/6/30,0.408606555,1.390045385,0.074118809,0.565187796,0.00809437
300742,2018,0.0,2019/7/1,2020/6/30,-0.246391705,1.068238391,0.264640954,1.333735493,-0.3884383
300742,2019,0.0,2020/7/1,2021/6/30,0.128691034,1.318497737,0.200657399,2.177540416,-0.573160533
300743,2018,0.0,2019/7/1,2020/6/30,-0.304240382,1.135314666,0.415455101,2.042928077,-0.061536606
300743,2019,0.0,2020/7/1,2021/6/30,0.02517013,1.174279914,0.232358305,1.939811942,-0.285905396
300745,2018,0.0,2019/7/1,2020/6/30,-0.311761833,1.081517173,0.319669788,1.203065345,-0.537551736
300745,2019,0.0,2020/7/1,2021/6/30,0.238865016,0.947456286,0.064347189,1.910811196,-0.545582378
300746,2018,0.0,2019/7/1,2020/6/30,-0.274295628,1.150916201,0.557174135,1.346546003,0.603130999
300746,2019,8.94e-06,2020/7/1,2021/6/30,0.100791529,1.279258849,0.157305972,1.570959801,0.168947332
300747,2018,1.09e-05,2019/7/1,2020/6/30,0.153061799,1.206422242,0.089894051,-0.0172075,-0.371977133
300747,2019,0.0,2020/7/1,2021/6/30,0.550889379,0.951441985,-0.015545864,0.264800118,-0.839208024
300748,2018,0.0,2019/7/1,2020/6/30,-0.451737409,0.035814746,-0.29944926,0.129700924,-1.457309263
300748,2019,0.0,2020/7/1,2021/6/30,0.501808986,0.935703247,0.387920009,0.970300235,-0.722238733
300749,2018,0.0,2019/7/1,2020/6/30,-0.085342977,1.142634707,0.279478923,2.005712163,0.341775021
300749,2019,0.0,2020/7/1,2021/6/30,-0.334989464,0.937028305,-0.143307039,1.265860373,-0.127513503
300750,2018,0.0,2019/7/1,2020/6/30,1.504440071,0.998214584,-0.340698796,-0.654276553,-0.275226827
300750,2019,0.0,2020/7/1,2021/6/30,2.024169159,1.229500628,-0.435015192,-0.492733729,-2.005365414
300751,2018,0.0,2019/7/1,2020/6/30,1.318607747,1.143797203,-0.559505179,0.088992625,-0.503637791
300751,2019,0.0,2020/7/1,2021/6/30,1.723568295,0.879654828,-1.111529966,-0.037858068,-1.547580294
300752,2018,0.0,2019/7/1,2020/6/30,-0.0710615,0.946428542,-0.755613035,1.29086661,-0.292298075
300752,2019,0.0,2020/7/1,2021/6/30,0.006105877,0.72511486,0.276749066,0.598059215,-0.953217955
300753,2019,0.0,2020/7/1,2021/6/30,-0.297263784,1.014377412,-0.315136914,1.041068161,-0.119550661
300755,2019,0.0,2020/7/1,2021/6/30,0.251616314,1.015874759,0.125498421,0.055894455,-0.556351579
300756,2019,9.71e-06,2020/7/1,2021/6/30,0.388597026,1.026461496,0.529989233,1.279320246,-0.161819895
300757,2019,0.0,2020/7/1,2021/6/30,-0.118880506,0.742097494,-0.361333836,0.905692163,-0.70254877
300758,2019,0.0,2020/7/1,2021/6/30,0.525392516,1.369474625,0.475547821,0.916097763,0.431423252
300759,2019,0.0,2020/7/1,2021/6/30,1.179628967,0.547424701,-0.943849183,-1.081023775,-1.36617541
300760,2018,0.0,2019/7/1,2020/6/30,0.85706204,0.753673245,-0.435776845,-1.013957826,-0.337663291
300760,2019,1.54e-05,2020/7/1,2021/6/30,0.555105452,0.726941275,-0.666097504,-0.673686844,-0.668595058
300761,2019,0.0,2020/7/1,2021/6/30,-0.150016279,0.845676861,0.196577116,0.870335188,0.048358603
300762,2019,1.22e-05,2020/7/1,2021/6/30,0.397924401,1.235821299,0.143012072,0.705392805,-0.926309207
300763,2019,0.0,2020/7/1,2021/6/30,3.767088397,1.089023806,-1.57635602,0.014022284,-1.20847897
300765,2019,0.0,2020/7/1,2021/6/30,-0.212680143,1.173109771,0.544684278,0.609248857,-0.297997534
300766,2019,0.0,2020/7/1,2021/6/30,-0.611379312,1.174686415,0.132456332,1.363319996,-0.549951021
300767,2019,0.0,2020/7/1,2021/6/30,0.7408232,1.072398107,-1.016808132,0.028037141,-0.601498736
300768,2019,0.0,2020/7/1,2021/6/30,-0.175617173,0.955113133,0.3826595,0.583894299,-0.663368898
300769,2019,0.0,2020/7/1,2021/6/30,1.091444675,1.370773987,-0.577883742,0.910517168,-1.474773972
300770,2019,0.0,2020/7/1,2021/6/30,-0.607526119,1.173454343,0.417652098,0.07530528,-0.295558441
300771,2019,0.0,2020/7/1,2021/6/30,-0.356979565,1.033962115,0.259297268,0.816562304,-0.13727946
300772,2019,0.0,2020/7/1,2021/6/30,0.452589101,0.998788106,-0.650244773,0.793587061,-0.389181403
300773,2019,0.0,2020/7/1,2021/6/30,-0.176476439,1.348061239,0.247899746,0.603218414,-0.488667785
300775,2019,0.0,2020/7/1,2021/6/30,0.743818751,1.324382634,-0.704552256,1.136148014,-0.640423435
300776,2019,0.0,2020/7/1,2021/6/30,0.767031537,1.151060254,-0.295417949,0.737372744,-0.594566726
300777,2019,0.0,2020/7/1,2021/6/30,0.22912574,1.030259939,-0.538228767,0.428673386,-1.105565232
300778,2019,0.0,2020/7/1,2021/6/30,-0.17973886,1.324252727,0.060708482,1.193223122,0.841970671
300779,2019,0.0,2020/7/1,2021/6/30,-0.112619699,1.042125376,0.105273164,2.044490799,-0.178492611
300780,2019,0.0,2020/7/1,2021/6/30,-0.178061809,1.034968366,0.067308495,1.325749494,-0.229884708
300781,2019,0.0,2020/7/1,2021/6/30,-0.054396146,0.820697562,-0.618093697,1.300908752,-0.186482108
300782,2019,0.0,2020/7/1,2021/6/30,1.353240468,0.914274298,0.454243243,-0.716508494,-2.238497124
300783,2019,0.0,2020/7/1,2021/6/30,-0.383734204,1.136945795,0.397921226,-0.158061148,-0.511083592
300785,2019,0.0,2020/7/1,2021/6/30,-0.25302658,1.197475768,-0.016995335,0.01597997,-0.660907727
300786,2019,0.0,2020/7/1,2021/6/30,-0.243943758,0.920589033,0.164781441,1.747609847,0.146620673
300787,2019,0.0,2020/7/1,2021/6/30,-0.089334736,1.107792367,0.509779582,1.057107658,-0.588326411
300788,2019,1.25e-05,2020/7/1,2021/6/30,-0.24893836,0.719821645,-0.067425583,0.206497606,-0.369816939
300789,2019,2.18e-05,2020/7/1,2021/6/30,-0.263484327,0.93493896,0.37063293,1.466111144,-0.451478736
300790,2019,0.0,2020/7/1,2021/6/30,0.4461843,0.926355117,0.47758912,1.205425797,-0.647485447
300791,2019,0.0,2020/7/1,2021/6/30,0.031931539,1.215805386,0.054640065,-0.115364129,-0.162422747
300792,2019,0.0,2020/7/1,2021/6/30,-0.564839837,1.281437636,-0.291379156,0.154535749,-0.736200423
300793,2019,0.0,2020/7/1,2021/6/30,-0.397029139,1.020961501,0.530775033,0.989720303,-0.768911563
300795,2019,0.000449999,2020/7/1,2021/6/30,0.057232567,0.610012197,0.656948181,1.897501711,-1.015983165
300796,2019,0.0,2020/7/1,2021/6/30,-0.11331231,0.797450858,-0.125079371,1.868037942,0.435718548
300797,2019,2.14e-05,2020/7/1,2021/6/30,0.016313176,1.254073341,-0.151426159,2.215278422,-0.52632582
300798,2019,0.0,2020/7/1,2021/6/30,-0.355203951,0.968694775,-0.443442007,2.332660608,0.369211449
300799,2019,0.0,2020/7/1,2021/6/30,-0.06730669,1.367420356,0.464369687,0.501101454,-0.511773183
300800,2019,4.81e-05,2020/7/1,2021/6/30,-0.099490842,0.801320082,0.218428921,1.052984451,-0.041577615
300801,2019,0.0,2020/7/1,2021/6/30,-0.079285655,1.111118358,0.607855592,1.489081797,0.072029294
300802,2019,0.0,2020/7/1,2021/6/30,-0.021373652,1.286598929,-0.111359782,1.773927804,0.339470105
300805,2019,0.0,2020/7/1,2021/6/30,-0.408851083,1.099961677,0.234386423,1.82665208,-0.036617799
300806,2019,0.0,2020/7/1,2021/6/30,0.567126734,1.041036428,0.161505795,0.633765071,-0.788441413
300808,2019,8.91e-05,2020/7/1,2021/6/30,-0.296703388,0.99597077,0.111899339,1.54920649,-0.284149035
600004,2014,1.35e-05,2015/7/1,2016/6/30,-0.286571201,1.048624168,0.132308893,0.763359063,0.734670337
600004,2015,2.7e-05,2016/7/1,2017/6/30,0.520053734,1.102582326,0.389244396,0.332878889,0.690736965
600004,2016,2.23e-05,2017/7/1,2018/6/30,0.031761778,1.313404147,-0.153556187,-0.534681465,-0.088886533
600004,2017,2.25e-05,2018/7/1,2019/6/30,0.39307732,1.269315698,0.093643716,-0.532000738,-0.011833151
600004,2018,1.16e-05,2019/7/1,2020/6/30,-0.167377602,1.175306189,-0.316239087,-0.557829822,0.434404483
600004,2019,1.07e-05,2020/7/1,2021/6/30,-0.27054058,0.806904124,0.083660906,-0.154228818,0.400863246
600006,2014,0.0,2015/7/1,2016/6/30,-0.306007814,1.12030883,-0.171275386,0.467797927,-0.086183925
600006,2015,0.0,2016/7/1,2017/6/30,-0.350670488,0.990827933,0.02950659,0.589421215,-0.060491838
600006,2016,0.0,2017/7/1,2018/6/30,-0.302542621,0.990176033,0.229406886,0.82667787,0.070338366
600006,2017,0.0,2018/7/1,2019/6/30,0.305726975,1.055439887,0.298920918,0.810713377,0.124853785
600006,2018,0.0,2019/7/1,2020/6/30,-0.255511739,1.066196987,0.181303795,0.784128639,-0.329166033
600006,2019,0.0,2020/7/1,2021/6/30,0.813164899,0.901619032,-0.448139688,0.672563806,-0.615598034
600007,2014,0.0,2015/7/1,2016/6/30,0.320132091,1.008890104,-0.289873535,0.125038169,-0.14077724
600007,2015,0.0,2016/7/1,2017/6/30,0.029705104,1.304846202,-0.131618432,-0.800714548,0.126036947
600007,2016,1.37e-05,2017/7/1,2018/6/30,-0.299879931,0.773100895,0.100949078,0.190924457,0.128589039
600007,2017,0.0,2018/7/1,2019/6/30,0.015201405,0.74864176,-0.003109937,0.528169801,0.449301214
600007,2018,0.0,2019/7/1,2020/6/30,-0.100200937,0.803093029,0.040798276,0.066064726,0.628512263
600007,2019,0.0,2020/7/1,2021/6/30,0.391262158,0.731465842,0.296291155,0.407612816,0.484624482
600008,2014,0.0,2015/7/1,2016/6/30,-0.457303326,1.190732439,0.159804379,0.604307772,0.12963257
600008,2015,0.0,2016/7/1,2017/6/30,0.686257223,1.235244213,-0.579233615,0.274803635,-0.308311645
600008,2016,0.0,2017/7/1,2018/6/30,-0.358179354,1.354809712,-0.233540841,0.228381068,-1.092385025
600008,2017,0.0,2018/7/1,2019/6/30,-0.159046186,0.96730004,0.339347704,0.461562223,0.156565229
600008,2018,0.0,2019/7/1,2020/6/30,-0.135997238,0.962450972,0.088810438,0.601375851,0.355011462
600008,2019,0.0,2020/7/1,2021/6/30,0.074377031,0.636317144,0.291096977,0.514684621,0.510989174
600009,2014,0.0,2015/7/1,2016/6/30,-0.181446427,0.885623708,0.233707453,0.684987695,0.873857597
600009,2015,3.21e-05,2016/7/1,2017/6/30,0.432962986,0.63797697,0.126238252,-0.000350177,0.356611176
600009,2016,1.47e-05,2017/7/1,2018/6/30,0.483023948,0.592860605,-0.180520545,-0.970577422,-0.097482124
600009,2017,3.03e-05,2018/7/1,2019/6/30,0.503389226,0.851059524,-0.197866518,-1.161360637,-0.338471179
600009,2018,0.0,2019/7/1,2020/6/30,-0.146341033,1.021468721,-0.064882913,-1.071342049,0.22348851
600009,2019,0.0,2020/7/1,2021/6/30,-0.335967469,0.78536534,0.272153933,-0.175791321,0.188098437
600010,2014,0.0,2015/7/1,2016/6/30,-0.458260224,1.235889952,0.62827275,-0.972173907,-1.327292543
600010,2015,9.41e-06,2016/7/1,2017/6/30,0.056129038,1.125232675,-0.096750746,-1.01361332,-0.860927601
600010,2016,3.56e-05,2017/7/1,2018/6/30,-0.303133487,1.228988832,-0.153343981,0.539255041,0.332597084
600010,2017,7.05e-05,2018/7/1,2019/6/30,0.077637286,0.951586309,-0.105395709,0.569551045,0.37608553
600010,2018,4.32e-05,2019/7/1,2020/6/30,-0.368155757,0.850930165,0.364232083,0.471572437,0.151613694
600010,2019,1.62e-05,2020/7/1,2021/6/30,0.413797336,0.682834021,-0.461594184,1.111316716,0.630516375
600011,2014,0.0,2015/7/1,2016/6/30,-0.457046085,1.17640133,0.320842193,-0.555040442,0.178667591
600011,2015,7.95e-06,2016/7/1,2017/6/30,0.065554606,0.690883433,-0.003883434,-0.559125983,0.296189144
600011,2016,1.59e-05,2017/7/1,2018/6/30,-0.133293894,0.431193464,0.157381392,0.219838564,-0.010166363
600011,2017,2.18e-05,2018/7/1,2019/6/30,-0.019653309,0.518193775,-0.281197474,0.112268395,-0.157102196
600011,2018,6.31e-06,2019/7/1,2020/6/30,-0.333128659,0.578308834,0.037774444,0.268442538,0.417409049
600011,2019,1.25e-05,2020/7/1,2021/6/30,0.013330811,0.792733356,0.089058097,0.543892218,1.384934802
600012,2014,0.0,2015/7/1,2016/6/30,0.103906658,1.124979507,-0.403546336,-0.148951289,-0.33449727
600012,2015,1.1e-05,2016/7/1,2017/6/30,-0.054744748,0.950287125,0.153796784,0.186660553,-1.108632168
600012,2016,9.56e-06,2017/7/1,2018/6/30,-0.557967861,1.141247009,0.538221808,0.377089186,-0.303126811
600012,2017,2.95e-05,2018/7/1,2019/6/30,0.087653018,0.992262445,-0.06238768,0.909989731,0.525200778
600012,2018,9.63e-06,2019/7/1,2020/6/30,-0.159473906,0.898661468,0.0586598,0.302490366,0.437664362
600012,2019,2.04e-05,2020/7/1,2021/6/30,0.278813394,0.66107341,0.191746024,0.212838019,0.680047026
600017,2014,6.93e-05,2015/7/1,2016/6/30,-0.509218234,1.186282645,-0.131158442,0.508920475,-0.211007562
600017,2015,6.43e-05,2016/7/1,2017/6/30,0.097170587,0.887799428,-0.354656417,0.278020665,-0.443349984
600017,2016,0.000103094,2017/7/1,2018/6/30,-0.293678742,0.944804936,-0.167024219,0.650154753,0.167868342
600017,2017,9.59e-05,2018/7/1,2019/6/30,-0.026972413,0.977708035,0.216134488,0.953259121,0.430586531
600017,2018,5.55e-05,2019/7/1,2020/6/30,-0.213852602,0.940310586,0.175199142,0.702484915,0.600576402
600017,2019,2.93e-05,2020/7/1,2021/6/30,0.069566574,0.88125176,0.130058716,0.713011958,0.584302682
600018,2014,0.0,2015/7/1,2016/6/30,-0.366000543,1.00442065,0.143646358,-0.291481544,0.139510253
600018,2015,3.38e-05,2016/7/1,2017/6/30,0.261173003,0.743606411,-0.168999156,-0.530204017,0.191925477
600018,2016,2.25e-05,2017/7/1,2018/6/30,-0.02654833,0.455790966,-0.082575817,-0.26101101,0.135426105
600018,2017,4.58e-05,2018/7/1,2019/6/30,0.152847414,0.821266971,0.064524575,0.002828279,0.058909871
600018,2018,4.5e-05,2019/7/1,2020/6/30,-0.393810731,1.131301379,0.228762387,0.447005525,0.325009467
600018,2019,4.14e-05,2020/7/1,2021/6/30,0.154511322,0.974197767,0.662465025,0.326561362,0.701465231
600019,2014,9.82e-06,2015/7/1,2016/6/30,-0.442440228,1.18936736,0.763605203,-0.772494061,-1.15436074
600019,2015,9.77e-06,2016/7/1,2017/6/30,0.399665009,1.280810209,-0.310400328,-1.732959089,-1.87672163
600019,2016,0.0,2017/7/1,2018/6/30,0.20293322,1.19035996,-0.200521974,0.072018047,0.905822128
600019,2017,8.1e-06,2018/7/1,2019/6/30,-0.112947271,1.116882602,-0.022732904,-0.136792403,1.123081965
600019,2018,0.0,2019/7/1,2020/6/30,-0.267390249,0.954599214,0.306257663,0.033148903,0.531400205
600019,2019,1.53e-05,2020/7/1,2021/6/30,0.721657076,0.960056239,-0.250873608,0.465691327,0.977824211
600020,2014,0.0,2015/7/1,2016/6/30,-0.414398135,1.189437856,-0.120969815,0.82952542,0.565525897
600020,2015,0.0,2016/7/1,2017/6/30,0.163810307,0.994337871,-0.145263196,0.546467207,0.29025141
600020,2016,1.75e-05,2017/7/1,2018/6/30,-0.250466208,1.136214913,-0.219218995,0.889650089,0.699247102
600020,2017,9.08e-06,2018/7/1,2019/6/30,0.435244643,0.813512015,-0.121097212,1.083229599,0.029465588
600020,2018,8.44e-06,2019/7/1,2020/6/30,-0.32177277,1.154936433,0.203518697,0.70717322,0.356206092
600020,2019,8.23e-06,2020/7/1,2021/6/30,-0.082296432,0.619655094,0.119633405,0.27700893,0.43668982
600021,2014,2.29e-05,2015/7/1,2016/6/30,-0.515981163,1.244086754,-0.028330724,-0.018816197,-0.911511835
600021,2015,0.0,2016/7/1,2017/6/30,0.208227258,0.25705324,-0.797741236,-0.996675086,-1.069968288
600021,2016,1.01e-05,2017/7/1,2018/6/30,-0.437632191,0.544369333,0.338167379,-0.042895975,-0.260954047
600021,2017,1.61e-05,2018/7/1,2019/6/30,0.319679114,0.769405016,0.159681758,0.344049794,0.055096726
600021,2018,7.23e-06,2019/7/1,2020/6/30,-0.145612125,0.715783322,0.045804926,0.256088819,0.19036428
600021,2019,1.36e-05,2020/7/1,2021/6/30,-0.066015263,0.535470724,-0.038809903,0.418434151,0.50070421
600022,2014,2.03e-05,2015/7/1,2016/6/30,-0.599228892,1.127493134,0.708466894,0.67423828,-0.897598402
600022,2015,9.68e-06,2016/7/1,2017/6/30,0.113267988,1.084338977,-0.178248252,-0.129771093,-0.413677378
600022,2016,9.59e-06,2017/7/1,2018/6/30,-0.030496947,1.085192729,-0.282183513,0.758871195,0.369139598
600022,2017,2.1e-05,2018/7/1,2019/6/30,-0.184773582,0.969885086,-0.152880835,0.807869351,0.964093598
600022,2018,2.99e-05,2019/7/1,2020/6/30,-0.239387302,0.865173427,0.390879999,0.48223803,0.287722862
600022,2019,1.93e-05,2020/7/1,2021/6/30,0.345079072,0.684204633,-0.457278834,1.121543481,0.747562019
600023,2014,0.0,2015/7/1,2016/6/30,-0.469073033,1.282389449,0.244700653,-0.179874683,-0.128052665
600023,2015,1.19e-05,2016/7/1,2017/6/30,0.101449568,0.805496712,-0.078484114,-0.599947768,-0.089903579
