asset,beta_bri,year,br,compounded_xret,compounded_xret_beta,rank_beta,rank_br,compounded_xret_2014,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,lag_me
600771,0.026527322,2018,1e-05,-0.287985275,-0.51371817,0.585784314,-0.678921569,-0.302975744,0.993281577,-0.461005971,-0.852060192,-0.225308554,12160134.211666664
600773,0.034866606,2018,1.12e-05,-0.128643573,-0.040001875,0.713235294,-0.468137255,-0.493673365,1.026234906,0.902587093,-0.398944652,-0.074882407,5874423.73416667
600775,-0.005091308,2018,7.5e-06,-0.343091707,1.179030804,-0.191176471,-0.953431373,0.026116977,1.16589303,0.587944122,-1.763689127,0.772873558,4433574.424999995
600787,0.055396633,2018,3.59e-05,-0.24561322,-0.267958651,0.894607843,0.544117647,-0.549606167,1.162100855,0.892837996,0.29253063,0.16232299,14245353.848333335
600790,0.008716803,2018,1.4e-05,-0.113060547,0.047878186,0.205882353,-0.154411765,-0.139554175,0.938416734,0.794839292,0.358624755,-0.106000033,5613281.258333329
600801,0.015644531,2018,1.12e-05,0.153397585,0.94144554,0.365196078,-0.468137255,0.18786206,1.390804297,-0.052043016,1.411942631,-0.42861828,16233121.485000007
600809,0.011843215,2018,2.56e-05,1.106448112,0.095187516,0.281862745,0.308823529,-0.386909973,1.410852209,-0.70742288,0.363084867,-0.39857586,44340089.701666735
600825,0.057211921,2018,1.04e-05,0.201024409,0.205101057,0.901960784,-0.620098039,-0.215201768,0.94965793,1.407823278,-0.630408108,-0.080348959,5094699.010000001
600826,0.008467122,2018,4.28e-05,-0.066885984,-0.164668886,0.203431373,0.669117647,-0.279051338,0.955595466,0.406197221,-0.044960026,-0.692595996,5485525.970833339
600859,-0.003117348,2018,9.35e-06,1.956516274,-0.275100893,-0.120098039,-0.767156863,-0.335858154,1.245774212,0.449689818,0.660100901,-0.185189614,5648131.914999998
600862,0.027966081,2018,2.05e-05,0.876603731,0.440485341,0.605392157,0.075980392,-0.430557021,1.154346221,1.028024432,-0.986259481,1.145596187,5787130.889999997
600863,0.020894189,2018,1.75e-05,-0.2050297,0.380339929,0.475490196,-0.014705882,-0.22435186,0.761212398,0.419975042,0.020100492,0.165475351,14180635.648333339
600869,-0.012402627,2018,7.37e-05,-0.12585777,-0.056717398,-0.384803922,0.911764706,-0.167817744,0.587394215,0.826686403,0.215234863,-0.198991665,10740300.71416667
600879,-0.000269426,2018,1.01e-05,0.029791647,-0.137019117,-0.051470588,-0.671568627,-0.320575471,0.941167248,0.305645673,-1.185332601,0.832782451,16535339.404999996
600887,0.023446132,2018,3.13e-05,-0.056965632,0.208693626,0.536764706,0.465686275,-0.283605628,1.045579241,-0.723487162,0.241011912,-0.111668536,163584749.21333304
600894,0.006552377,2018,3.69e-05,-0.120221785,0.310255212,0.12745098,0.566176471,-0.412439317,1.037686801,1.342904817,0.691726793,-0.187305683,5873437.293333336
600897,-0.02225413,2018,5.33e-05,-0.2685826,0.276989934,-0.56372549,0.776960784,-0.018115072,0.722309625,0.156179169,-0.031258506,0.475398388,6185513.699999996
600900,0.025266192,2018,1.08e-05,0.082338647,0.092655935,0.56372549,-0.544117647,0.044564236,0.335795064,-0.302100138,0.207993657,0.159533729,184699125.6066666
600917,0.000803772,2018,1.25e-05,0.022346017,0.018266819,-0.022058824,-0.264705882,-0.358679192,0.82314158,0.935646948,0.3299481,0.242010224,11830786.66666667
600936,0.011389593,2018,3.01e-05,-0.218334112,0.014360485,0.272058824,0.43627451,-0.457628376,1.016278272,1.147047839,-0.202715807,-0.123958563,5983903.224999994
600967,-0.031575842,2018,2.05e-05,-0.083668315,-0.132111342,-0.68872549,0.075980392,-0.147961863,0.824146021,0.034100284,-0.978830562,-0.2153317,11981415.804166658
600970,-0.020050606,2018,4.4e-05,-0.146335123,-0.013650003,-0.534313725,0.68627451,-0.442852772,1.391886947,0.811891336,0.647882802,0.185426307,12450770.575833334
600977,0.027681561,2018,8.38e-06,-0.157900424,-0.017567233,0.602941176,-0.892156863,-0.064319773,1.104621045,0.314936152,-0.002855528,0.004525886,8530087.499999998
600988,0.019323841,2018,1.68e-05,0.91648406,0.238158993,0.43627451,-0.041666667,-0.390069963,0.282841578,-0.077496121,-1.019699306,-0.074590782,6985085.383333328
601000,-0.019393228,2018,3.32e-05,-0.16861654,0.182428401,-0.519607843,0.49754902,-0.341652975,1.069350809,0.900676551,0.514273121,0.090672615,16326355.840833334
601003,0.037843893,2018,1.39e-05,-0.170359097,-0.207880941,0.745098039,-0.161764706,-0.127695992,1.21520434,0.261808184,0.861317807,-0.054090436,19289290.1525
601016,0.017907253,2018,3.79e-05,-0.196293047,-0.071376482,0.414215686,0.595588235,-0.295825013,1.051168687,1.367342492,0.57572084,-0.170009768,11826031.166666666
601018,0.038808244,2018,7.63e-06,-0.199203557,0.048222047,0.75,-0.93627451,-0.371283164,0.867442422,0.641825867,0.24053007,-0.25375513,57258666.666666746
601021,0.014156078,2018,6.28e-05,-0.228904368,0.271838736,0.323529412,0.855392157,-0.15522694,0.999225076,-0.238183924,0.219660962,0.084362145,27225157.629166678
601058,0.022268713,2018,1.97e-05,0.203153494,0.224733829,0.504901961,0.053921569,-0.380905629,0.780927998,1.197067251,0.125019413,0.277148313,6143732.875000003
601069,0.0950779,2018,4.32e-05,-0.114293261,-0.096010165,0.975490196,0.671568627,-0.076643463,0.130500284,-0.399560758,-1.088222325,-0.449156014,10516259.999999998
601088,0.001510996,2018,1.38e-05,-0.211532026,0.056250892,-0.007352941,-0.166666667,-0.199203267,0.938259455,-0.015495645,0.998316326,-0.086809274,339041997.8225001
601098,-0.035418589,2018,1.92e-05,-0.127809741,0.088609058,-0.737745098,0.039215686,-0.066968711,0.565757855,0.038787141,-0.44720493,0.094470926,22675996.666666646
601107,0.012179003,2018,3.4e-05,-0.14949923,0.191440387,0.286764706,0.50245098,-0.144031078,0.799307029,1.133289675,0.523935585,0.022501062,7899407.849999997
601113,0.065124914,2018,8.52e-06,-0.311264038,0.068991158,0.928921569,-0.879901961,-0.443549106,0.762115157,1.218326409,0.810313339,-0.680191609,6865845.083333336
601117,-0.06177716,2018,5.83e-05,-0.103501125,-0.10170529,-0.919117647,0.823529412,-0.206744529,1.012456644,0.525189075,0.441113466,0.104156034,33009991.666666657
601126,0.004996195,2018,2.42e-05,-0.003498818,0.193198929,0.080882353,0.259803922,-0.341995297,1.000412405,1.468059547,0.653079443,-0.301742343,4667607.279999999
601139,0.006903113,2018,1.15e-05,0.156226373,0.036732314,0.139705882,-0.416666667,-0.133535001,0.756980606,0.695077135,0.560989005,0.027370961,16474552.01916665
601168,0.006271761,2018,9.62e-06,-0.088319355,0.000747279,0.120098039,-0.732843137,-0.291241403,0.965508965,0.542043718,0.52890747,-0.245823786,15831063.33333333
601179,0.014878505,2018,7.38e-05,0.313400007,0.065799943,0.343137255,0.914215686,-0.232062593,1.012871063,0.8133844,0.351422886,-0.174747619,19128084.309166674
601186,0.009436923,2018,3.99e-05,-0.153168879,0.162119056,0.223039216,0.62254902,-0.017775901,1.166537109,-0.158441048,0.605146108,-0.238523969,119442032.44416662
601212,0.068240973,2018,3.77e-05,-0.428257935,0.060255414,0.941176471,0.588235294,-0.569396243,0.541965147,0.544748745,-1.243133141,-0.464953228,8360846.969166666
601216,0.034501717,2018,8.99e-06,-0.135352098,0.02651387,0.708333333,-0.825980392,-0.413250789,1.211101551,1.306491722,0.557665495,0.020422445,27742326.062222242
601222,-0.017372454,2018,2.71e-05,0.192173234,-0.064509176,-0.468137255,0.370098039,-0.526267788,1.137857404,0.929543218,0.029029895,0.181973347,10299453.298333338
601226,-0.001181159,2018,5.01e-05,-0.188910408,0.181052924,-0.078431373,0.75,-0.33169603,0.802532889,0.803163029,-0.408839925,-0.141599691,4980937.499999995
601228,0.020258243,2018,1.81e-05,-0.274028503,-0.280851911,0.463235294,-0.007352941,-0.357666987,0.877786105,0.725755201,0.204471186,-0.160497153,6733033.649999998
601238,-0.057928103,2018,2.49e-05,-0.172437326,0.001607912,-0.909313725,0.286764706,-0.406062759,0.905429149,-0.075287993,0.084216839,-0.059102159,75282422.72750004
601339,0.002686425,2018,2.41e-05,-0.255456543,-0.194574164,0.029411765,0.25245098,0.055459015,0.750803662,0.570687867,0.442079092,-0.006323501,8000000.0
601369,-0.017983124,2018,8.65e-05,0.000298162,0.020453376,-0.490196078,0.950980392,-0.194621198,0.939216169,0.776431857,-0.054649386,0.181945192,10889628.197999993
601567,-0.035360238,2018,1.07e-05,0.199543289,-0.172708624,-0.735294118,-0.571078431,-0.408090224,0.786561602,1.012658898,0.448143596,-0.418941307,10311744.90666668
601588,0.015086463,2018,3.18e-05,-0.262187869,0.082746697,0.350490196,0.475490196,-0.524653305,1.025532128,1.014347695,0.26020909,0.600902825,10094700.000000002
601607,-0.032589856,2018,6.63e-06,0.021134746,-0.240774856,-0.700980392,-0.982843137,-0.297443412,0.896797028,-0.110860041,-0.052686117,-0.292689629,42700374.52083329
601608,0.034319879,2018,2.64e-05,-0.219856686,0.641218843,0.700980392,0.352941176,-0.377301841,0.944716898,-0.035965923,-1.908235425,-0.07405163,13087749.552500004
601611,0.01939693,2018,5.9e-05,-0.212017881,-0.023692352,0.441176471,0.833333333,-0.369961172,1.036644557,0.859478536,-0.021201761,0.008587947,8074311.000000001
601618,0.025624857,2018,3.83e-05,-0.167807849,-0.081844492,0.566176471,0.600490196,-0.353999592,0.898359619,0.279916804,0.229664741,0.074062089,64209920.283333324
601636,-0.014134515,2018,1.04e-05,0.578299075,-0.065795695,-0.426470588,-0.620098039,-0.365736295,1.271737943,0.702888095,0.310063843,0.281825591,12538168.342499996
601668,-0.025572944,2018,6.23e-05,-0.15181342,0.06791609,-0.600490196,0.852941176,-0.104082506,1.086526047,-0.044581857,0.808214217,0.313634012,245559092.98166642
601669,-0.001543286,2018,0.000121763,-0.343472837,-0.0278354,-0.093137255,0.990196078,-0.325785426,0.94462642,0.234804586,0.362489005,-0.080193591,61913781.19000003
601717,-0.017874414,2018,9.34e-06,0.041658501,-0.022912253,-0.487745098,-0.769607843,-0.16460685,0.807843525,0.562545368,0.218879314,-0.101997052,9163723.191666659
601766,0.044364127,2018,6.89e-05,-0.308199893,0.055989411,0.799019608,0.887254902,-0.25167936,0.874976306,-0.060226559,0.146699917,0.17498371,209811472.94083342
601777,-0.00904941,2018,9.06e-06,0.030849334,-0.192400413,-0.296568627,-0.81127451,-0.483467582,1.157436201,1.253769575,-0.122544442,0.164444048,6462335.474166662
601800,-0.02771287,2018,2.99e-05,-0.32832488,0.000729863,-0.644607843,0.431372549,-0.114327077,1.144476696,0.186012476,0.841221619,-0.353421895,149072417.54416665
601872,0.003567136,2018,1.52e-05,0.359076454,0.202156002,0.044117647,-0.090686275,-0.163674282,0.810553289,0.440411141,0.156847498,-0.030369316,17943436.97583333
601877,-0.085181497,2018,3.88e-05,0.175303258,0.028070618,-0.973039216,0.615196078,-0.050403958,0.995952934,0.262588447,0.438667473,0.215830773,41212498.3675
601880,0.012273319,2018,2.01e-05,-0.197477251,0.094147641,0.289215686,0.06127451,-0.339592165,0.761355798,0.661208599,0.304201861,-0.140395641,16870534.11666666
601888,-0.034372627,2018,6.19e-05,0.712272388,0.364905473,-0.723039216,0.848039216,0.377786207,0.918818685,-1.172681401,-0.077687378,-0.940989146,115746004.37416662
601899,-0.007283715,2018,5.35e-06,0.181889253,0.028722768,-0.254901961,-0.995098039,-0.265584588,0.845174877,-0.275214113,-0.107155685,0.159320804,63038946.34916663
601919,-0.013509633,2018,7.59e-05,-0.319493986,0.005028107,-0.419117647,0.919117647,-0.412548793,1.218744373,0.529240611,0.378536082,-0.04711361,38464709.5716666
601928,0.001203942,2018,1.02e-05,-0.138082827,0.307960433,-0.012254902,-0.656862745,-0.010782541,0.811502469,0.944771285,0.440295037,-0.223342628,17771884.999999996
601965,0.012853363,2018,1.1e-05,0.231601967,-0.12674717,0.303921569,-0.504901961,-0.147891148,0.771367013,0.96854432,0.61570746,-0.369566831,7223266.701666665
601985,0.026831107,2018,4.71e-05,-0.259827104,-0.011090978,0.593137255,0.727941176,-0.27973867,0.777890119,0.145525071,0.047928914,0.045552208,63242372.60833333
601989,0.032421795,2018,1.4e-05,-0.29059477,0.359857946,0.669117647,-0.154411765,-0.304123036,0.921481049,0.190019535,-0.475215686,0.411269615,86177414.71083353
601991,0.028072671,2018,7.56e-06,-0.303431056,0.03418296,0.610294118,-0.943627451,-0.230525694,0.715296334,0.286471358,0.130666063,0.103310125,33855894.50000003
603018,0.003658735,2018,1.08e-05,-0.058518249,0.169213586,0.049019608,-0.544117647,-0.097978376,0.69897379,0.47827522,0.020976301,-0.010170762,5234851.600833331
603077,0.01399737,2018,1.14e-05,-0.316031155,0.081960554,0.318627451,-0.431372549,-0.19306314,0.683885654,0.872842929,0.261028164,-0.353594231,16161934.069166673
603126,-0.007486545,2018,5.96e-05,-0.291756114,-0.109247622,-0.262254902,0.838235294,-0.474943339,1.128055364,1.706364748,0.450395075,0.000756355,4267394.999999997
603128,-0.005110053,2018,3.59e-05,-0.384462344,0.588917276,-0.193627451,0.544117647,-0.353299929,1.11943895,0.391236224,-0.028408764,-0.126375013,6203139.5275
603167,0.03027599,2018,1.14e-05,-0.217843101,0.070306989,0.644607843,-0.431372549,-0.219534238,0.812219021,1.002618925,0.808182822,0.068340392,4691073.92833333
603169,-0.000820101,2018,3.58e-05,-0.433289935,0.428721227,-0.06372549,0.536764706,-0.498788774,1.195569781,1.823855667,0.174040463,-0.373979604,5975977.97333333
603306,0.037688717,2018,1.25e-05,0.068141544,-0.210170427,0.737745098,-0.264705882,-0.351311014,0.611167637,0.309760624,-0.202727623,0.124495428,4892452.395000004
603338,0.016039703,2018,1.17e-05,0.787102376,0.755723472,0.375,-0.375,-0.006589465,0.974892922,0.218537885,0.105199851,0.372995892,10372198.715833325
603517,0.045652853,2018,1.21e-05,0.791940942,0.280182243,0.81127451,-0.318627451,-0.164370143,0.96770327,-0.08175511,0.175292103,-0.250474122,5664273.785833337
603609,0.003740158,2018,2.79e-05,0.258958401,0.253216213,0.051470588,0.387254902,-0.130820522,0.516032671,0.198299241,-0.185105097,-1.019623121,7194524.987500008
603660,-0.040098151,2018,1.01e-05,-0.42109082,-0.046014579,-0.779411765,-0.671568627,-0.333802537,1.136004183,0.148025864,-1.203045908,0.385392514,5108355.479166668
603699,0.024523816,2018,3.47e-05,0.351364085,-0.171379166,0.546568627,0.512254902,-0.378877235,0.57049419,0.625571265,0.010045924,-0.33620265,11514375.000000007
603766,0.004291656,2018,4.46e-05,-0.090348266,-0.227405161,0.06127451,0.693627451,-0.384173809,1.112875949,1.076531576,0.646452919,-0.023026546,11355860.684166672
603858,0.037797878,2018,4.61e-05,0.52437344,-0.194726012,0.742647059,0.715686275,-0.335489992,0.950587651,0.0085962,-0.511622748,-0.039904284,14060383.525833346
603869,-0.027858745,2018,9.85e-06,-0.13212328,0.102584395,-0.647058824,-0.705882353,-0.292955088,1.111387014,0.211096272,-0.786338328,0.599163548,4274873.495000002
603885,0.018860019,2018,3.12e-05,-0.308464569,-0.16280574,0.428921569,0.458333333,-0.181593147,1.227800872,-0.24690152,0.077279036,0.100808093,19086600.36666668
8,-0.009676211,2016,5.16e-05,-0.322403628,-0.340896118,-0.195476575,0.757673667,-0.22107741,0.886615942,-0.202230401,-0.872531972,0.280459994,14590134.670000004
12,0.018372956,2016,3.83e-05,-0.296138339,-0.198277905,0.243941842,0.621970921,-0.139967156,1.46844093,0.721799332,0.006927909,0.104842224,14772961.196666665
21,-0.021486313,2016,2.51e-05,-0.2112828,-0.228081148,-0.363489499,0.321486268,-0.225731795,1.060231051,0.505004565,-0.235986264,0.426970377,14364985.696666656
36,0.044231746,2016,2.48e-05,-0.28155691,0.091975865,0.583198708,0.308562197,-0.076672053,0.878585385,0.950403522,0.754201542,-0.050302128,9481607.569166668
39,0.05418576,2016,2.01e-05,-0.272276566,0.273429266,0.670436187,0.0726979,-0.303959953,1.071228745,0.511519261,-0.199160589,0.117574674,17950400.25166667
60,-0.03631131,2016,9.04e-06,-0.339990675,0.061161393,-0.55088853,-0.886914378,-0.216862752,1.728704827,-0.268335656,-0.686516576,-0.219507638,23464685.968333334
65,-0.04954178,2016,8.13e-05,-0.520266378,0.090783823,-0.705977383,0.909531502,0.318440355,0.963377407,1.059215084,-0.363177516,-0.490647341,8186870.1949999975
70,-0.019887329,2016,3.41e-05,-0.390256724,-0.113351472,-0.331179321,0.525040388,-0.223307474,1.008635636,1.141974571,0.174581346,-0.240415905,6756982.239166667
88,-0.05390295,2016,2.63e-05,-0.381722289,0.614701504,-0.754442649,0.360258481,-0.182451411,1.05413304,1.062781404,-0.041666918,-0.608288087,13279346.980833335
89,0.033396623,2016,2.58e-05,-0.174571306,0.091190642,0.457189015,0.34733441,-0.027731754,1.108940899,-0.047220034,0.400567865,0.202039353,16963281.789166667
90,-0.029972222,2016,1.66e-05,-0.322281195,0.265611036,-0.486268174,-0.056542811,-0.204961915,0.985631453,1.357500422,0.952667686,-0.159755776,7267703.930833336
157,0.033094591,2016,6.66e-05,-0.069239394,0.108810457,0.453957997,0.857835218,-0.134889141,0.962650178,0.528927258,0.510555722,-0.127654796,27404718.78833333
158,-0.049328835,2016,2.27e-05,-0.437159726,0.120653597,-0.702746365,0.211631664,-0.393765052,1.038078648,1.284942615,0.249925006,0.07191838,9695175.71416667
338,0.001038612,2016,9.65e-06,0.35691073,0.703547209,-0.050080775,-0.828756058,0.038438048,1.227888207,0.250646537,0.347866547,0.010856204,18315579.00083333
400,0.03669429,2016,2.63e-05,-0.568676677,0.146059273,0.49273021,0.360258481,-0.073998779,1.144283554,0.554193742,-0.274537809,-0.083895491,11260059.161666676
425,0.020734499,2016,4.28e-05,0.125090687,0.212643396,0.273021002,0.683360258,-0.216967906,1.189105351,0.657012979,0.611814129,-0.065581367,22714264.79583332
426,0.018948439,2016,1.66e-05,-0.211307585,0.181734796,0.260096931,-0.056542811,0.219838881,1.118480371,0.051661352,-0.896533212,0.132142845,8521820.137999993
514,0.031277666,2016,2.4e-05,-0.408399738,-0.023993552,0.424878837,0.266558966,-0.000810065,0.869008817,0.536910037,-0.693821297,-0.535496139,7019470.145000002
516,0.027190613,2016,1.45e-05,-0.145102081,-0.057617375,0.369951535,-0.172859451,-0.113064629,0.820564425,0.383016842,-0.567590338,-0.173510424,12277255.500833334
519,-0.081762952,2016,1.06e-05,-0.392954556,-0.023501798,-0.886914378,-0.689822294,-0.135984074,1.22663662,-0.3844433,-2.281634205,0.355555512,6689318.90333333
528,0.028602389,2016,0.000126078,0.239461948,0.330033373,0.379644588,0.983844911,-0.118026238,1.486011407,0.629804082,0.445489013,-0.047872491,7718998.083333336
550,-0.006545808,2016,1.24e-05,-0.322048705,-0.128031567,-0.153473344,-0.43457189,-0.075864434,1.175109669,0.802956975,1.111774444,-0.104660742,13651767.31916668
592,0.053750366,2016,1.04e-05,-0.491078769,-0.198230554,0.66720517,-0.731825525,-0.333922734,1.196601088,1.774377607,0.977174434,0.282944325,12101067.23916666
596,0.037590204,2016,1.22e-05,0.737688234,0.059046798,0.508885299,-0.460420032,0.230557871,1.282538458,0.79274774,1.302857384,-0.555149421,15780947.308333337
598,-0.025136203,2016,9.9e-05,-0.274946063,0.059641307,-0.431340872,0.948303716,-0.197836318,1.101963715,1.033873999,0.535083139,-0.237183822,16884577.678333346
625,0.022091418,2016,1.05e-05,-0.385535638,0.087712744,0.305331179,-0.709208401,-0.091775553,1.565694036,-0.338635737,0.885229736,0.487126232,52742080.63083333
626,0.202967848,2016,2.1e-05,-0.62390293,-0.422002697,0.996768982,0.111470113,0.130633191,1.240689699,0.303800814,-1.563681328,0.437813409,12155688.962727265
652,0.008856205,2016,2.96e-05,-0.413523496,0.137120069,0.053311793,0.444264943,-0.236435781,1.18758349,0.75395147,-0.981404277,-0.305701665,7483482.747499996
665,-0.043944392,2016,5.22e-05,-0.288203868,-0.187279073,-0.634894992,0.767366721,-0.276981671,0.990744375,0.863554302,0.0313681,0.101419218,6714719.229999994
703,-0.01618948,2016,1.08e-05,0.457012197,0.432433396,-0.285945073,-0.673667205,0.332861841,1.014180626,-0.196814034,-0.465827106,-0.181614355,13331787.56083333
709,-0.013805455,2016,2.25e-05,-0.283341963,0.533809538,-0.253634895,0.185783522,-0.001847004,1.301537337,-0.355873533,-1.160047381,-0.065780225,32523096.705000002
719,0.026458192,2016,1.1e-05,-0.35353209,-0.007831195,0.366720517,-0.634894992,-0.266805626,1.009901265,0.379178277,-0.191296259,0.04916968,7301621.946000004
751,-0.053621187,2016,1.4e-05,-0.34630384,-0.125511473,-0.751211632,-0.211631664,-0.127311746,1.322164918,-0.071151074,-0.850121114,-0.215436923,7797715.510000005
758,-0.050272274,2016,0.000122255,-0.367995445,-0.106572785,-0.709208401,0.974151858,0.061000158,1.439872341,-0.141580001,-1.192562221,-0.199204003,14885928.229166657
761,0.01362258,2016,1.26e-05,-0.239338328,-0.269549594,0.147011309,-0.379644588,-0.047060093,1.228814969,0.065462944,-0.291149329,0.565434642,16055759.999999994
767,-0.024693283,2016,4.36e-05,-0.267906237,-0.066676818,-0.421647819,0.693053312,-0.343147742,1.006785411,0.579474651,0.052177532,-0.056002974,8404564.766666664
778,-0.045668273,2016,1.02e-05,-0.368162134,0.431516023,-0.651050081,-0.770597738,-0.210940706,1.338907607,-0.185334526,-1.208569666,-0.275557019,18032618.1725
786,0.039145679,2016,8.38e-06,0.171350969,0.740299391,0.525040388,-0.935379645,-0.131355766,1.306208236,1.040048464,0.538612811,-0.339286805,13502174.12333334
792,-0.023968037,2016,8.6e-06,0.019824261,-0.266443985,-0.411954766,-0.925686591,-0.267864961,1.269803527,0.273222096,-0.271474207,-0.122371005,29832973.353333343
793,-0.023194247,2016,8.32e-06,-0.174106227,0.009021453,-0.392568659,-0.938610662,-0.257234069,0.595500329,0.568623948,-0.104828861,-0.144599139,18270891.689166646
797,0.093327018,2016,8.88e-05,-0.273567167,0.243951925,0.851373183,0.932148627,-0.167792044,1.026789285,0.798086763,0.335665139,-0.260995594,6824140.540000006
807,-0.061515975,2016,2.21e-05,-0.286642085,0.085846702,-0.780290792,0.163166397,-0.082395507,1.637605924,-0.619556066,-1.1863944,-0.151570406,11295225.926666657
858,0.069595274,2016,1.5e-05,0.345571663,0.760743397,0.757673667,-0.137318255,0.274064577,1.334749011,0.487255926,1.72045297,-0.400347582,118622786.44833343
863,0.095169711,2016,5.38e-05,-0.389122893,-0.208146349,0.864297254,0.793214863,-0.281201141,1.149049088,0.070445614,0.193172093,0.104916257,8298717.677499992
926,-0.032329959,2016,1.02e-05,-0.405943588,0.046406789,-0.512116317,-0.770597738,-0.238437729,0.798081055,0.384555312,0.308608931,0.002789437,7111542.09833333
951,0.009815078,2016,1.47e-05,-0.100083177,0.606684826,0.088852989,-0.163166397,0.187682578,1.443167377,0.040229914,-0.129381996,-0.36085743,7591361.420000005
957,0.061491507,2016,1.45e-05,-0.42457208,-0.485589876,0.712439418,-0.172859451,0.297797794,1.043458897,1.047075891,-0.433248989,-0.160387344,7310294.187500003
960,0.018512687,2016,9.11e-06,-0.130918592,0.159956779,0.250403877,-0.877221325,-0.040080975,1.651124471,0.047900931,-0.380912877,0.24837521,14309916.58166667
969,0.044903779,2016,1.24e-05,-0.295104282,-0.387457016,0.589660743,-0.43457189,-0.200552284,1.394549644,0.294115817,-0.791768697,0.082806396,10350415.411666663
998,-0.021747716,2016,4.05e-05,-0.151126695,0.143081353,-0.379644588,0.654281099,-0.102215953,0.605955962,-0.166854267,-0.285079564,-0.391053954,15758179.355833342
1696,0.022828478,2016,1.21e-05,-0.353815792,-0.294641262,0.311793215,-0.476575121,-0.308101693,1.137021597,0.586739883,-0.398904364,0.116368942,8845601.391666668
2010,-0.02786721,2016,1.36e-05,-0.216132861,-0.231645858,-0.460420032,-0.250403877,-0.209874816,0.55097223,-0.014038321,-0.321630921,-0.26087658,7451043.510833328
2023,0.046088715,2016,1.12e-05,0.203060483,-0.410435025,0.612277868,-0.615508885,-0.257042834,1.180430916,0.211266114,-1.496539154,0.376916084,9373604.652500002
2042,-0.00102499,2016,4.48e-05,0.072037131,0.027024703,-0.085621971,0.702746365,-0.055585265,1.149678509,0.888199217,0.651980364,0.078307934,8508364.567500003
2047,0.091275504,2016,0.000404733,-0.330567085,-0.144962402,0.844911147,1.0,-0.175201119,1.726648014,0.184661225,-0.074669201,-0.219911288,7199870.000000005
2051,0.096647675,2016,9.77e-05,-0.256132146,0.26376743,0.877221325,0.945072698,0.083543707,1.363268397,1.108849182,0.485321946,-0.967296338,18647842.839999996
2063,0.00446074,2016,2.14e-05,-0.196555447,-0.335997481,0.001615509,0.134087237,-0.386118767,1.35960023,0.336824616,-0.65553934,0.19523108,7211489.403333326
2064,-0.011615951,2016,1.58e-05,-0.156093662,-0.006686405,-0.2180937,-0.092084006,-0.163583361,0.705929525,0.797859397,-0.149830729,0.029424117,7209182.443333332
2078,-0.037226227,2016,8.87e-06,0.312059689,0.508038036,-0.560581583,-0.899838449,0.179291424,1.269345451,0.641386644,0.968391151,0.490670665,13568292.742499987
2079,-0.065413286,2016,1.14e-05,-0.156300968,-0.347741741,-0.806138934,-0.592891761,-0.170775492,1.166530082,1.416762225,0.018318172,0.126267698,6897884.539166667
2081,-0.028653169,2016,1.99e-05,-0.082515716,0.095146192,-0.473344103,0.066235864,-0.215955686,1.566417147,0.465644045,0.584756916,0.007413898,25985154.62249999
2092,0.002436638,2016,6.89e-06,-0.243449597,0.489644258,-0.030694669,-0.987075929,0.358225214,1.179820537,0.973181573,0.292343352,-0.362894321,9455947.167499995
2099,-0.023255555,2016,1.31e-05,-0.226765138,-0.307977151,-0.395799677,-0.308562197,-0.292561086,0.689897376,0.432900248,-0.430704063,0.47243914,7821327.728333333
2104,0.040573595,2016,1.29e-05,-0.285876476,-0.437780542,0.554119548,-0.331179321,-0.513390118,1.075223619,1.369032689,-0.151795454,0.342317561,10525407.245000008
2121,0.021901151,2016,2.18e-05,-0.249402961,-0.27929179,0.295638126,0.147011309,-0.26521442,0.827664404,0.391591987,-0.704561402,-0.19034247,6742328.201666667
2146,0.031834198,2016,2.31e-05,-0.128880551,0.505142214,0.447495961,0.231017771,-0.15864075,1.622005523,-0.229725234,-0.028502475,0.028792227,24965708.02666667
2155,-0.025891211,2016,1.06e-05,-0.296224802,-0.280584844,-0.437802908,-0.689822294,0.254780695,0.485270466,-0.252608913,-1.107907908,0.327048133,11228604.686666675
2204,-0.076693934,2016,3.76e-05,-0.027004919,-0.005230374,-0.877221325,0.612277868,-0.123922136,1.156602941,0.176059258,-0.345776715,0.04023198,7771350.166666665
2226,0.0485486,2016,9.14e-05,-0.23082731,-0.26781652,0.634894992,0.938610662,-0.059852436,1.038807997,0.853356536,-0.610836627,0.093510262,6925841.779090905
2250,-0.092934296,2016,1.15e-05,-0.388713551,-0.016296232,-0.925686591,-0.576736672,-0.148248643,0.712175054,-0.118910281,-0.336275179,-0.161730522,8524791.665000005
2271,0.015438799,2016,8.81e-06,-0.228883491,1.132633569,0.18901454,-0.903069467,0.10085455,1.294737506,1.104014683,2.272376819,-0.015408117,10884247.239166673
2276,0.03162443,2016,9.27e-05,-0.425784572,-0.49871377,0.43457189,0.94184168,-0.506196413,1.131716032,0.403325265,-1.333972763,0.427393905,17237768.149999987
2277,-0.013751553,2016,1.12e-05,-0.289092606,0.110554625,-0.250403877,-0.615508885,0.028153259,1.235522462,1.356726658,0.513797878,0.490234252,6716606.612500002
2325,0.006098281,2016,2.25e-05,-0.499592633,-0.217771182,0.021001616,0.185783522,-0.392494704,1.334435027,0.867082528,-0.233901083,0.438505175,8244242.073333344
