Stkcd,Trdmnt,beta_bri
17,201812,116.86632539783795
17,201901,120.34794201732822
17,201902,134.088411179077
17,201903,159.20153517192213
17,201904,124.75431860593731
17,201905,96.78864065231956
17,201906,99.3901080243915
17,201907,55.70886890261375
17,201908,26.828649808413445
17,201909,28.94519093809176
17,201910,-29.042717768556443
17,201911,-28.7569173176112
17,201912,-36.43872731973875
17,202001,-33.14109952705964
17,202002,-47.36250027611539
17,202003,-83.15532240093802
17,202004,-96.46029011250724
17,202005,-88.52657324099195
17,202006,-70.76366937036865
17,202007,-102.85605663956052
17,202008,-137.04621334134185
17,202009,-128.33384328963444
17,202010,-130.76466272575522
17,202011,-256.1079881038684
17,202012,-503.4708419077663
17,202101,-680.3829873747065
17,202102,-696.381496021198
17,202103,
17,202104,
17,202105,
17,202106,
17,202107,
17,202108,595.0883107728675
17,202109,358.82292388909843
17,202110,313.0931057043289
17,202111,296.3838001095867
18,201512,-91.43368044031855
18,201601,-122.13303020235917
18,201602,-114.8897734349956
18,201603,-101.22138924859
18,201604,-59.86065786882445
18,201605,-98.17420301426952
18,201606,-101.94504265567534
18,201607,-106.64516381247267
18,201608,-136.3917201435934
18,201609,-108.41342338330254
18,201610,-139.2712899953392
18,201611,-88.06085108733063
18,201612,-71.92143174588554
18,201701,21.294747025751164
18,201702,26.862142199468455
18,201703,42.40406955061873
18,201704,52.65987574101872
18,201705,-5.388964560201114
18,201706,-5.198105841451799
18,201707,-4.812188873370614
18,201708,-4.439789507783701
18,201709,-5.547645112724263
18,201710,-5.580206842529133
18,201711,-5.555751317444916
18,201712,-4.694431208698781
18,201801,-4.225875892153994
18,201802,-5.73301337726968
18,201803,-7.907097354821637
18,201804,-9.86482947440616
18,201805,8.279504590744118
18,201806,19.67752185328007
18,201807,3.852061038959079
18,201808,1.2603671569966082
18,201809,19.949547010368462
18,201810,28.55270082486217
18,201811,17.460501983148816
18,201812,22.370885350019364
18,201901,26.54768796800178
18,201902,26.419013487534954
18,201903,42.01321946433487
18,201904,0.8244143683626817
18,201905,-15.988543797678062
18,201906,-4.227698389296165
18,201907,6.784700006762435
18,201908,6.106681447137731
18,201909,-8.895939732751927
18,201910,-19.28365032007845
18,201911,-21.62042534340344
18,201912,-24.59553821095551
18,202001,6.516771658533344
18,202002,36.639940159589855
18,202003,65.27977108710093
18,202004,
18,202005,
18,202006,
18,202007,
18,202008,
18,202009,
18,202010,
18,202011,
18,202012,
18,202101,
18,202102,
18,202103,
18,202104,
18,202105,
18,202106,
18,202107,
18,202108,
18,202109,
18,202110,
18,202111,
19,201512,60.31902158436634
19,201601,79.2479560746521
19,201602,73.28534108606775
19,201603,22.48037090469454
19,201604,58.07632357365449
19,201605,139.58101875465772
19,201606,161.03292062964317
19,201607,177.77249736512564
19,201608,224.104876280407
19,201609,184.8030593121431
19,201610,198.9563438011864
19,201611,160.22687160971856
19,201612,141.87552088441504
19,201701,165.52322103444527
19,201702,133.9427113928561
19,201703,83.52692526047011
