asset,beta_bri,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,year,br,compounded_xret,compounded_xret_beta,rank_beta,rank_br
551,-0.0163280187454001,1.0960023704993,1.4857342312097,0.38887057939489,-0.20846240158753,2019,8.66e-05,-0.149692676,0.437802743,-0.29807692307692313,0.9471153846153846
552,0.0138730302328986,1.2614974103561298,0.36570242881529,-0.27139031313296,0.61688664354556,2016,2.36e-05,-0.070912524,0.004918763,0.15347334410339264,0.2504038772213246
552,-0.0432999951338238,1.20379834315594,1.49063609483022,1.44713200594971,-0.18709031655051,2018,1.18e-05,-0.156426946,-0.153683639,-0.8235294117647058,-0.3529411764705882
554,-0.0110986315352777,1.2228179931140801,-0.4303590168454,-2.08759008728329,0.14640893418321,2017,1.83e-05,-1.28e-05,-0.282761704,-0.8290155440414508,-0.09585492227979275
560,-0.0761732864765663,0.84190473713665,-0.02885188084607,-1.40676428293272,-0.33069903735166,2016,1.64e-05,-0.175229362,-0.027119622,-0.8739903069466882,-0.06623586429725359
560,0.0048445084628579,0.8757741979146799,-0.13304737709936,-1.23242200131543,0.51116129884444,2017,6.45e-06,-0.156257873,-0.175229362,0.48963730569948183,-0.9974093264248705
561,-0.0058937546379343,1.20199190334715,0.66730188695309,-1.37822852804395,0.04691989222502,2017,1.3e-05,0.148313717,-0.42474185,-0.6580310880829016,-0.3212435233160622
561,-0.0387694720559874,0.89982988049159,1.00182514468296,-0.6790925750048,0.11936420704832999,2018,3.86e-05,0.014990246,0.148313717,-0.7647058823529411,0.6102941176470589
561,-0.0806611439548482,1.01569106046527,0.38218929105944,-1.45085552287236,0.841334374972,2019,1.68e-05,-0.073569987,0.014990246,-0.9206730769230769,-0.009615384615384581
566,0.0038929497064388,0.7270465628321999,0.44677471764957,0.0078839941242325,0.17971568622357,2017,8.79e-06,-0.503333724,-0.023022545,0.3937823834196892,-0.9067357512953368
568,-0.0031088982345066,1.15555133521723,0.81584758067492,1.8217420346247097,-0.31668376307491003,2017,1.3e-05,0.336373285,0.185581623,-0.4326424870466321,-0.3212435233160622
