asset,beta_bri,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,year,br,compounded_xret,rank_beta,rank_br,choice,industry
2623,0.003986706,0.009505427,0.025287311,0.004451366,0.001415978,2017,0.0,-0.150154895,-0.1044937025,-0.55462922325,0,C30
2623,0.021058512,0.012405046,0.007964264,-0.006459266,0.000877874,2018,0.0,1.920138181,-0.1044937025,-0.55462922325,0,C30
2623,-0.030500612,0.010184837,0.009490867,0.000649455,0.001508136,2019,0.0,-0.049624558,-0.1044937025,-0.55462922325,0,C30
2624,-0.109562039,0.00166163,0.02251457,0.004310049,-0.004766282,2016,0.0,-0.105072458,-0.1850536325,-1.0,0,I64
2624,-0.000886851,0.004383364,0.011854858,0.000851741,0.006709089,2017,0.0,-0.174274486,-0.1850536325,-1.0,0,I64
2624,-0.003770321,0.006097581,-0.001318994,-0.012180355,0.002096927,2018,0.0,1.201699315,-0.1850536325,-1.0,0,I64
2624,0.02739054,0.009187104,0.005029406,-0.001154709,-0.004810636,2019,0.0,-0.380903815,-0.1850536325,-1.0,0,I64
2625,0.022046758,0.008313499,0.008969007,-0.012413306,-0.001270926,2016,0.0,-0.458101222,-0.07326189033333334,-1.0,0,C36
2625,-0.01363963,0.009951774,-0.001158123,-0.007323461,0.007285426,2018,0.0,-0.231580082,-0.07326189033333334,-1.0,0,C36
2625,-0.009145804,0.010167276,0.010307465,-0.005974214,0.00213271,2019,0.0,1.828855512,-0.07326189033333334,-1.0,0,C36
2626,0.048521109,0.009169181,0.016751221,0.00212383,0.000963323,2016,0.0,0.225220949,0.3769105465,-1.0,0,C14
2626,0.003435853,0.011352675,0.005799197,-0.000437767,0.001833635,2017,0.0,-0.293358445,0.3769105465,-1.0,0,C14
2626,-0.012717071,0.014088786,-0.001478651,-0.009074757,0.000957747,2018,0.0,1.242665177,0.3769105465,-1.0,0,C14
2626,0.100371478,0.009666315,0.007683707,-0.001496643,-0.001332395,2019,0.0,0.718744759,0.3769105465,-1.0,0,C14
2627,-0.015698674,0.011694852,0.015768569,0.000474582,-0.000346086,2016,0.0,-0.025093735,-0.095922623,-1.0,1,G54
2627,0.000288264,0.011212438,0.014146778,0.001043096,0.00300609,2017,0.0,-0.289192114,-0.095922623,-1.0,1,G54
2627,-0.014670865,0.006330583,0.009252961,0.000720717,0.001851964,2018,0.0,0.284263637,-0.095922623,-1.0,1,G54
2627,0.016152387,0.009162076,0.0104018,0.003838221,-0.001548546,2019,0.0,0.075962832,-0.095922623,-1.0,1,G54
2628,0.118493681,0.010154693,0.012112578,0.006793111,3.22e-05,2016,0.0,-0.355651879,0.6046837727500001,-0.56199324325,0,E48
2628,0.003674756,0.007930645,0.00580726,-0.004174256,0.000800896,2017,0.0,0.159126746,0.6046837727500001,-0.56199324325,0,E48
2628,0.034333483,0.00830855,0.00777748,-0.000836172,0.005943778,2018,2.17e-05,-0.273412909,0.6046837727500001,-0.56199324325,0,E48
2628,0.027002808,0.011419062,0.014181086,0.007168146,-0.002890301,2019,0.0,-0.13249535,0.6046837727500001,-0.56199324325,0,E48
2629,0.010997203,0.011461725,0.01655355,0.003068342,0.001353706,2016,0.0,-0.338768823,-0.2845906815,-1.0,0,B11
2629,-0.007675447,0.004106107,0.011285981,-0.010879017,0.001407233,2017,0.0,-0.099037282,-0.2845906815,-1.0,0,B11
2630,-0.006112355,0.007509636,0.006660578,-0.002349812,-0.00407914,2017,0.000104566,-0.535450497,-0.5326604515,0.9758005815,0,C34
2630,-0.026804649,0.01013262,0.015311143,-0.00837672,-0.001461131,2019,6.58e-05,0.067108754,-0.5326604515,0.9758005815,0,C34
2631,0.011149097,0.011993415,0.014097765,0.000905732,0.009061208,2017,0.0,0.110693825,0.40786060566666665,-1.0,0,C20
2631,0.022396953,0.014382503,0.02146177,0.004167236,0.002438388,2018,0.0,-0.080361349,0.40786060566666665,-1.0,0,C20
2631,-0.003460476,0.01129094,0.013809471,-0.000527289,0.001363919,2019,0.0,-0.19356645,0.40786060566666665,-1.0,0,C20
2632,-0.002148912,0.010415941,0.01058477,-0.002625142,0.004359229,2017,0.0,-0.205422043,-0.10239022466666668,-0.45,0,C26
2632,0.022060265,0.009684332,0.012675029,-0.000393233,-0.00466556,2018,1.28e-05,0.213413891,-0.10239022466666668,-0.45,0,C26
2632,-0.029111589,0.010596897,0.004237696,-0.003019397,0.003746724,2019,0.0,-0.195058852,-0.10239022466666668,-0.45,0,C26
2633,-0.105073762,0.009234277,0.05468944,-0.008129866,0.021876298,2016,0.0,-0.462867764,-0.19296449924999998,-1.0,0,C34
2633,0.018451154,0.007427599,0.008963945,-0.010626837,0.005415701,2017,0.0,0.060435971,-0.19296449924999998,-1.0,0,C34
2633,-0.018481642,0.011103875,0.009899666,-0.001232897,0.000570184,2018,0.0,-0.191217367,-0.19296449924999998,-1.0,0,C34
2633,-0.019609105,0.009366453,0.01235943,-0.000627392,-0.002880669,2019,0.0,-0.059253741,-0.19296449924999998,-1.0,0,C34
2634,-0.082639907,0.008604442,0.014401531,-0.004773921,-0.000980871,2016,0.0,-0.49870382,-0.055781169750000005,-1.0,0,C18
2634,0.007459775,0.007692654,0.012686938,-0.003569163,-0.000425573,2017,0.0,0.388144342,-0.055781169750000005,-1.0,0,C18
2634,0.005959324,0.014031544,0.011792058,-0.000158297,0.006112589,2018,0.0,-0.013567358,-0.055781169750000005,-1.0,0,C18
2634,-0.008602314,0.006843112,0.011108439,0.00058434,0.001340817,2019,0.0,0.024835026,-0.055781169750000005,-1.0,0,C18
2635,0.089264512,0.010881717,0.012998901,0.004766535,-0.002869207,2016,0.0,-0.530329239,-0.22707223024999998,-1.0,1,C39
2635,-0.027187434,0.007902208,0.004515421,-0.000570099,-0.007501788,2017,0.0,-0.221782827,-0.22707223024999998,-1.0,1,C39
2635,-0.038405858,0.014703773,-0.002310276,-0.011766996,0.006513212,2018,0.0,0.819136858,-0.22707223024999998,-1.0,1,C39
2635,-0.005712269,0.013792085,0.002862235,-0.009247423,0.004470595,2019,0.0,-0.41366146,-0.22707223024999998,-1.0,1,C39
2636,-0.001076583,0.010415656,0.010592002,-0.003967111,-0.006453193,2016,0.0,-0.538440414,-0.24394234850000002,-1.0,0,C39
2636,0.003553135,0.015867497,0.019750387,0.010526944,-0.005297525,2017,0.0,0.219587807,-0.24394234850000002,-1.0,0,C39
2636,-0.012866647,0.014694227,0.007318961,-0.003654292,-0.000778002,2018,0.0,-0.10194105,-0.24394234850000002,-1.0,0,C39
2636,-0.085339921,0.009517457,0.009626004,-0.002712488,-0.004300836,2019,0.0,0.754250954,-0.24394234850000002,-1.0,0,C39
2637,0.013932955,0.012234606,0.010828717,-0.004745606,0.001975457,2016,0.0,-0.049597646,0.29779479625,-0.5640782827499999,0,C26
2637,0.005381866,0.010698433,0.006302371,-0.003726815,-0.001442406,2017,0.0,-0.31667273,0.29779479625,-0.5640782827499999,0,C26
2637,0.016043753,0.006631308,0.002046537,-0.005114226,0.004400992,2018,0.0,0.438411804,0.29779479625,-0.5640782827499999,0,C26
2637,0.00645475,0.008812774,0.010877324,0.007104665,-0.002977619,2019,1.81e-05,0.521954832,0.29779479625,-0.5640782827499999,0,C26
2638,0.055149498,0.007164953,0.016704758,0.006635837,-0.006932803,2016,0.0,-0.599137155,0.19766330049999997,-1.0,0,C38
2638,-0.009172513,0.008768753,0.01039501,-0.001105903,0.001194878,2018,0.0,-0.277095672,0.19766330049999997,-1.0,0,C38
2639,-0.02471931,0.008918924,0.021674547,0.003133241,0.004943928,2016,1.29e-05,-0.301294694,-0.28630758724999994,0.219622585,0,C34
2639,0.004054187,0.006527536,0.006903755,-0.013865217,-0.002020311,2017,1.37e-05,0.254442584,-0.28630758724999994,0.219622585,0,C34
2639,-0.036460778,0.006267158,0.003206549,-0.006384651,0.0027845,2018,1.26e-05,-0.170653323,-0.28630758724999994,0.219622585,0,C34
2639,-0.026473773,0.008765321,0.020935925,0.013485132,-0.008305542,2019,0.0,-0.001131418,-0.28630758724999994,0.219622585,0,C34
2640,-0.044697667,0.009173426,0.002292905,-0.013173821,0.001775611,2016,0.0,-0.304069634,-0.14909281275,0.297118934,0,F52
2640,0.002635492,0.005391788,0.005975921,-0.002683358,0.000456833,2017,6.24e-05,-0.452224997,-0.14909281275,0.297118934,0,F52
2640,-0.017515916,0.011699064,0.002580305,-0.008165946,0.004274394,2018,1.78e-05,-0.228629256,-0.14909281275,0.297118934,0,F52
2640,0.010070207,0.009743421,0.000883016,-0.007576685,-0.002344217,2019,9.04e-06,-0.466568423,-0.14909281275,0.297118934,0,F52
2641,-0.001229414,0.011034038,0.002452662,0.002302648,-0.003180281,2016,0.0,-0.345614779,-0.2512994095,-0.5591216215,0,C29
2641,-0.001063372,0.009583806,0.008386942,-0.001151768,-2.95e-05,2017,0.0,0.168836456,-0.2512994095,-0.5591216215,0,C29
2641,-0.009253881,0.007633956,0.005005362,-0.000457248,0.004603721,2018,2.22e-05,0.660204154,-0.2512994095,-0.5591216215,0,C29
2641,-0.030007866,0.007751475,0.007325627,0.00078974,-0.002465296,2019,0.0,0.030917382,-0.2512994095,-0.5591216215,0,C29
2642,0.001069386,0.009949108,0.008573469,-0.00947325,-0.00468711,2016,1.05e-05,-0.638943072,0.371655124,-0.2391399735,0,I65
2642,0.045663661,0.011407462,0.012472312,-0.0135055,-0.003798092,2018,0.0,0.183501,0.371655124,-0.2391399735,0,I65
2643,0.029823451,0.009673566,0.003155218,0.005485856,-0.009815477,2016,0.0,-0.492966696,0.18958195925,-1.0,0,C26
2643,0.025507538,0.010169948,0.01786704,0.002591986,-0.002328158,2017,0.0,0.355870363,0.18958195925,-1.0,0,C26
2643,0.010871524,0.011625851,0.001646042,-0.013331697,0.003167644,2018,0.0,0.695793961,0.18958195925,-1.0,0,C26
2643,-0.068065145,0.009176365,0.000942348,-0.004493949,-0.000362313,2019,0.0,0.032298488,0.18958195925,-1.0,0,C26
2644,0.063072331,0.009769608,0.009477488,-0.007026486,0.001796051,2016,1.59e-05,0.094615009,0.19430425275,0.87876484475,1,C27
2644,-0.000609291,0.010727361,0.005472203,-0.001930244,0.002555609,2017,5.86e-05,-0.337677133,0.19430425275,0.87876484475,1,C27
2644,0.005265243,0.010862355,0.004306332,-0.000595946,-0.000812055,2018,0.000102678,0.195926604,0.19430425275,0.87876484475,1,C27
2644,0.004454186,0.008047285,0.004175868,0.002214642,-0.002057858,2019,3.48e-05,0.061443516,0.19430425275,0.87876484475,1,C27
2645,-0.035050546,0.00669768,0.018412254,0.007865363,-0.001179384,2016,0.0,0.081512629,-0.27643836499999996,-0.55313092975,1,C35
2645,-0.004619737,0.009767332,0.020837724,-0.002980801,0.001221046,2017,2.9e-05,9.95e-06,-0.27643836499999996,-0.55313092975,1,C35
2645,0.005137992,0.012928474,0.005286958,-0.010991037,-0.00087557,2018,0.0,-0.094332705,-0.27643836499999996,-0.55313092975,1,C35
2645,-0.009373471,0.011525675,0.009606044,0.00128878,0.001138008,2019,0.0,0.963418538,-0.27643836499999996,-0.55313092975,1,C35
2646,0.006656561,0.012128035,0.013203886,0.009643979,0.001835587,2016,0.0,-0.288282531,0.08318621325000002,-1.0,0,C15
2646,-0.006918904,0.0115464,0.007275478,0.005308923,-0.002121523,2017,0.0,0.058404017,0.08318621325000002,-1.0,0,C15
2646,0.03457649,0.010838935,0.013427693,0.003990796,-0.002653935,2018,0.0,-0.194384622,0.08318621325000002,-1.0,0,C15
2646,0.014613383,0.010086472,0.005709629,0.000653877,0.000353766,2019,0.0,0.964863131,0.08318621325000002,-1.0,0,C15
2648,0.024066078,0.011539777,0.003431373,-0.008069791,1.41e-05,2016,0.0,-0.337697335,-0.137198734,-1.0,0,C26
2648,0.005644344,0.010202359,0.003950759,-0.00085306,-0.004460436,2017,0.0,0.335980483,-0.137198734,-1.0,0,C26
2648,-0.111023822,0.017377018,0.012962756,0.010372069,0.000900071,2018,0.0,0.091467262,-0.137198734,-1.0,0,C26
2648,-0.025471145,0.015565401,0.00996097,0.008230216,-0.0031924,2019,0.0,2.337309428,-0.137198734,-1.0,0,C26
2649,0.050035833,0.010073668,0.013393415,-0.002898787,-0.002630796,2016,0.0,-0.17896377,-0.19375007275,0.31036517475000003,0,I65
2649,-0.007251607,0.009620248,0.01403886,6.39e-05,-0.00036515,2017,9.86e-06,-0.02820863,-0.19375007275,0.31036517475000003,0,I65
2649,-0.028991531,0.013529797,0.009237192,-0.0092695,-0.004132908,2018,3.16e-05,0.038238754,-0.19375007275,0.31036517475000003,0,I65
2649,-0.00568363,0.010862517,0.004845458,-0.012783813,0.004450405,2019,4.94e-05,0.135490538,-0.19375007275,0.31036517475000003,0,I65
2650,0.045166253,0.008699728,0.012781589,0.000311926,0.000918024,2016,0.0,-0.174771761,0.556823168,-1.0,0,C14
2651,0.042314492,0.01087828,0.007617988,-0.009963995,-0.00073675,2016,0.0,-0.475323911,-0.19435318875000002,-0.6011824325,0,C35
2651,-0.020336501,0.012121386,0.011144312,-0.013039541,-0.010890618,2017,0.0,-0.056265849,-0.19435318875000002,-0.6011824325,0,C35
2651,-0.000486607,0.015089526,0.005781619,-0.001031259,0.004257684,2018,1.14e-05,-0.010995487,-0.19435318875000002,-0.6011824325,0,C35
2651,-0.021691724,0.010379247,0.010760839,-0.004452474,1.07e-05,2019,0.0,1.489657227,-0.19435318875000002,-0.6011824325,0,C35
2652,-0.131678317,0.00916498,0.010935947,-0.008479396,0.00409422,2016,0.0,-0.117868959,-0.6519203835,-1.0,0,C33
2652,-0.002947474,0.005814385,0.025494431,0.002876791,-3.65e-05,2017,0.0,-0.364226679,-0.6519203835,-1.0,0,C33
2652,-0.013571746,0.004953154,0.004557674,0.000204779,0.001615854,2018,0.0,-0.110305958,-0.6519203835,-1.0,0,C33
2652,-0.091553551,0.008291746,0.013289936,0.005168376,-0.005931915,2019,0.0,-0.041675578,-0.6519203835,-1.0,0,C33
2653,0.048290534,0.011893096,0.007134588,0.007320051,-7.61e-05,2016,0.0,-0.091496101,0.07811067349999998,-1.0,0,C27
2653,-0.004608863,0.008906064,0.005562587,-0.00526906,0.002778963,2017,0.0,0.21344923,0.07811067349999998,-1.0,0,C27
2653,0.018196518,0.007877356,0.007255963,-0.005816344,-0.004960575,2018,0.0,0.847152647,0.07811067349999998,-1.0,0,C27
2653,-0.008626274,0.0095034,0.008120518,0.005498162,0.000926837,2019,0.0,-0.190016514,0.07811067349999998,-1.0,0,C27
2654,-0.044260605,0.013049915,0.012339898,-0.006537488,0.001956608,2018,0.0,0.037449832,-0.588767745,-1.0,0,C39
2654,-0.022701619,0.009204815,0.004646671,-0.011604866,0.001415874,2019,0.0,-0.13771103,-0.588767745,-1.0,0,L72
2655,-0.013704586,0.010192778,0.026888898,-0.004201615,0.003275944,2016,0.0,-0.137938918,-0.2598345375,-1.0,0,C39
2655,-0.003676609,0.00967696,0.01425107,-0.007538637,0.006507459,2017,0.0,0.051206351,-0.2598345375,-1.0,0,C39
2655,-0.003523806,0.014335384,0.009388754,-0.004302165,-0.004071298,2018,0.0,0.571253214,-0.2598345375,-1.0,0,C39
2655,-0.01358926,0.013206982,0.009026745,-0.008762941,0.008922689,2019,0.0,-0.267651697,-0.2598345375,-1.0,0,C39
2657,-0.02697927,0.012309776,0.010842511,-0.007969993,-0.003261106,2016,0.0,-0.461240109,-0.507156267,-1.0,0,I65
2657,-0.004838806,0.012282779,0.011502824,-0.002744173,0.004858717,2017,0.0,0.082066319,-0.507156267,-1.0,0,I65
2657,-0.009302046,0.010815316,0.011936083,-0.014191898,-0.001268835,2018,0.0,-0.120786549,-0.507156267,-1.0,0,I65
2657,-0.058887608,0.014786226,0.001163547,-0.012370126,0.001883324,2019,0.0,-0.280015498,-0.507156267,-1.0,0,I65
2658,-0.056438994,0.012004809,0.009699262,0.006706651,-0.00392635,2016,0.0,-0.563836079,-0.24231176575,-1.0,0,C40
2658,0.003056246,0.006734836,0.011106292,-0.002759306,-0.005877238,2017,0.0,0.109926562,-0.24231176575,-1.0,0,C40
2658,-0.01492884,0.012782029,0.005952758,-0.005168745,0.00587453,2018,0.0,-0.311903253,-0.24231176575,-1.0,0,C40
2658,-0.01029005,0.01137975,0.012266997,0.000517436,0.000424323,2019,0.0,0.507798465,-0.24231176575,-1.0,0,C40
2659,0.014764577,0.009554763,0.009570424,-0.004783076,-0.005475101,2016,8.35e-05,-0.124275781,-0.25000861500000005,-0.50570425625,0,E48
2659,0.000737841,0.007973897,0.015016228,0.007380864,-0.002750938,2017,0.0,-0.386831328,-0.25000861500000005,-0.50570425625,0,E48
2659,-0.025246212,0.010580702,0.003531616,-0.001740225,0.005829857,2018,0.0,-0.368811687,-0.25000861500000005,-0.50570425625,0,E48
2659,-0.045268413,0.005855183,0.000797793,0.00037514,-0.003957017,2019,0.0,-0.346380722,-0.25000861500000005,-0.50570425625,0,P82
2660,0.015608673,0.010471343,0.011211954,-0.002310005,-0.004093171,2016,0.0,-0.203084985,0.23772948875,-0.6155405405000001,0,C39
2660,0.004900879,0.012606069,0.009681073,-0.009262891,0.001584434,2017,0.0,-0.094286923,0.23772948875,-0.6155405405000001,0,C39
2660,0.030256984,0.006556771,0.009383723,-0.007682793,-0.008671046,2018,1.03e-05,0.204388324,0.23772948875,-0.6155405405000001,0,C39
2660,-0.020444184,0.011727374,0.016603851,-0.001794555,-0.002325749,2019,0.0,-0.125499881,0.23772948875,-0.6155405405000001,0,C39
2661,0.030151972,0.0090948,0.017054054,0.008289852,-0.001407745,2016,0.0,-0.202138319,-0.07326405525,-1.0,0,C14
2661,-0.003389528,0.008843127,0.007640428,0.002580583,-0.000718604,2017,0.0,0.085443833,-0.07326405525,-1.0,0,C14
2661,-0.004725714,0.008324517,-0.002872914,-0.011766363,0.000845791,2018,0.0,0.660206435,-0.07326405525,-1.0,0,C14
2661,-0.007137058,0.008247065,0.007401444,0.009558283,-0.004945123,2019,0.0,-0.40026014,-0.07326405525,-1.0,0,C14
2662,0.018246146,0.01131,0.013636088,0.0135403,-0.007194743,2016,0.0,-0.413755486,0.267991201,-1.0,0,C36
2662,0.002062309,0.010568704,0.005922244,-0.002220046,0.001518707,2017,0.0,-0.195787792,0.267991201,-1.0,0,C36
2662,0.02945078,0.006060212,0.02050669,-0.006682356,-0.002109629,2018,0.0,-0.035337864,0.267991201,-1.0,0,C36
2662,0.000772487,0.011725436,0.014587909,0.000368794,-0.010014905,2019,0.0,0.025953927,0.267991201,-1.0,0,C36
2663,-0.000338647,0.011373961,0.001283444,-0.000487243,-0.000753488,2017,0.0,0.005970013,0.005499906666666665,-1.0,0,E48
2663,0.037508588,0.010603741,0.012491266,0.005961524,0.000918496,2018,0.0,-0.259099299,0.005499906666666665,-1.0,0,E48
2663,-0.03627733,0.011366802,0.007186786,-0.007474755,0.000557104,2019,0.0,-0.23153672,0.005499906666666665,-1.0,0,E48
2664,-0.038303682,0.011046692,0.007364211,-0.004820655,-0.004381204,2016,0.0,-0.134000451,0.14332690350000002,-0.59359217175,0,C36
2664,0.050045331,0.008535278,0.000551562,-0.024269782,-0.004510413,2017,0.0,-0.484186465,0.14332690350000002,-0.59359217175,0,C36
2664,0.009255313,0.007673151,0.007331697,-0.000187052,0.003088605,2018,0.0,-0.005262516,0.14332690350000002,-0.59359217175,0,C36
2664,-0.005868711,0.008933579,0.007585615,-0.004909329,-0.005522222,2019,1.07e-05,0.17540182,0.14332690350000002,-0.59359217175,0,C36
2665,-0.037310294,0.008472576,0.009499944,-0.004895947,0.002166215,2016,0.00010323,-0.204395652,0.125720684,-0.33742869666666664,1,C38
2665,0.002438648,0.004403345,0.003803183,-0.010929592,-0.000689968,2017,0.0,-0.421754443,0.125720684,-0.33742869666666664,1,C38
2665,0.048971317,0.008879924,0.010442687,-0.007529986,-0.006503405,2019,0.0,-0.128558675,0.125720684,-0.33742869666666664,1,C38
2666,-0.052153221,0.012771653,0.015189575,0.003611584,0.000317482,2016,0.0,-0.36223261,-0.52749628975,-1.0,0,C26
2666,-0.000252042,0.007979713,0.012405802,0.002646455,-1.28e-05,2017,0.0,0.258987839,-0.52749628975,-1.0,0,C26
2666,-0.040262563,0.004753977,0.015041112,0.006280413,-0.005599674,2018,0.0,0.438403889,-0.52749628975,-1.0,0,C26
2666,-0.037271565,0.011308913,0.013629139,0.005816802,-0.002491551,2019,0.0,-0.293752974,-0.52749628975,-1.0,0,C26
2667,-0.056054341,0.0077329,0.017981273,0.001636537,-0.007383865,2016,1.31e-05,-0.447521058,-0.37738816225,0.5979411382500001,0,C35
2667,-0.000980495,0.009159769,0.001756016,-0.011040995,0.005701209,2017,1.19e-05,0.294855151,-0.37738816225,0.5979411382500001,0,C35
2667,-0.013271689,0.009229261,0.018698445,0.005450553,-0.000709329,2018,1.18e-05,-0.202202916,-0.37738816225,0.5979411382500001,0,C35
2667,-0.01572062,0.010424526,0.005589095,-0.006499229,0.001879117,2019,1.04e-05,1.122823708,-0.37738816225,0.5979411382500001,0,C35
2668,-0.098867471,0.011240808,0.005108871,-0.004589623,-0.010116798,2016,0.0,0.006372867,-0.1414918603333333,-1.0,1,C38
2668,-0.002798171,0.009870286,0.010428282,0.000937176,0.001985446,2017,0.0,-0.566001935,-0.1414918603333333,-1.0,1,C38
2668,0.074933145,0.009495851,-0.000932497,-0.021215707,-0.013777653,2019,0.0,0.19258933,-0.1414918603333333,-1.0,1,C38
2669,-0.062357088,0.011037526,0.005969101,0.003693761,-0.007071358,2016,1.4e-05,-0.283056546,-0.4303404106666666,0.8125640546666667,0,C26
2669,0.016218018,0.005293354,0.007946462,-0.003430636,0.008819177,2018,3.01e-05,0.198170356,-0.4303404106666666,0.8125640546666667,0,C26
2669,-0.085781239,0.011517967,0.014484118,0.003546834,-0.002811594,2019,4.36e-05,-0.137436118,-0.4303404106666666,0.8125640546666667,0,C26
2671,0.049351686,0.010048134,0.009821905,0.002638578,-0.002863934,2016,0.0,-0.604312279,0.636844602,-1.0,0,C30
2671,0.017692149,0.011799285,0.006634629,-0.004284203,0.00218001,2017,0.0,0.03175025,0.636844602,-1.0,0,C30
2671,0.012459434,0.010742259,0.00785604,-0.005391838,0.004307717,2018,0.0,-0.082729482,0.636844602,-1.0,0,C30
2671,0.056357015,0.008914633,0.007825753,0.002719625,-0.00416221,2019,0.0,-0.140269612,0.636844602,-1.0,0,C30
2672,-0.007103035,0.00995433,0.010087436,0.006696221,-0.002995486,2017,0.0,-0.13662736,-0.015371074666666651,-0.49747474733333336,0,C42
2672,-0.000874997,0.010725673,0.003441489,0.001953775,0.006387246,2018,0.0,-0.207320443,-0.015371074666666651,-0.49747474733333336,0,C42
2672,0.046358845,0.009316522,0.005094025,-0.001900356,0.00098012,2019,8.2e-06,-0.169140251,-0.015371074666666651,-0.49747474733333336,0,C42
2674,0.053782603,0.010466471,0.013581578,0.002410193,-0.000145937,2016,0.0,-0.345949359,0.322891481,-1.0,0,C19
2674,0.007547485,0.008268448,0.009908882,-0.001644475,0.00260332,2017,0.0,0.852697918,0.322891481,-1.0,0,C19
2674,-0.015531152,0.006755346,0.008695095,-0.002476791,-0.003065708,2018,0.0,-0.224734431,0.322891481,-1.0,0,C19
2674,0.023855273,0.007311145,0.013482298,-0.001432555,-0.000865335,2019,0.0,0.192559409,0.322891481,-1.0,0,C19
2675,0.211713779,0.008317956,0.01205001,0.002892435,-0.003786379,2016,0.0,-0.294597962,0.385461042,-1.0,0,C27
2675,0.014598379,0.011537017,-0.001580896,-0.010960997,0.002942795,2018,0.0,0.916612846,0.385461042,-1.0,0,C27
2675,-0.009834144,0.010227013,0.005193468,-0.002727835,0.000419152,2019,0.0,0.002291089,0.385461042,-1.0,0,C27
2676,-0.212843142,0.010180312,0.003749568,0.012424726,-0.00831835,2016,0.0,-0.807397972,-0.9506990240000001,-1.0,0,C29
2676,-0.059653169,0.006984001,0.028474921,0.002810746,0.001385541,2018,0.0,-0.084682122,-0.9506990240000001,-1.0,0,C29
2676,-0.139701403,0.010524933,0.01618843,0.004272626,-0.007820003,2019,0.0,0.306044302,-0.9506990240000001,-1.0,0,C29
2677,-0.029503742,0.012032987,0.00636933,0.006128461,-0.000627281,2016,0.0,0.263733035,-0.10789040875,-1.0,0,C38
2677,-0.011587748,0.009655033,0.007151549,0.004370298,-0.001728705,2017,0.0,-0.229197495,-0.10789040875,-1.0,0,C38
2677,-0.000211593,0.011213089,0.006584831,0.000557015,-0.00280849,2018,0.0,-0.112747664,-0.10789040875,-1.0,0,C38
2677,0.076794894,0.013345399,0.000735687,-8.29e-05,0.006660111,2019,0.0,0.644273266,-0.10789040875,-1.0,0,C38
2678,-0.073707212,0.011760659,0.014068452,5.55e-05,0.004782284,2016,1.05e-05,-0.338424573,-0.2400486,0.177381139,0,C24
2678,-0.000448583,0.008506088,0.010094064,0.003105655,0.006194549,2017,2.04e-05,0.160352522,-0.2400486,0.177381139,0,C24
2678,-0.002410757,0.008556302,0.006153839,-0.003177799,0.000823989,2018,9.56e-06,-0.053460677,-0.2400486,0.177381139,0,C24
2678,0.000877611,0.006445001,0.00539393,-0.004002232,0.000927851,2019,0.0,-0.053406037,-0.2400486,0.177381139,0,C24
2679,-0.03502122,0.009937291,0.011548655,-0.006655301,0.002649607,2016,0.0,-0.062481409,0.2833876475,-1.0,0,A02
2679,0.019707394,0.012126922,0.020611895,0.000967576,-0.003111181,2017,0.0,0.375712336,0.2833876475,-1.0,0,A02
2679,0.013832825,0.005368281,0.010813396,0.000861473,0.006945453,2018,0.0,-0.457968924,0.2833876475,-1.0,0,A02
2679,0.022674072,0.006046083,0.0002911,-0.002403759,0.00603951,2019,0.0,0.854357352,0.2833876475,-1.0,0,A02
2681,-0.037363161,0.012345936,0.009984718,0.007880551,-0.007934284,2016,0.0,-0.322788279,0.1012906545,-1.0,0,C39
2681,0.010487407,0.009929286,0.004920667,-0.012661298,2.03e-05,2017,0.0,-0.321395805,0.1012906545,-1.0,0,C39
2681,0.002491238,0.011306442,0.004003782,-0.00807792,7.76e-05,2018,0.0,-0.355316963,0.1012906545,-1.0,0,C39
2681,0.006740622,0.011300333,0.014723599,-0.008755083,0.004239953,2019,0.0,-0.246733379,0.1012906545,-1.0,0,C39
2682,-0.016709281,0.014602531,0.008665865,0.00020212,-0.002807772,2017,1.16e-05,-0.040974819,-0.030462604333333348,0.6149528473333333,1,G54
2682,0.017265817,0.011747735,0.010973535,-0.001425222,0.004744531,2018,2.07e-05,-0.224087605,-0.030462604333333348,0.6149528473333333,1,G54
2682,0.022662811,0.011575907,0.015117555,0.007250592,-0.003339039,2019,9.82e-06,-0.154915153,-0.030462604333333348,0.6149528473333333,1,G54
2683,0.063738169,0.010775449,-0.000530069,-0.008219381,-0.003062179,2016,0.0,-0.015040509,-0.054147447749999994,-0.20687790075,0,B11
2683,0.002661268,0.014783508,0.013142592,0.001130013,0.000612487,2017,0.0,0.309799197,-0.054147447749999994,-0.20687790075,0,B11
2683,-0.037781827,0.011033124,0.004783579,-0.000702516,0.008704663,2018,1.11e-05,1.941437315,-0.054147447749999994,-0.20687790075,0,B11
2683,-0.027128876,0.010246563,0.005173769,-0.004367824,-0.001315194,2019,1e-05,-0.206383126,-0.054147447749999994,-0.20687790075,0,B11
2685,-0.111825845,0.019734759,0.011727752,0.007657366,0.009367077,2017,2.03e-05,-0.29635276,-0.7256312506666666,0.06460074866666665,0,C34
2685,-0.019870192,0.012868358,0.007968045,0.000122181,0.004420721,2018,9.71e-06,0.00497825,-0.7256312506666666,0.06460074866666665,0,C34
2685,-0.049811942,0.010913244,0.012350194,0.003674816,0.000136895,2019,0.0,-0.192506438,-0.7256312506666666,0.06460074866666665,0,C34
2686,-0.00274366,0.007059389,0.007005362,-0.003079525,0.000586669,2017,0.0,-0.011434565,0.02380952200000001,-1.0,0,C34
