"Symbol","ShortName","EndDate","ListedCoID","IndustryNameC","IndustryCodeC"
"000001","平安银行","2014-12-31","101704","货币金融服务","J66"
"000001","平安银行","2015-12-31","101704","货币金融服务","J66"
"000001","平安银行","2016-12-31","101704","货币金融服务","J66"
"000001","平安银行","2017-12-31","101704","货币金融服务","J66"
"000001","平安银行","2018-12-31","101704","货币金融服务","J66"
"000001","平安银行","2019-12-31","101704","货币金融服务","J66"
"000001","平安银行","2020-12-31","101704","货币金融服务","J66"
"000001","平安银行","2021-12-31","101704","货币金融服务","J66"
"000002","万科A","2014-12-31","101775","房地产业","K70"
"000002","万科A","2015-12-31","101775","房地产业","K70"
"000002","万科A","2016-12-31","101775","房地产业","K70"
"000002","万科A","2017-12-31","101775","房地产业","K70"
"000002","万科A","2018-12-31","101775","房地产业","K70"
"000002","万科A","2019-12-31","101775","房地产业","K70"
"000002","万科A","2020-12-31","101775","房地产业","K70"
"000002","万科A","2021-12-31","101775","房地产业","K70"
"000004","国农科技","2014-12-31","102294","医药制造业","C27"
"000004","国农科技","2015-12-31","102294","医药制造业","C27"
"000004","国农科技","2016-12-31","102294","医药制造业","C27"
"000004","国农科技","2017-12-31","102294","医药制造业","C27"
"000004","国农科技","2018-12-31","102294","医药制造业","C27"
"000004","国农科技","2019-12-31","102294","医药制造业","C27"
"000004","国华网安","2020-12-31","102294","软件和信息技术服务业","I65"
"000004","国华网安","2021-12-31","102294","软件和信息技术服务业","I65"
"000005","世纪星源","2014-12-31","102295","房地产业","K70"
"000005","世纪星源","2015-12-31","102295","房地产业","K70"
"000005","世纪星源","2016-12-31","102295","生态保护和环境治理业","N77"
"000005","世纪星源","2017-12-31","102295","生态保护和环境治理业","N77"
"000005","世纪星源","2018-12-31","102295","生态保护和环境治理业","N77"
"000005","世纪星源","2019-12-31","102295","生态保护和环境治理业","N77"
"000005","世纪星源","2020-12-31","102295","生态保护和环境治理业","N77"
"000005","ST 星源","2021-12-31","102295","生态保护和环境治理业","N77"
"000006","深振业A","2014-12-31","102296","房地产业","K70"
"000006","深振业A","2015-12-31","102296","房地产业","K70"
"000006","深圳业A","2016-12-31","102296","房地产业","K70"
"000006","深振业A","2017-12-31","102296","房地产业","K70"
"000006","深振业A","2018-12-31","102296","房地产业","K70"
"000006","深振业A","2019-12-31","102296","房地产业","K70"
"000006","深振业A","2020-12-31","102296","房地产业","K70"
"000006","深振业A","2021-12-31","102296","房地产业","K70"
"000007","零七股份","2014-12-31","102313","住宿业","H61"
"000007","全新好","2015-12-31","102313","住宿业","H61"
"000007","全新好","2016-12-31","102313","住宿业","H61"
"000007","全新好","2017-12-31","102313","房地产业","K70"
"000007","全新好","2018-12-31","102313","房地产业","K70"
"000007","全新好","2019-12-31","102313","房地产业","K70"
"000007","全新好","2020-12-31","102313","房地产业","K70"
"000007","*ST 全新","2021-12-31","102313","房地产业","K70"
"000008","宝利来","2014-12-31","102314","住宿业","H61"
"000008","神州高铁","2015-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2016-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2017-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2018-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2019-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2020-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000008","神州高铁","2021-12-31","102314","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000009","中国宝安","2014-12-31","102336","综合","S90"
"000009","中国宝安","2015-12-31","102336","综合","S90"
"000009","中国宝安","2016-12-31","102336","综合","S90"
"000009","中国宝安","2017-12-31","102336","综合","S90"
"000009","中国宝安","2018-12-31","102336","综合","S90"
"000009","中国宝安","2019-12-31","102336","综合","S90"
"000009","中国宝安","2020-12-31","102336","综合","S90"
"000009","中国宝安","2021-12-31","102336","综合","S90"
"000010","深华新","2014-12-31","102338","专用设备制造业","C35"
"000010","深华新","2015-12-31","102338","土木工程建筑业","E48"
"000010","美丽生态","2016-12-31","102338","土木工程建筑业","E48"
"000010","美丽生态","2017-12-31","102338","土木工程建筑业","E48"
"000010","美丽生态","2018-12-31","102338","土木工程建筑业","E48"
"000010","*ST 美丽","2019-12-31","102338","土木工程建筑业","E48"
"000010","美丽生态","2020-12-31","102338","土木工程建筑业","E48"
"000010","美丽生态","2021-12-31","102338","土木工程建筑业","E48"
"000011","深物业A","2014-12-31","101859","房地产业","K70"
"000011","深物业A","2015-12-31","101859","房地产业","K70"
"000011","深物业A","2016-12-31","101859","房地产业","K70"
"000011","深物业A","2017-12-31","101859","房地产业","K70"
"000011","深物业A","2018-12-31","101859","房地产业","K70"
"000011","深物业A","2019-12-31","101859","房地产业","K70"
"000011","深物业A","2020-12-31","101859","房地产业","K70"
"000011","深物业A","2021-12-31","101859","房地产业","K70"
"000012","南玻A","2014-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2015-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2016-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2017-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2018-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2019-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2020-12-31","101860","非金属矿物制品业","C30"
"000012","南玻A","2021-12-31","101860","非金属矿物制品业","C30"
"000014","沙河股份","2014-12-31","101621","房地产业","K70"
"000014","沙河股份","2015-12-31","101621","房地产业","K70"
"000014","沙河股份","2016-12-31","101621","房地产业","K70"
"000014","沙河股份","2017-12-31","101621","房地产业","K70"
"000014","沙河股份","2018-12-31","101621","房地产业","K70"
"000014","沙河股份","2019-12-31","101621","房地产业","K70"
"000014","沙河股份","2020-12-31","101621","房地产业","K70"
"000014","沙河股份","2021-12-31","101621","房地产业","K70"
"000016","深康佳A","2014-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2015-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2016-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2017-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2018-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2019-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2020-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000016","深康佳A","2021-12-31","101623","计算机、通信和其他电子设备制造业","C39"
"000017","深中华A","2014-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2015-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2016-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2017-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2018-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2019-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","*ST 中华A","2020-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000017","深中华A","2021-12-31","101711","铁路、船舶、航空航天和其它运输设备制造业","C37"
"000018","中冠A","2014-12-31","101712","纺织业","C17"
"000018","神州长城","2015-12-31","101712","纺织业","C17"
"000018","神州长城","2016-12-31","101712","建筑装饰和其他建筑业","E50"
"000018","神州长城","2017-12-31","101712","建筑装饰和其他建筑业","E50"
"000018","神州长城","2018-12-31","101712","建筑装饰和其他建筑业","E50"
"000019","深深宝A","2014-12-31","101629","酒、饮料和精制茶制造业","C15"
"000019","深深宝A","2015-12-31","101629","酒、饮料和精制茶制造业","C15"
"000019","深深宝A","2016-12-31","101629","酒、饮料和精制茶制造业","C15"
"000019","深深宝A","2017-12-31","101629","酒、饮料和精制茶制造业","C15"
"000019","深粮控股","2018-12-31","101629","酒、饮料和精制茶制造业","C15"
"000019","深粮控股","2019-12-31","101629","批发业","F51"
"000019","深粮控股","2020-12-31","101629","批发业","F51"
"000019","深粮控股","2021-12-31","101629","批发业","F51"
"000020","深华发A","2014-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2015-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2016-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2017-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2018-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2019-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2020-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000020","深华发A","2021-12-31","101631","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2014-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2015-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2016-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2017-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2018-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2019-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2020-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000021","深科技","2021-12-31","101632","计算机、通信和其他电子设备制造业","C39"
"000022","深赤湾A","2014-12-31","101633","水上运输业","G55"
"000022","深赤湾A","2015-12-31","101633","水上运输业","G55"
"000022","深赤湾Ａ","2016-12-31","101633","水上运输业","G55"
"000022","深赤湾A","2017-12-31","101633","水上运输业","G55"
"000023","深天地A","2014-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2015-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2016-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2017-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2018-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2019-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2020-12-31","101721","非金属矿物制品业","C30"
"000023","深天地A","2021-12-31","101721","非金属矿物制品业","C30"
"000024","招商地产","2014-12-31","101722","房地产业","K70"
"000025","特力A","2014-12-31","101778","批发业","F51"
"000025","特力A","2015-12-31","101778","批发业","F51"
"000025","特力A","2016-12-31","101778","批发业","F51"
"000025","特力A","2017-12-31","101778","批发业","F51"
"000025","特力A","2018-12-31","101778","批发业","F51"
"000025","特力A","2019-12-31","101778","批发业","F51"
"000025","特力A","2020-12-31","101778","批发业","F51"
"000025","特力A","2021-12-31","101778","批发业","F51"
"000026","飞亚达A","2014-12-31","101779","零售业","F52"
"000026","飞亚达A","2015-12-31","101779","零售业","F52"
"000026","飞亚达A","2016-12-31","101779","零售业","F52"
"000026","飞亚达A","2017-12-31","101779","零售业","F52"
"000026","飞亚达A","2018-12-31","101779","零售业","F52"
"000026","飞亚达","2019-12-31","101779","零售业","F52"
"000026","飞亚达","2020-12-31","101779","零售业","F52"
"000026","飞亚达","2021-12-31","101779","零售业","F52"
"000027","深圳能源","2014-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2015-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2016-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2017-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2018-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2019-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2020-12-31","101655","电力、热力生产和供应业","D44"
"000027","深圳能源","2021-12-31","101655","电力、热力生产和供应业","D44"
"000028","国药一致","2014-12-31","101656","批发业","F51"
"000028","国药一致","2015-12-31","101656","批发业","F51"
"000028","国药一致","2016-12-31","101656","批发业","F51"
"000028","国药一致","2017-12-31","101656","批发业","F51"
"000028","国药一致","2018-12-31","101656","批发业","F51"
"000028","国药一致","2019-12-31","101656","批发业","F51"
"000028","国药一致","2020-12-31","101656","批发业","F51"
"000028","国药一致","2021-12-31","101656","批发业","F51"
"000029","深深房A","2014-12-31","102321","房地产业","K70"
"000029","深深房A","2015-12-31","102321","房地产业","K70"
"000029","深深房A","2016-12-31","102321","房地产业","K70"
"000029","深深房A","2017-12-31","102321","房地产业","K70"
"000029","深深房A","2018-12-31","102321","房地产业","K70"
"000029","深深房A","2019-12-31","102321","房地产业","K70"
"000029","深深房A","2020-12-31","102321","房地产业","K70"
"000029","深深房A","2021-12-31","102321","房地产业","K70"
"000030","富奥股份","2014-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2015-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2016-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2017-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2018-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2019-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2020-12-31","102341","汽车制造业","C36"
"000030","富奥股份","2021-12-31","102341","汽车制造业","C36"
"000031","中粮地产","2014-12-31","101916","房地产业","K70"
"000031","中粮地产","2015-12-31","101916","房地产业","K70"
"000031","中粮地产","2016-12-31","101916","房地产业","K70"
"000031","中粮地产","2017-12-31","101916","房地产业","K70"
"000031","大悦城","2018-12-31","101916","房地产业","K70"
"000031","大悦城","2019-12-31","101916","房地产业","K70"
"000031","大悦城","2020-12-31","101916","房地产业","K70"
"000031","大悦城","2021-12-31","101916","房地产业","K70"
"000032","深桑达A","2014-12-31","101917","计算机、通信和其他电子设备制造业","C39"
"000032","深桑达A","2015-12-31","101917","批发业","F51"
"000032","深桑达A","2016-12-31","101917","批发业","F51"
"000032","深桑达A","2017-12-31","101917","批发业","F51"
"000032","深桑达A","2018-12-31","101917","批发业","F51"
"000032","深桑达A","2019-12-31","101917","批发业","F51"
"000032","深桑达A","2020-12-31","101917","批发业","F51"
"000032","深桑达A","2021-12-31","101917","建筑安装业","E49"
"000033","*ST 新都","2014-12-31","101918","住宿业","H61"
"000033","*ST 新都","2015-12-31","101918","住宿业","H61"
"000033","新都酒店","2016-12-31","101918","住宿业","H61"
"000034","深信泰丰","2014-12-31","101880","综合","S90"
"000034","深信泰丰","2015-12-31","101880","综合","S90"
"000034","神州数码","2016-12-31","101880","批发业","F51"
"000034","神州数码","2017-12-31","101880","批发业","F51"
"000034","神州数码","2018-12-31","101880","批发业","F51"
"000034","神州数码","2019-12-31","101880","批发业","F51"
"000034","神州数码","2020-12-31","101880","批发业","F51"
"000034","神州数码","2021-12-31","101880","批发业","F51"
"000035","中国天楹","2014-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2015-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2016-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2017-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2018-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2019-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2020-12-31","101881","生态保护和环境治理业","N77"
"000035","中国天楹","2021-12-31","101881","生态保护和环境治理业","N77"
"000036","华联控股","2014-12-31","10988","房地产业","K70"
"000036","华联控股","2015-12-31","10988","房地产业","K70"
"000036","华联控股","2016-12-31","10988","房地产业","K70"
"000036","华联控股","2017-12-31","10988","房地产业","K70"
"000036","华联控股","2018-12-31","10988","房地产业","K70"
"000036","华联控股","2019-12-31","10988","房地产业","K70"
"000036","华联控股","2020-12-31","10988","房地产业","K70"
"000036","华联控股","2021-12-31","10988","房地产业","K70"
"000037","深南电A","2014-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2015-12-31","10880","电力、热力生产和供应业","D44"
"000037","*ST 南电A","2016-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2017-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2018-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2019-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2020-12-31","10880","电力、热力生产和供应业","D44"
"000037","深南电A","2021-12-31","10880","电力、热力生产和供应业","D44"
"000038","深大通","2014-12-31","10881","房地产业","K70"
"000038","深大通","2015-12-31","10881","房地产业","K70"
"000038","深大通","2016-12-31","10881","商务服务业","L72"
"000038","深大通","2017-12-31","10881","商务服务业","L72"
"000038","深大通","2018-12-31","10881","商务服务业","L72"
"000038","深大通","2019-12-31","10881","商务服务业","L72"
"000038","深大通","2020-12-31","10881","商务服务业","L72"
"000038","深大通","2021-12-31","10881","商务服务业","L72"
"000039","中集集团","2014-12-31","10985","金属制品业","C33"
"000039","中集集团","2015-12-31","10985","金属制品业","C33"
"000039","中集集团","2016-12-31","10985","金属制品业","C33"
"000039","中集集团","2017-12-31","10985","金属制品业","C33"
"000039","中集集团","2018-12-31","10985","金属制品业","C33"
"000039","中集集团","2019-12-31","10985","金属制品业","C33"
"000039","中集集团","2020-12-31","10985","金属制品业","C33"
"000039","中集集团","2021-12-31","10985","金属制品业","C33"
"000040","宝安地产","2014-12-31","10987","房地产业","K70"
"000040","宝安地产","2015-12-31","10987","房地产业","K70"
"000040","东旭蓝天","2016-12-31","10987","房地产业","K70"
"000040","东旭蓝天","2017-12-31","10987","土木工程建筑业","E48"
"000040","东旭蓝天","2018-12-31","10987","电力、热力生产和供应业","D44"
"000040","东旭蓝天","2019-12-31","10987","电力、热力生产和供应业","D44"
"000040","东旭蓝天","2020-12-31","10987","电力、热力生产和供应业","D44"
"000040","东旭蓝天","2021-12-31","10987","电力、热力生产和供应业","D44"
"000042","中洲控股","2014-12-31","103439","房地产业","K70"
"000042","中洲控股","2015-12-31","103439","房地产业","K70"
"000042","中洲控股","2016-12-31","103439","房地产业","K70"
"000042","中洲控股","2017-12-31","103439","房地产业","K70"
"000042","中洲控股","2018-12-31","103439","房地产业","K70"
"000042","中洲控股","2019-12-31","103439","房地产业","K70"
"000042","中洲控股","2020-12-31","103439","房地产业","K70"
"000042","中洲控股","2021-12-31","103439","房地产业","K70"
"000043","中航地产","2014-12-31","101519","房地产业","K70"
"000043","中航地产","2015-12-31","101519","房地产业","K70"
"000043","中航地产","2016-12-31","101519","房地产业","K70"
"000043","中航地产","2017-12-31","101519","房地产业","K70"
"000043","中航善达","2018-12-31","101519","房地产业","K70"
"000045","深纺织A","2014-12-31","101184","批发业","F51"
"000045","深纺织A","2015-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2016-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2017-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2018-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2019-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2020-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000045","深纺织A","2021-12-31","101184","计算机、通信和其他电子设备制造业","C39"
"000046","泛海控股","2014-12-31","101185","房地产业","K70"
"000046","泛海控股","2015-12-31","101185","房地产业","K70"
"000046","泛海控股","2016-12-31","101185","房地产业","K70"
"000046","泛海控股","2017-12-31","101185","房地产业","K70"
"000046","泛海控股","2018-12-31","101185","房地产业","K70"
"000046","泛海控股","2019-12-31","101185","房地产业","K70"
"000046","泛海控股","2020-12-31","101185","其他金融业","J69"
"000046","泛海控股","2021-12-31","101185","其他金融业","J69"
"000048","康达尔","2014-12-31","101187","农副食品加工业","C13"
"000048","康达尔","2015-12-31","101187","农副食品加工业","C13"
"000048","康达尔","2016-12-31","101187","农副食品加工业","C13"
"000048","*ST 康达","2017-12-31","101187","农副食品加工业","C13"
"000048","*ST 康达","2018-12-31","101187","农副食品加工业","C13"
"000048","京基智农","2019-12-31","101187","农副食品加工业","C13"
"000048","京基智农","2020-12-31","101187","农副食品加工业","C13"
"000048","京基智农","2021-12-31","101187","农副食品加工业","C13"
"000049","德赛电池","2014-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2015-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2016-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2017-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2018-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2019-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2020-12-31","107889","电气机械及器材制造业","C38"
"000049","德赛电池","2021-12-31","107889","电气机械及器材制造业","C38"
"000050","深天马A","2014-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2015-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2016-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2017-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2018-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2019-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2020-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000050","深天马A","2021-12-31","101178","计算机、通信和其他电子设备制造业","C39"
"000055","方大集团","2014-12-31","101532","金属制品业","C33"
"000055","方大集团","2015-12-31","101532","金属制品业","C33"
"000055","方大集团","2016-12-31","101532","金属制品业","C33"
"000055","方大集团","2017-12-31","101532","金属制品业","C33"
"000055","方大集团","2018-12-31","101532","金属制品业","C33"
"000055","方大集团","2019-12-31","101532","金属制品业","C33"
"000055","方大集团","2020-12-31","101532","金属制品业","C33"
"000055","方大集团","2021-12-31","101532","金属制品业","C33"
"000056","深国商","2014-12-31","101533","房地产业","K70"
"000056","皇庭国际","2015-12-31","101533","房地产业","K70"
"000056","皇庭国际","2016-12-31","101533","房地产业","K70"
"000056","皇庭国际","2017-12-31","101533","房地产业","K70"
"000056","皇庭国际","2018-12-31","101533","房地产业","K70"
"000056","皇庭国际","2019-12-31","101533","商务服务业","L72"
"000056","皇庭国际","2020-12-31","101533","商务服务业","L72"
"000056","皇庭国际","2021-12-31","101533","商务服务业","L72"
"000058","深赛格","2014-12-31","101534","商务服务业","L72"
"000058","深赛格","2015-12-31","101534","商务服务业","L72"
"000058","深赛格","2016-12-31","101534","商务服务业","L72"
"000058","深赛格","2017-12-31","101534","商务服务业","L72"
"000058","深赛格","2018-12-31","101534","商务服务业","L72"
"000058","深赛格","2019-12-31","101534","商务服务业","L72"
"000058","深赛格","2020-12-31","101534","商务服务业","L72"
"000058","深赛格","2021-12-31","101534","商务服务业","L72"
"000059","华锦股份","2014-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","*ST 华锦","2015-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2016-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2017-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2018-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2019-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2020-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000059","华锦股份","2021-12-31","101535","石油加工、炼焦及核燃料加工业","C25"
"000060","中金岭南","2014-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2015-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2016-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2017-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2018-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2019-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2020-12-31","101551","有色金属冶炼及压延加工业","C32"
"000060","中金岭南","2021-12-31","101551","有色金属冶炼及压延加工业","C32"
"000061","农产品","2014-12-31","10864","商务服务业","L72"
"000061","农产品","2015-12-31","10864","商务服务业","L72"
"000061","农产品","2016-12-31","10864","商务服务业","L72"
"000061","农产品","2017-12-31","10864","商务服务业","L72"
"000061","农产品","2018-12-31","10864","商务服务业","L72"
"000061","农产品","2019-12-31","10864","商务服务业","L72"
"000061","农产品","2020-12-31","10864","商务服务业","L72"
"000061","农产品","2021-12-31","10864","商务服务业","L72"
"000062","深圳华强","2014-12-31","101552","商务服务业","L72"
"000062","深圳华强","2015-12-31","101552","商务服务业","L72"
"000062","深圳华强","2016-12-31","101552","商务服务业","L72"
"000062","深圳华强","2017-12-31","101552","批发业","F51"
"000062","深圳华强","2018-12-31","101552","批发业","F51"
"000062","深圳华强","2019-12-31","101552","批发业","F51"
"000062","深圳华强","2020-12-31","101552","批发业","F51"
"000062","深圳华强","2021-12-31","101552","批发业","F51"
"000063","中兴通讯","2014-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2015-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2016-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2017-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2018-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2019-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2020-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000063","中兴通讯","2021-12-31","101553","计算机、通信和其他电子设备制造业","C39"
"000065","北方国际","2014-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2015-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2016-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2017-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2018-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2019-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2020-12-31","101554","土木工程建筑业","E48"
"000065","北方国际","2021-12-31","101554","土木工程建筑业","E48"
"000066","长城电脑","2014-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","长城电脑","2015-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","长城电脑","2016-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","中国长城","2017-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","中国长城","2018-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","中国长城","2019-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","中国长城","2020-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000066","中国长城","2021-12-31","101661","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2014-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","*ST 华赛","2015-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2016-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2017-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2018-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2019-12-31","101662","计算机、通信和其他电子设备制造业","C39"
"000068","华控赛格","2020-12-31","101662","专业技术服务业","M74"
"000068","华控赛格","2021-12-31","101662","专业技术服务业","M74"
"000069","华侨城A","2014-12-31","101663","公共设施管理业","N78"
"000069","华侨城A","2015-12-31","101663","公共设施管理业","N78"
"000069","华侨城A","2016-12-31","101663","公共设施管理业","N78"
"000069","华侨城A","2017-12-31","101663","公共设施管理业","N78"
"000069","华侨城A","2018-12-31","101663","房地产业","K70"
"000069","华侨城A","2019-12-31","101663","房地产业","K70"
"000069","华侨城A","2020-12-31","101663","房地产业","K70"
"000069","华侨城A","2021-12-31","101663","房地产业","K70"
"000070","特发信息","2014-12-31","101681","电气机械及器材制造业","C38"
